;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
94;José Ángel;es ESP;DF;Eibar;es La Liga;28;1989;33.6;41.3;64.7;63.8;879.6;404.5;14.5;16.9;85.8;17.3;24.5;70.8;8.60;19.7;43.6;0.03;0.17;0.16;-0.14;1.67;5.18;2.02;1.25;5.80;Matches;3024e383
95;Miguel Ángel Moyá;es ESP;GK;Real Sociedad;es La Liga;34;1984;11.0;26.5;33.0;80.4;795.1;550.5;3.18;3.18;100.0;12.1;12.2;99.3;11.3;17.5;64.6;0.00;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;Matches;011d8c56
96;Cristian Ansaldi;ar ARG;DFMF;Torino;it Serie A;31;1986;20.1;28.6;44.2;64.6;546.0;221.5;13.3;15.3;87.3;9.55;15.3;62.5;4.63;10.5;43.9;0.10;0.14;0.12;-0.04;1.74;2.64;2.34;1.49;4.63;Matches;bbafc0c4
97;Mirco Antenucci;it ITA;FW;SPAL;it Serie A;33;1984;23.7;17.3;22.8;75.8;229.5;43.2;10.6;12.6;84.3;4.81;6.46;74.5;0.59;0.89;66.7;0.00;0.07;0.04;-0.07;0.97;1.31;0.46;0.08;2.11;Matches;43a2e16c
98;Waldemar Anton;de GER;DF;Hannover 96;de Bundesliga;22;1996;34.0;42.5;51.0;83.3;872.4;279.2;12.4;14.3;87.0;23.6;26.0;90.6;6.09;9.00;67.6;0.00;0.01;0.01;-0.01;0.15;1.97;0.03;0.03;2.82;Matches;5e66fa06
99;Luca Antonelli;it ITA;DF;Empoli;it Serie A;31;1987;8.4;32.3;45.4;71.1;486.8;202.3;17.6;19.8;89.2;12.6;18.2;69.3;1.19;4.05;29.4;0.12;0.08;0.11;0.04;0.83;2.98;0.95;0.00;4.64;Matches;40f0ed6c
100;Mauro Antonio Burruchaga;ar ARG;MF;Chievo;it Serie A;20;1998;0.6;51.7;65.0;79.5;725.0;298.3;31.7;36.7;86.4;16.7;20.0;83.3;3.33;5.00;66.7;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;5.00;Matches;0830a4f9
101;Michail Antonio;jm JAM;MFFW;West Ham;eng Premier League;28;1990;23.4;21.2;33.0;64.2;308.3;86.5;12.9;16.3;79.3;5.43;9.49;57.2;1.71;3.50;48.8;0.17;0.19;0.11;-0.02;0.98;1.54;0.90;0.21;2.95;Matches;ac05f970
102;Antoñito;es ESP;DFMF;Valladolid;es La Liga;30;1987;20.7;31.1;43.3;71.9;482.7;206.0;17.2;19.3;89.3;10.3;14.3;72.0;2.42;6.38;37.9;0.05;0.09;0.07;-0.04;1.11;2.85;1.21;0.63;3.43;Matches;dbe519cf
103;Vitorino Antunes;pt POR;DFMF;Getafe;es La Liga;31;1987;24.2;29.0;49.5;58.5;577.7;309.0;11.5;14.2;80.8;12.0;18.8;63.8;4.88;13.2;37.0;0.12;0.13;0.13;-0.00;1.28;3.14;1.36;0.87;4.09;Matches;3e4f735d
104;Anuar;ma MAR;MFFW;Valladolid;es La Liga;23;1995;12.0;24.7;33.3;74.0;409.4;92.2;10.6;14.1;75.1;11.2;13.5;82.7;1.67;2.92;57.1;0.00;0.01;0.01;-0.01;0.17;1.33;0.08;0.00;2.92;Matches;c93231dc
105;Dennis Aogo;de GER;MF;Stuttgart;de Bundesliga;31;1987;11.4;41.6;50.9;81.7;768.6;175.0;17.9;19.1;93.6;16.5;18.7;88.3;6.05;10.5;57.5;0.00;0.12;0.15;-0.12;1.32;2.37;0.44;0.35;3.33;Matches;c311243f
106;Houssem Aouar;fr FRA;MF;Lyon;fr Ligue 1;20;1998;34.0;52.7;61.1;86.3;839.3;219.1;26.9;30.2;89.0;19.8;21.2;93.1;3.94;5.41;72.8;0.21;0.14;0.10;0.07;1.29;5.88;1.06;0.00;8.06;Matches;a5db0bec
107;Emmanuel Apeh;ng NGA;FWMF;Celta Vigo;es La Liga;21;1996;0.2;15.0;20.0;75.0;245.0;0.00;5.00;5.00;100.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;5.00;5.00;0.00;0.00;0.00;Matches;a230ebcc
108;Mauro Arambarri;uy URU;MF;Getafe;es La Liga;22;1995;29.7;17.5;26.1;66.9;381.8;110.6;5.99;8.05;74.5;6.53;9.43;69.3;4.28;6.84;62.6;0.07;0.05;0.04;0.02;0.61;2.73;0.30;0.07;3.23;Matches;58afe001
109;Guilherme Arana;br BRA;DF;Sevilla;es La Liga;21;1997;7.0;33.0;41.3;79.9;502.0;129.1;20.0;22.4;89.2;11.0;13.3;82.8;1.86;3.14;59.1;0.00;0.00;0.01;0.00;0.14;0.43;0.29;0.14;1.86;Matches;2b15a82a
110;Charles Aránguiz;cl CHI;MF;Leverkusen;de Bundesliga;29;1989;21.0;69.4;79.1;87.7;1112.1;368.0;35.2;37.9;92.8;25.0;27.4;91.1;5.71;7.38;77.4;0.33;0.16;0.17;0.17;1.43;8.10;1.14;0.24;9.86;Matches;56413b1f
111;Luiz Araújo;br BRA;FWMF;Lille;fr Ligue 1;22;1996;8.7;26.7;36.4;73.2;483.0;125.2;12.3;14.5;84.9;9.20;12.8;72.1;3.79;5.63;67.3;0.23;0.10;0.08;0.13;1.38;3.33;1.03;0.34;4.94;Matches;fa18c72e
112;Néstor Araujo;mx MEX;DF;Celta Vigo;es La Liga;26;1991;29.8;43.3;50.4;86.0;846.5;273.4;13.0;14.7;88.2;25.8;28.2;91.4;3.93;6.17;63.6;0.00;0.01;0.01;-0.01;0.13;1.91;0.13;0.07;2.05;Matches;27a013f7
113;Anaitz Arbilla;es ESP;DF;Eibar;es La Liga;31;1987;21.7;39.8;53.1;74.9;948.1;327.9;10.2;12.3;83.5;18.8;22.0;85.4;10.5;17.5;60.0;0.09;0.05;0.06;0.04;0.18;5.71;0.23;0.05;5.02;Matches;850c0a0d
114;Joaquín Ardaiz;uy URU;FW;Frosinone;it Serie A;19;1999;0.2;10.0;25.0;40.0;85.0;0.00;10.0;20.0;50.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;eb823875
115;Alphonse Areola;fr FRA;GK;Paris S-G;fr Ligue 1;25;1993;21.0;21.2;24.6;86.2;503.0;359.2;4.48;4.48;100.0;12.0;12.1;98.8;4.71;7.90;59.6;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.00;0.00;Matches;2f965a72
116;Santiago Arias;co COL;DF;Atlético Madrid;es La Liga;26;1992;19.7;39.9;51.5;77.5;565.3;235.9;23.4;26.1;89.3;13.1;17.9;73.3;1.62;3.76;43.2;0.05;0.07;0.07;-0.02;0.71;2.39;1.12;0.36;4.26;Matches;fdd60087
117;Lorenzo Ariaudo;it ITA;DF;Frosinone;it Serie A;29;1989;18.7;28.2;34.2;82.6;573.6;219.9;7.81;8.82;88.5;16.2;18.1;89.4;3.80;6.47;58.7;0.00;0.02;0.01;-0.02;0.21;1.55;0.05;0.00;1.93;Matches;68b78c2a
118;Nicolò Armini;it ITA;DF;Lazio;it Serie A;17;2001;0.4;50.0;62.5;80.0;1000.0;455.0;17.5;22.5;77.8;27.5;32.5;84.6;5.00;7.50;66.7;0.00;0.00;0.00;0.00;0.00;5.00;2.50;0.00;5.00;Matches;2f7407fa
119;Yoël Armougom;fr FRA;DF;Caen;fr Ligue 1;20;1998;20.6;30.8;43.7;70.5;522.3;227.2;15.6;17.9;87.2;11.2;15.6;71.4;3.16;7.82;40.4;0.05;0.08;0.08;-0.03;0.73;2.38;0.83;0.53;3.25;Matches;9dd5da03
120;Stuart Armstrong;sct SCO;MF;Southampton;eng Premier League;26;1992;15.9;30.9;40.8;75.9;472.4;124.0;16.1;19.8;81.3;11.0;12.6;87.5;2.26;3.65;62.1;0.13;0.09;0.06;0.03;1.82;3.84;1.38;0.06;5.41;Matches;97333cf5
121;José Arnaiz;es ESP;MFFW;Leganés;es La Liga;23;1995;1.3;19.2;24.6;78.1;263.1;23.8;10.8;14.6;73.7;8.46;9.23;91.7;0.00;0.00;;0.00;0.08;0.00;-0.08;0.77;0.00;0.00;0.00;1.54;Matches;46e07328
122;Marko Arnautovi?;at AUT;FW;West Ham;eng Premier League;29;1989;22.1;22.2;30.2;73.5;298.0;52.0;13.0;16.6;78.4;5.79;7.96;72.7;1.18;1.45;81.3;0.18;0.20;0.12;-0.02;1.63;1.18;0.68;0.09;1.95;Matches;459419
123;Maximilian Arnold;de GER;MF;Wolfsburg;de Bundesliga;24;1994;31.9;34.8;46.2;75.4;736.1;192.2;12.2;14.2;85.7;14.0;17.1;82.4;7.40;12.3;60.1;0.19;0.13;0.12;0.05;1.44;3.48;0.75;0.19;4.42;Matches;86e119e0
124;Kepa Arrizabalaga;es ESP;GK;Chelsea;eng Premier League;23;1994;36.0;28.1;32.3;87.1;710.8;472.7;5.14;5.17;99.5;15.1;15.3;98.7;7.81;11.6;67.1;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;Matches;28d596a0
125;Harry Arter;ie IRL;MF;Cardiff City;eng Premier League;28;1989;22.2;24.3;30.6;79.3;402.5;114.9;12.4;14.4;86.2;8.83;10.9;81.3;2.21;3.60;61.3;0.05;0.02;0.05;0.02;0.45;2.66;0.95;0.27;3.29;Matches;2f4c5a52
126;Kwadwo Asamoah;gh GHA;DF;Inter;it Serie A;29;1988;29.7;64.9;74.6;86.9;1032.5;289.7;36.5;38.6;94.5;21.0;24.9;84.1;5.69;7.81;72.8;0.03;0.06;0.09;-0.03;1.08;5.76;1.35;0.44;6.36;Matches;089550f5
127;Takuma Asano;jp JPN;MFFW;Hannover 96;de Bundesliga;23;1994;7.8;14.1;20.8;67.9;185.4;42.7;8.33;10.5;79.3;3.59;5.13;70.0;0.77;1.41;54.5;0.00;0.05;0.05;-0.05;0.26;1.15;0.90;0.00;1.79;Matches;13ddc856
128;Santiago Ascacíbar;ar ARG;MF;Stuttgart;de Bundesliga;21;1997;27.0;32.9;41.1;79.9;545.9;139.2;15.6;18.6;83.7;13.7;15.8;86.4;2.56;3.96;64.5;0.00;0.02;0.06;-0.02;0.48;2.78;0.41;0.04;3.70;Matches;e26fcca3
129;Sergio Asenjo;es ESP;GK;Villarreal;es La Liga;29;1989;32.0;17.0;25.8;65.9;600.9;466.0;1.28;1.28;100.0;7.19;7.38;97.5;8.50;16.9;50.3;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.03;Matches;9f0ea33f
130;Marco Asensio;es ESP;FW;Real Madrid;es La Liga;22;1996;19.8;42.4;51.7;81.9;625.4;145.4;25.9;28.6;90.6;12.6;15.5;81.4;2.63;4.09;64.2;0.20;0.25;0.26;-0.05;1.52;2.47;2.27;0.76;4.80;Matches;45af8a54
131;Iago Aspas;es ESP;FWMF;Celta Vigo;es La Liga;30;1987;25.0;29.2;36.8;79.5;444.5;90.8;15.7;18.5;85.1;8.68;10.5;82.5;2.68;3.36;79.8;0.24;0.27;0.16;-0.03;2.28;1.84;1.08;0.08;3.56;Matches;7dcf86f6
132;Simon Asta;de GER;DF;Augsburg;de Bundesliga;17;2001;1.0;21.0;37.0;56.8;305.0;144.0;14.0;17.0;82.4;7.00;14.0;50.0;0.00;3.00;0.0;0.00;0.00;0.20;0.00;0.00;1.00;1.00;1.00;2.00;Matches;dfc85b89
133;Youcef Atal;dz ALG;DFFW;Nice;fr Ligue 1;22;1996;25.1;40.8;50.2;81.2;591.9;164.3;23.8;26.7;89.1;14.1;17.3;81.8;1.79;3.63;49.5;0.00;0.10;0.14;-0.10;0.92;2.31;0.88;0.32;3.43;Matches;6a827d8e
134;Christian Atsu;gh GHA;MF;Newcastle Utd;eng Premier League;26;1992;16.6;19.8;26.2;75.4;254.9;56.7;10.8;12.0;90.5;4.58;7.29;62.8;1.27;2.11;60.0;0.00;0.10;0.05;-0.10;1.08;1.02;0.96;0.42;1.87;Matches;8816329f
135;Pierre-Emerick Aubameyang;ga GAB;FW;Arsenal;eng Premier League;29;1989;30.3;17.3;24.6;70.4;197.1;51.2;11.7;14.2;82.1;3.10;5.05;61.4;0.43;0.89;48.1;0.17;0.14;0.12;0.03;1.09;0.99;1.09;0.13;2.31;Matches;d5dd5f1f
136;Emil Audero;it ITA;GK;Sampdoria;it Serie A;21;1997;36.0;24.1;32.3;74.8;594.2;415.6;5.75;5.78;99.5;12.1;12.3;98.6;6.11;13.9;44.0;0.00;0.00;0.00;-0.00;0.06;0.03;0.00;0.00;0.00;Matches;649b01d8
137;Jean-Kévin Augustin;fr FRA;FW;RB Leipzig;de Bundesliga;21;1997;5.1;13.5;17.3;78.4;161.2;23.9;7.25;8.82;82.2;3.53;4.31;81.8;0.39;0.39;100.0;0.00;0.16;0.12;-0.16;1.57;0.59;0.39;0.20;0.59;Matches;97bfa797
138;Ludwig Augustinsson;se SWE;DF;Werder Bremen;de Bundesliga;24;1994;33.6;46.0;58.7;78.4;731.0;283.2;25.0;27.8;89.9;16.7;20.8;80.5;3.27;7.08;46.2;0.12;0.07;0.10;0.05;0.77;3.21;1.31;0.60;4.58;Matches;9fec8860
139;Serge Aurier;ci CIV;DF;Tottenham;eng Premier League;25;1992;6.3;40.2;55.2;72.7;584.3;237.6;21.0;24.3;86.3;14.1;20.3;69.5;1.75;3.81;45.8;0.32;0.16;0.14;0.16;0.95;2.22;1.43;0.95;4.13;Matches;5c2b4f07
140;Charlie Austin;eng ENG;FW;Southampton;eng Premier League;29;1989;10.9;10.6;18.3;58.0;149.3;13.3;6.51;10.1;64.5;3.12;4.95;63.0;0.55;1.56;35.3;0.18;0.08;0.03;0.10;0.83;0.37;0.18;0.00;0.46;Matches;8d228291
141;Ezequiel Ávila;ar ARG;FWMF;Huesca;es La Liga;24;1994;22.2;13.3;26.3;50.8;265.0;91.3;6.31;10.2;61.9;3.96;7.79;50.9;2.52;5.18;48.7;0.09;0.16;0.09;-0.07;0.99;2.16;0.77;0.14;3.51;Matches;253a06b9
142;Jordan Ayew;gh GHA;FW;Crystal Palace;eng Premier League;26;1991;13.1;15.8;21.6;73.1;199.8;37.0;10.2;11.9;85.3;3.51;4.96;70.8;0.53;1.15;46.7;0.15;0.09;0.04;0.06;1.22;0.84;0.38;0.00;1.45;Matches;da052c14
143;Kaan Ayhan;tr TUR;DF;Düsseldorf;de Bundesliga;23;1994;27.2;46.5;52.9;87.8;977.4;321.3;15.5;16.6;93.3;22.2;24.0;92.5;8.16;11.2;73.0;0.04;0.01;0.05;0.02;0.22;2.87;0.26;0.04;3.53;Matches;2200181e
144;Floyd Ayité;tg TOG;FWMF;Fulham;eng Premier League;29;1988;5.3;29.4;37.7;78.0;434.2;126.2;18.1;20.6;88.1;8.68;11.7;74.2;1.89;2.83;66.7;0.00;0.09;0.08;-0.09;1.70;2.64;1.13;0.19;4.34;Matches;fd5888a0
145;César Azpilicueta;es ESP;DF;Chelsea;eng Premier League;28;1989;37.8;66.0;78.0;84.5;908.6;304.6;41.2;44.6;92.3;20.1;23.9;84.2;2.30;4.05;56.9;0.13;0.06;0.08;0.07;0.66;4.13;1.22;0.48;4.23;Matches;53cad200
146;Abdoulaye Ba;sn SEN;DF;Rayo Vallecano;es La Liga;27;1991;23.4;37.1;45.0;82.3;768.6;296.4;11.4;12.2;93.7;19.1;21.3;89.8;6.11;10.5;58.4;0.00;0.00;0.00;-0.00;0.09;1.03;0.04;0.00;1.88;Matches;1f54ed90
147;Florian Baak;de GER;MF;Hertha BSC;de Bundesliga;19;1999;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;150d5992
148;Ludovic Baal;gf GUF;DF;Rennes;fr Ligue 1;32;1986;1.4;49.3;64.3;76.7;734.3;395.7;30.7;32.9;93.5;15.0;21.4;70.0;3.57;8.57;41.7;0.00;0.00;0.00;0.00;0.00;4.29;0.00;0.00;3.57;Matches;d3ce9f1f
149;Khouma Babacar;sn SEN;FW;Sassuolo;it Serie A;25;1993;16.5;15.1;18.5;81.4;199.9;24.0;9.58;11.0;86.8;3.76;4.36;86.1;0.73;0.85;85.7;0.12;0.05;0.03;0.07;0.67;0.36;0.73;0.06;1.45;Matches;422ec08a
150;Ryan Babel;nl NED;FWMF;Fulham;eng Premier League;31;1986;13.9;29.0;36.9;78.6;429.8;110.9;16.0;18.2;88.1;9.57;11.2;85.3;1.80;3.53;51.0;0.22;0.16;0.12;0.06;1.65;2.09;0.72;0.22;2.88;Matches;6438d426
151;Carlos Bacca;co COL;FW;Villarreal;es La Liga;31;1986;14.1;13.1;19.6;66.8;185.1;44.2;8.30;11.6;71.3;3.05;4.68;65.2;0.92;1.42;65.0;0.07;0.11;0.08;-0.04;1.63;0.85;0.78;0.00;1.70;Matches;09a9e921
152;Juninho Bacuna;cw CUW;MFDF;Huddersfield;eng Premier League;20;1997;15.7;36.0;49.0;73.4;663.4;229.9;17.0;20.0;85.0;12.2;15.4;79.3;5.80;10.6;54.5;0.00;0.09;0.08;-0.09;1.15;5.86;0.83;0.06;6.05;Matches;aaf1bf05
153;Leandro Bacuna;cw CUW;MF;Cardiff City;eng Premier League;26;1991;6.2;16.9;26.3;64.4;297.9;121.5;9.19;11.5;80.3;5.32;8.39;63.5;1.94;4.35;44.4;0.00;0.02;0.02;-0.02;0.16;2.26;0.32;0.16;2.58;Matches;9dc69d38
154;Milan Badelj;hr CRO;MF;Lazio;it Serie A;29;1989;12.7;58.5;69.2;84.5;984.1;338.5;27.8;31.6;88.0;22.4;24.9;89.9;5.98;8.35;71.7;0.00;0.04;0.06;-0.04;0.79;5.91;0.94;0.31;7.95;Matches;e8c930bb
155;Benoît Badiashile;fr FRA;DF;Monaco;fr Ligue 1;17;2001;19.6;49.8;55.7;89.6;983.5;344.3;15.5;16.7;92.7;27.8;29.2;94.9;5.77;8.21;70.2;0.00;0.01;0.01;-0.01;0.10;3.11;0.10;0.00;4.74;Matches;06df8256
156;Holger Badstuber;de GER;DF;Stuttgart;de Bundesliga;29;1989;5.8;41.9;45.9;91.4;837.8;281.0;15.9;16.7;94.8;19.8;21.2;93.5;6.03;7.41;81.4;0.00;0.00;0.00;0.00;0.00;0.86;0.00;0.00;2.24;Matches;45b7edae
157;Stéphane Bahoken;cm CMR;FW;Angers;fr Ligue 1;26;1992;27.4;12.3;17.5;70.0;158.0;25.3;6.39;8.50;75.1;3.54;4.67;75.8;0.55;0.88;62.5;0.04;0.10;0.10;-0.06;0.80;0.62;0.40;0.11;1.17;Matches;5046b7d4
158;Daniel Baier;de GER;MF;Augsburg;de Bundesliga;34;1984;31.3;39.3;51.9;75.6;714.5;239.0;16.3;19.5;83.6;16.5;20.3;81.2;5.08;8.79;57.8;0.03;0.04;0.04;-0.01;0.70;4.19;0.38;0.03;5.97;Matches;f261abcb
159;Leon Bailey;jm JAM;FW;Leverkusen;de Bundesliga;20;1997;21.3;29.2;44.6;65.6;466.6;133.1;15.4;18.9;81.1;9.11;13.0;70.0;2.96;7.98;37.1;0.05;0.21;0.22;-0.16;2.21;1.74;1.55;0.70;3.38;Matches;3a233281
160;Eric Bailly;ci CIV;DF;Manchester Utd;eng Premier League;24;1994;7.1;37.2;43.0;86.6;713.7;224.9;11.5;12.4;93.2;21.1;23.1;91.5;3.80;6.06;62.8;0.00;0.00;0.00;0.00;0.00;0.85;0.00;0.00;1.83;Matches;a1232f4e
161;Leighton Baines;eng ENG;DF;Everton;eng Premier League;33;1984;4.2;49.5;62.4;79.4;721.4;291.0;29.5;33.1;89.2;15.2;20.2;75.3;3.10;5.71;54.2;0.00;0.05;0.07;-0.05;0.95;3.33;0.48;0.24;4.05;Matches;b18095b6
162;Marvin Bakalorz;de GER;MF;Hannover 96;de Bundesliga;28;1989;16.3;18.5;24.8;74.3;276.9;63.9;10.2;12.0;85.6;6.63;7.98;83.1;0.92;2.52;36.6;0.00;0.04;0.04;-0.04;0.49;0.98;0.31;0.06;1.78;Matches;04c11885
163;Tiemoué Bakayoko;fr FRA;MF;Milan;it Serie A;23;1994;25.6;45.0;52.1;86.2;717.5;223.6;22.8;25.6;89.2;18.0;20.1;89.7;2.85;3.79;75.3;0.04;0.06;0.06;-0.02;0.98;4.49;0.55;0.04;6.09;Matches;59bf127b
164;Ridle Baku;de GER;MF;Mainz 05;de Bundesliga;20;1998;10.4;35.3;43.4;81.4;656.4;146.0;14.1;17.5;80.8;16.5;19.3;85.6;4.33;4.90;88.2;0.00;0.04;0.07;-0.04;0.58;3.08;0.29;0.00;4.33;Matches;442b56fa
165;Fabián Balbuena;py PAR;DF;West Ham;eng Premier League;26;1991;22.4;29.6;37.3;79.2;568.8;252.3;10.5;11.7;89.7;15.3;17.9;85.1;3.13;6.12;51.1;0.00;0.01;0.01;-0.01;0.13;1.38;0.00;0.00;2.19;Matches;3626f7d9
166;Keita Baldé;sn SEN;FW;Inter;it Serie A;23;1995;9.9;25.9;34.3;75.3;345.1;58.4;16.6;18.4;90.1;6.26;8.28;75.6;1.31;2.93;44.8;0.20;0.22;0.23;-0.02;2.22;1.11;1.72;1.01;2.73;Matches;509a4ccb
167;Gareth Bale;wls WAL;FW;Real Madrid;es La Liga;29;1989;19.8;28.6;39.9;71.7;459.7;96.9;17.1;19.8;86.3;7.78;12.0;65.0;2.88;4.90;58.8;0.15;0.15;0.15;0.01;0.91;2.42;1.11;0.45;3.13;Matches;a58bb1e1
168;Mikel Balenziaga;es ESP;DF;Athletic Club;es La Liga;30;1988;5.8;29.1;39.1;74.4;420.7;157.4;16.7;19.1;87.4;10.2;14.0;72.8;0.86;3.45;25.0;0.00;0.12;0.10;-0.12;0.52;1.21;0.52;0.17;1.90;Matches;1fe67e86
169;Andrija Bali?;hr CRO;FWMF;Udinese;it Serie A;20;1997;0.3;83.3;86.7;96.2;1296.7;290.0;50.0;50.0;100.0;10.0;10.0;100.0;13.3;16.7;80.0;0.00;0.33;0.00;-0.33;3.33;0.00;3.33;0.00;10.0;Matches;9be4ee80
170;Fodé Ballo-Touré;sn SEN;DF;Lille;fr Ligue 1;21;1997;17.7;32.3;43.6;74.2;451.2;188.6;19.4;22.3;87.1;10.1;14.7;68.6;1.47;3.16;46.4;0.06;0.06;0.06;0.00;0.40;3.16;0.40;0.17;3.67;Matches;f449640d
171;Fodé Ballo-Touré;sn SEN;DF;Monaco;fr Ligue 1;21;1997;17.7;36.4;48.5;75.2;568.8;216.5;19.5;22.3;87.8;13.7;17.8;77.1;2.32;5.31;43.6;0.17;0.14;0.08;0.03;1.02;2.60;1.02;0.68;4.07;Matches;f449640d
172;Florent Balmont;fr FRA;MF;Dijon;fr Ligue 1;38;1980;12.0;47.8;59.0;81.1;804.1;286.9;22.8;24.4;93.5;18.8;20.9;89.6;4.25;9.50;44.7;0.08;0.10;0.09;-0.02;1.50;5.25;1.00;0.42;6.25;Matches;4e7bfc23
173;Leon Balogun;ng NGA;DF;Brighton;eng Premier League;30;1988;6.6;25.5;33.6;75.7;519.7;126.5;5.76;7.58;76.0;15.0;17.0;88.4;3.64;6.67;54.5;0.00;0.00;0.02;0.00;0.00;0.15;0.00;0.00;0.91;Matches;78e68b4d
174;Mario Balotelli;it ITA;FW;Nice;fr Ligue 1;27;1990;8.4;19.0;27.5;69.3;337.0;48.8;10.4;13.2;78.4;5.12;7.50;68.3;3.10;5.24;59.1;0.12;0.18;0.07;-0.06;0.95;1.31;0.24;0.00;2.98;Matches;8ff07990
175;Mario Balotelli;it ITA;FW;Marseille;fr Ligue 1;27;1990;10.4;15.1;22.2;68.0;234.5;42.6;7.88;10.5;75.2;3.46;5.19;66.7;2.02;3.37;60.0;0.00;0.07;0.02;-0.07;0.87;1.15;0.19;0.00;1.73;Matches;8ff07990
176;Abdoulaye Bamba;ci CIV;DF;Angers;fr Ligue 1;28;1990;28.6;33.8;44.8;75.6;495.0;215.8;19.8;21.9;90.7;11.6;16.0;72.1;1.33;4.16;31.9;0.14;0.07;0.05;0.07;0.56;2.31;0.59;0.38;3.15;Matches;7fecbcdb
177;Jonathan Bamba;fr FRA;FWMF;Lille;fr Ligue 1;22;1996;33.4;28.4;36.9;77.0;399.8;109.7;15.7;18.4;85.5;8.26;10.3;80.5;1.68;3.17;52.8;0.09;0.16;0.11;-0.07;1.26;2.46;1.02;0.24;3.74;Matches;b2bd0f6c
178;Sol Bamba;ci CIV;DF;Cardiff City;eng Premier League;33;1985;27.5;14.0;20.3;68.9;284.0;117.2;4.36;5.82;75.0;7.02;8.87;79.1;2.33;4.18;55.7;0.04;0.01;0.01;0.03;0.15;1.60;0.07;0.00;1.75;Matches;5534217d
179;Yacine Bammou;ma MAR;FWMF;Caen;fr Ligue 1;26;1991;10.3;22.8;32.1;71.0;294.3;62.4;15.7;17.9;88.0;5.05;7.38;68.4;0.87;2.91;30.0;0.00;0.04;0.08;-0.04;0.58;0.10;0.49;0.29;1.65;Matches;a1d04509
180;Éver Banega;ar ARG;MF;Sevilla;es La Liga;30;1988;29.6;61.6;75.7;81.3;1255.8;463.1;23.3;25.8;90.2;26.4;30.5;86.5;10.8;16.4;66.0;0.17;0.14;0.12;0.03;1.79;8.55;1.08;0.20;10.7;Matches;fa937f7a
181;Mattia Bani;it ITA;DF;Chievo;it Serie A;24;1993;29.0;35.4;44.1;80.3;703.3;283.6;11.9;13.6;87.8;17.7;20.1;88.2;5.00;8.69;57.5;0.00;0.03;0.01;-0.03;0.14;1.83;0.10;0.03;2.17;Matches;0821331c
182;Léo Baptistão;br BRA;FWMF;Espanyol;es La Liga;25;1992;13.7;20.3;28.3;71.6;299.5;69.6;11.4;13.9;81.7;7.37;9.20;80.2;0.95;1.75;54.2;0.15;0.10;0.10;0.04;1.31;1.31;0.95;0.00;2.19;Matches;35f6db55
183;Antonín Barák;cz CZE;MFFW;Udinese;it Serie A;23;1994;3.7;40.0;48.9;81.8;532.2;113.8;22.7;26.8;84.8;12.7;14.1;90.4;0.54;2.70;20.0;0.00;0.05;0.03;-0.05;0.54;3.24;0.27;0.00;2.97;Matches;01efac19
184;Federico Barba;it ITA;DF;Chievo;it Serie A;24;1993;27.6;36.5;46.4;78.7;681.2;279.3;14.5;16.3;88.7;16.9;20.1;84.1;4.31;8.30;52.0;0.00;0.06;0.04;-0.06;0.40;2.90;0.65;0.14;3.84;Matches;c010b898
185;Danilo Barbosa;br BRA;MF;Nice;fr Ligue 1;22;1996;17.2;32.6;38.1;85.4;467.4;117.5;19.1;21.4;89.4;10.8;11.7;92.1;1.45;2.44;59.5;0.00;0.05;0.04;-0.05;0.70;2.50;0.29;0.00;3.60;Matches;0557ff4f
186;Enis Bardhi;mk MKD;MF;Levante;es La Liga;23;1995;31.5;27.4;37.7;72.7;437.6;130.6;13.7;16.8;81.8;9.24;11.6;79.9;2.63;5.43;48.5;0.13;0.12;0.09;0.01;0.92;2.98;0.83;0.19;4.76;Matches;cac2537b
187;Francesco Bardi;it ITA;GK;Frosinone;it Serie A;26;1992;3.0;15.0;24.7;60.8;431.0;355.7;2.33;2.33;100.0;7.00;7.00;100.0;5.33;15.0;35.6;0.00;0.00;0.00;0.00;0.00;0.33;0.00;0.00;0.00;Matches;0acda699
188;Phil Bardsley;sct SCO;DF;Burnley;eng Premier League;33;1985;18.6;28.3;42.1;67.2;483.9;223.8;13.8;16.0;86.5;11.7;16.3;71.6;2.37;7.96;29.7;0.00;0.06;0.08;-0.06;0.38;3.33;0.97;0.48;3.66;Matches;1ae30132
189;Nicolò Barella;it ITA;MF;Cagliari;it Serie A;21;1997;34.5;44.0;55.7;78.9;722.5;195.3;22.8;25.9;88.2;14.4;17.5;82.5;4.64;7.83;59.3;0.09;0.09;0.12;-0.00;1.25;4.46;1.28;0.38;5.97;Matches;6928979a
