;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
1546;Adam Masina;ma MAR;DF;Watford;eng Premier League;24;1994;11.2;38.6;50.4;76.6;584.7;254.0;22.1;24.9;88.5;12.4;16.5;75.1;2.59;5.45;47.5;0.09;0.07;0.03;0.02;0.27;2.86;0.36;0.18;3.48;Matches;de0f152c
1547;Jordi Masip;es ESP;GK;Valladolid;es La Liga;29;1989;35.0;17.2;33.1;52.0;639.7;543.7;1.29;1.29;100.0;6.63;6.74;98.3;9.26;24.7;37.4;0.00;0.00;0.00;0.00;0.03;0.43;0.00;0.00;0.00;Matches;8fae77ea
1548;Han-Noah Massengo;fr FRA;MF;Monaco;fr Ligue 1;17;2001;0.7;24.3;28.6;85.0;355.7;111.4;15.7;17.1;91.7;7.14;8.57;83.3;1.43;1.43;100.0;0.00;0.00;0.14;0.00;0.00;5.71;2.86;0.00;7.14;Matches;eba1e557
1549;Arthur Masuaku;cd COD;DF;West Ham;eng Premier League;24;1993;19.5;45.1;56.5;79.9;699.2;271.3;25.8;28.0;92.3;13.9;18.1;77.1;3.49;6.56;53.1;0.05;0.04;0.04;0.01;0.72;3.59;0.51;0.21;4.92;Matches;57df7a11
1550;Jaime Mata;es ESP;FWMF;Getafe;es La Liga;29;1988;27.0;15.3;26.2;58.3;232.4;49.0;8.41;12.5;67.4;4.67;7.30;64.0;1.19;2.63;45.1;0.22;0.09;0.08;0.13;0.70;1.19;0.52;0.11;1.74;Matches;02319ad7
1551;Juan Mata;es ESP;FWMF;Manchester Utd;eng Premier League;30;1988;14.3;43.4;54.2;80.0;679.2;155.7;22.5;24.8;91.0;12.2;15.3;79.5;5.03;8.95;56.3;0.14;0.20;0.20;-0.06;2.10;4.48;1.47;0.21;5.24;Matches;29733c72
1552;Luca Matarese;it ITA;FW;Frosinone;it Serie A;20;1998;0.2;15.0;20.0;75.0;175.0;0.00;10.0;10.0;100.0;5.00;10.0;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;a6fc1a22
1553;Jean-Philippe Mateta;fr FRA;FW;Mainz 05;de Bundesliga;21;1997;27.6;11.7;17.4;67.2;156.8;27.6;7.72;9.71;79.5;2.86;4.86;59.0;0.54;1.05;51.7;0.07;0.12;0.09;-0.04;1.09;0.62;0.43;0.07;1.34;Matches;50e6dc35
1554;Christian Mathenia;de GER;GK;Nürnberg;de Bundesliga;26;1992;21.5;26.3;41.3;63.6;873.0;684.4;2.79;2.84;98.4;11.8;12.1;97.7;11.6;26.0;44.6;0.00;0.00;0.00;-0.00;0.05;1.02;0.05;0.00;0.00;Matches;4a15e95b
1555;Nemanja Mati?;rs SRB;MF;Manchester Utd;eng Premier League;29;1988;27.1;59.1;68.6;86.2;1022.0;272.5;26.1;29.0;90.0;24.0;26.5;90.4;5.94;7.97;74.5;0.00;0.02;0.03;-0.02;0.48;5.68;0.70;0.07;6.09;Matches;eb7822d7
1556;Joël Matip;cm CMR;DF;Liverpool;eng Premier League;26;1991;17.1;68.8;79.3;86.7;1294.6;415.3;22.0;24.8;88.9;41.1;43.4;94.7;4.91;9.42;52.2;0.00;0.01;0.05;-0.01;0.12;3.74;0.35;0.00;3.86;Matches;b217ef29
1557;Rabbi Matondo;wls WAL;FWMF;Schalke 04;de Bundesliga;17;2000;2.1;12.9;16.7;77.1;164.8;50.5;8.10;9.05;89.5;4.29;4.76;90.0;0.00;0.95;0.0;0.00;0.24;0.19;-0.24;1.90;0.48;1.90;0.48;1.43;Matches;33144cc5
1558;Alessandro Matri;it ITA;FW;Sassuolo;it Serie A;33;1984;6.7;17.2;23.0;74.7;193.3;29.9;12.7;14.2;89.5;2.99;4.78;62.5;0.15;1.19;12.5;0.00;0.06;0.07;-0.06;1.19;0.60;0.45;0.00;0.90;Matches;58d97e77
1559;Federico Mattiello;it ITA;DFFW;Bologna;it Serie A;23;1995;14.8;30.3;42.0;72.0;497.0;187.2;16.1;19.1;84.8;10.3;13.9;74.1;3.11;6.08;51.1;0.07;0.10;0.13;-0.03;1.22;2.77;1.35;1.22;3.85;Matches;fba81826
1560;Blaise Matuidi;fr FRA;MF;Juventus;it Serie A;31;1987;26.9;40.6;47.5;85.4;637.0;169.2;21.4;23.4;91.4;14.6;16.8;87.4;3.05;4.05;75.2;0.07;0.06;0.05;0.01;0.86;4.35;0.59;0.11;5.84;Matches;c0cddebe
1561;José Mauri;it ITA;MF;Milan;it Serie A;22;1996;2.3;38.7;43.5;89.0;557.0;133.0;25.2;26.5;95.1;11.3;12.6;89.7;1.74;3.48;50.0;0.00;0.04;0.04;-0.04;0.87;3.04;0.43;0.00;4.78;Matches;644faf10
1562;Stephy Mavididi;eng ENG;FW;Juventus;it Serie A;20;1998;0.2;20.0;25.0;80.0;230.0;0.00;10.0;10.0;100.0;5.00;10.0;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;30144daa
1563;Konstantinos Mavropanos;gr GRE;DF;Arsenal;eng Premier League;20;1997;1.6;79.4;85.6;92.7;1526.3;360.0;27.5;29.4;93.6;38.1;40.6;93.8;10.0;10.6;94.1;0.00;0.19;0.00;-0.19;0.63;7.50;0.00;0.00;5.63;Matches;963611
1564;Alfie Mawson;eng ENG;DF;Fulham;eng Premier League;24;1994;12.6;31.2;38.3;81.5;645.2;235.7;9.84;11.2;87.9;16.6;18.6;89.3;4.44;7.54;58.9;0.00;0.01;0.00;-0.01;0.16;1.11;0.00;0.00;2.06;Matches;d368feb8
1565;Philipp Max;de GER;DFMF;Augsburg;de Bundesliga;24;1993;28.5;29.6;44.0;67.3;508.3;238.4;14.0;15.9;88.3;10.8;14.7;73.4;3.40;9.93;34.3;0.07;0.17;0.20;-0.10;2.11;2.32;1.54;0.98;3.12;Matches;826e8b63
1566;Alexandru Maxim;ro ROU;MFFW;Mainz 05;de Bundesliga;28;1990;6.4;45.5;58.6;77.6;773.6;198.4;23.9;27.0;88.4;15.3;19.5;78.4;5.47;8.91;61.4;0.00;0.44;0.41;-0.44;2.50;3.91;2.03;0.47;7.50;Matches;61fc9685
1567;Eric Maxim Choupo-Moting;cm CMR;FW;Paris S-G;fr Ligue 1;29;1989;8.9;20.6;26.0;79.2;246.9;46.0;12.7;14.6;86.9;4.61;6.07;75.9;0.56;0.79;71.4;0.00;0.03;0.08;-0.03;0.56;0.90;0.67;0.11;2.25;Matches;0e6bc38c
1568;Borja Mayoral;es ESP;FW;Levante;es La Liga;21;1997;18.0;17.7;22.1;79.9;247.1;49.1;9.89;11.6;85.2;5.28;6.06;87.2;0.94;1.33;70.8;0.11;0.17;0.09;-0.06;1.11;1.17;0.61;0.11;2.11;Matches;64e8ed6d
1569;Róbert Mazá?;sk SVK;DF;Celta Vigo;es La Liga;24;1994;1.0;44.0;54.0;81.5;674.0;225.0;27.0;30.0;90.0;15.0;17.0;88.2;2.00;6.00;33.3;0.00;0.10;0.00;-0.10;2.00;1.00;1.00;0.00;2.00;Matches;30672832
1570;Luca Mazzitelli;it ITA;MF;Genoa;it Serie A;22;1995;3.6;43.9;59.4;73.8;810.8;246.9;20.6;25.6;80.4;16.4;20.6;79.7;6.39;10.6;60.5;0.00;0.03;0.03;-0.03;0.83;5.83;0.56;0.28;6.67;Matches;dc61b402
1571;Kylian Mbappé;fr FRA;FW;Paris S-G;fr Ligue 1;19;1998;26.0;24.3;31.3;77.6;309.2;76.8;14.7;17.4;84.7;5.35;7.19;74.3;1.27;1.81;70.2;0.27;0.21;0.21;0.06;1.81;1.54;1.92;0.23;3.73;Matches;42fd9c7f
1572;Ibrahima Mbaye;sn SEN;DF;Bologna;it Serie A;23;1994;22.3;34.3;45.3;75.8;569.3;292.9;17.4;19.4;90.0;14.5;19.7;73.6;1.97;4.30;45.8;0.00;0.01;0.01;-0.01;0.22;2.51;0.27;0.22;3.36;Matches;cfbf9881
1573;Loïc Mbe Soh;fr FRA;DF;Paris S-G;fr Ligue 1;17;2001;2.0;58.0;63.5;91.3;957.0;319.5;23.5;26.0;90.4;29.0;30.5;95.1;2.50;3.00;83.3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;Matches;8f534f8e
1574;Nolan Mbemba;cg CGO;MFDF;Reims;fr Ligue 1;23;1995;4.0;42.8;53.5;79.9;733.3;220.5;19.3;21.3;90.6;19.0;23.8;80.0;3.75;5.25;71.4;0.00;0.00;0.03;0.00;0.25;3.75;0.50;0.00;6.50;Matches;6c9642ae
1575;Adama Mbengue;sn SEN;DF;Caen;fr Ligue 1;24;1993;8.2;27.8;45.5;61.1;549.5;287.3;12.1;14.4;83.9;10.2;15.7;65.1;5.00;12.3;40.6;0.00;0.01;0.02;-0.01;0.24;2.44;0.73;0.37;2.56;Matches;b931d9d1
1576;Isaac Mbenza;be BEL;FWMF;Huddersfield;eng Premier League;22;1996;11.0;16.6;24.7;67.3;256.0;69.9;9.18;11.7;78.3;5.09;7.18;70.9;1.55;3.27;47.2;0.09;0.08;0.06;0.01;0.64;1.00;0.45;0.45;1.64;Matches;aa1a8c7e
1577;Stéphane Mbia;cm CMR;DFMF;Toulouse;fr Ligue 1;32;1986;5.0;33.6;37.6;89.4;542.2;191.4;17.4;19.0;91.6;13.8;14.6;94.5;1.60;3.00;53.3;0.00;0.00;0.00;0.00;0.20;1.40;0.00;0.00;1.60;Matches;c39d9657
1578;Kara Mbodji;sn SEN;DF;Nantes;fr Ligue 1;28;1989;5.6;28.0;36.4;77.0;533.6;195.4;10.2;12.0;85.1;15.0;18.2;82.4;2.68;5.00;53.6;0.00;0.02;0.00;-0.02;0.18;1.96;0.00;0.00;3.04;Matches;8325870c
1579;Jordi Mboula;es ESP;FWMF;Monaco;fr Ligue 1;19;1999;3.1;15.2;28.7;52.8;211.0;40.3;9.03;11.9;75.7;1.61;7.74;20.8;1.61;3.55;45.5;0.00;0.03;0.03;-0.03;0.32;0.32;0.32;0.32;0.97;Matches;4887118d
1580;James McArthur;sct SCO;MF;Crystal Palace;eng Premier League;30;1987;34.0;33.4;42.5;78.5;549.7;145.6;16.4;19.0;86.5;12.8;15.5;82.6;2.88;5.03;57.3;0.18;0.10;0.09;0.08;0.91;3.03;0.35;0.03;4.18;Matches;cee31595
1581;Alex McCarthy;eng ENG;GK;Southampton;eng Premier League;28;1989;25.0;13.8;26.7;51.6;496.6;415.3;1.56;1.56;100.0;5.64;5.76;97.9;6.60;19.3;34.2;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;Matches;36c2ca73
1582;James McCarthy;ie IRL;MF;Everton;eng Premier League;27;1990;0.2;35.0;35.0;100.0;570.0;35.0;20.0;20.0;100.0;15.0;15.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;64b08de7
1583;Kevin McDonald;sct SCO;MF;Fulham;eng Premier League;29;1988;9.3;53.1;62.7;84.7;929.4;259.4;24.9;27.6;90.3;20.4;22.4;91.3;6.24;9.68;64.4;0.00;0.01;0.01;-0.01;0.43;4.19;0.00;0.00;4.41;Matches;71a08f97
1584;Levan Mchedlidze;ge GEO;FW;Empoli;it Serie A;28;1990;2.3;16.5;21.7;76.0;226.5;50.0;9.57;11.7;81.5;3.91;5.65;69.2;1.30;1.74;75.0;0.43;0.04;0.09;0.39;1.30;1.74;0.43;0.00;1.74;Matches;54ab361e
1585;Weston McKennie;us USA;MFFW;Schalke 04;de Bundesliga;19;1998;19.4;25.2;36.9;68.2;433.5;132.2;12.8;16.4;78.0;9.48;12.6;75.1;2.53;5.26;48.0;0.21;0.12;0.09;0.09;0.98;1.70;0.52;0.10;3.04;Matches;01c3aff5
1586;Dwight McNeil;eng ENG;MF;Burnley;eng Premier League;18;1999;17.7;21.5;32.9;65.2;347.1;113.3;12.1;14.2;85.7;5.65;8.87;63.7;2.60;6.16;42.2;0.28;0.19;0.15;0.09;1.47;1.36;0.96;0.62;2.32;Matches;fc15fb84
1587;Scott McTominay;sct SCO;MFDF;Manchester Utd;eng Premier League;21;1996;9.6;39.2;47.5;82.5;644.0;185.5;18.2;20.8;87.5;16.0;18.2;88.0;2.92;5.00;58.3;0.00;0.00;0.01;0.00;0.10;2.81;0.10;0.00;3.54;Matches;d93c2511
1588;Iuri Medeiros;pt POR;MFFW;Genoa;it Serie A;24;1994;1.2;30.8;37.5;82.2;582.5;138.3;16.7;17.5;95.2;7.50;10.8;69.2;6.67;8.33;80.0;0.00;0.17;0.17;-0.17;1.67;4.17;0.83;0.00;2.50;Matches;97e2aa67
1589;Nicky Medja;ch SUI;FWMF;Fiorentina;it Serie A;18;2000;0.5;10.0;20.0;50.0;142.0;16.0;6.00;10.0;60.0;4.00;8.00;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;714ffae7
1590;Álvaro Medrán;es ESP;MF;Rayo Vallecano;es La Liga;24;1994;12.8;48.7;61.6;79.0;878.0;288.4;21.7;24.4;89.1;17.7;20.6;86.0;6.64;11.9;55.9;0.00;0.13;0.11;-0.13;2.27;5.78;0.47;0.08;6.33;Matches;31223bcf
1591;Ben Mee;eng ENG;DF;Burnley;eng Premier League;28;1989;38.0;29.8;40.1;74.5;655.3;276.7;9.18;11.2;81.7;13.4;15.9;84.6;6.92;11.7;59.1;0.05;0.03;0.03;0.02;0.21;2.87;0.13;0.03;2.61;Matches;8df7a2fb
1592;Riccardo Meggiorini;it ITA;FW;Chievo;it Serie A;32;1985;17.2;15.6;25.5;61.0;207.8;40.6;8.84;12.0;73.4;4.19;7.73;54.1;0.87;2.09;41.7;0.06;0.09;0.04;-0.03;0.70;1.16;0.47;0.12;1.74;Matches;2ec0f902
1593;Admir Mehmedi;ch SUI;FWMF;Wolfsburg;de Bundesliga;27;1991;18.8;29.9;41.7;71.7;440.7;129.8;16.8;20.3;82.7;8.14;11.0;73.9;2.50;5.37;46.5;0.27;0.19;0.23;0.07;1.91;1.49;1.44;0.37;3.94;Matches;b500b384
1594;Soualiho Meïté;fr FRA;MF;Torino;it Serie A;24;1994;29.5;32.2;39.5;81.7;536.4;142.5;15.2;18.0;84.5;12.2;13.6;89.6;3.25;4.41;73.8;0.14;0.08;0.06;0.06;1.12;3.80;0.81;0.24;5.15;Matches;5cec2c74
1595;Farid El Melali;dz ALG;MFFW;Angers;fr Ligue 1;21;1997;3.6;28.9;39.2;73.8;392.8;91.7;18.3;21.7;84.6;5.56;8.06;69.0;2.78;4.17;66.7;0.28;0.06;0.08;0.22;1.11;2.78;1.11;0.28;3.33;Matches;d21e361a
1596;Óscar Melendo;es ESP;MFFW;Espanyol;es La Liga;20;1997;22.2;33.6;40.0;83.9;505.6;123.0;17.5;19.6;89.4;12.0;13.7;87.5;2.34;3.29;71.2;0.23;0.18;0.14;0.05;1.53;2.84;1.80;0.14;5.68;Matches;379652be
1597;Gonzalo Melero;es ESP;MF;Huesca;es La Liga;24;1994;14.9;41.5;48.5;85.6;641.1;176.5;22.2;24.8;89.5;14.0;16.1;86.7;3.15;3.96;79.7;0.07;0.13;0.06;-0.06;1.48;4.50;0.47;0.00;6.38;Matches;3902e91b
1598;Arthur Melo;br BRA;MF;Barcelona;es La Liga;21;1996;15.9;75.5;81.3;92.9;1248.2;303.8;36.5;38.5;94.9;29.4;31.2;94.4;6.73;7.48;89.9;0.06;0.07;0.08;-0.01;0.88;8.68;0.38;0.00;7.55;Matches;48b3dd60
1599;Memphis;nl NED;FWMF;Lyon;fr Ligue 1;24;1994;30.4;36.1;49.0;73.6;562.6;181.5;19.9;22.8;87.3;9.21;12.4;74.5;4.05;8.16;49.6;0.33;0.35;0.31;-0.02;3.68;3.36;2.01;0.49;5.79;Matches;8f696594
1600;Pedro Mendes;pt POR;DF;Montpellier;fr Ligue 1;27;1990;29.6;35.9;44.2;81.4;775.0;302.6;10.7;11.9;90.3;18.8;20.8;90.2;6.22;10.4;59.5;0.00;0.01;0.02;-0.01;0.27;2.94;0.30;0.07;3.14;Matches;6690ef25
1601;Thiago Mendes;br BRA;MF;Lille;fr Ligue 1;26;1992;34.2;50.9;62.5;81.5;886.3;302.3;23.0;25.3;91.0;19.4;22.3;87.0;6.02;11.3;53.4;0.15;0.14;0.11;0.01;1.81;5.82;0.44;0.09;6.75;Matches;c6e5d20f
1602;Brais Méndez;es ESP;MFFW;Celta Vigo;es La Liga;21;1997;26.1;35.2;47.9;73.6;546.8;161.9;18.3;20.9;87.4;11.5;15.1;76.3;3.03;6.97;43.4;0.27;0.16;0.18;0.11;1.72;2.80;0.96;0.19;4.29;Matches;c9e39d91
1603;Nathaniel Mendez-Laing;eng ENG;MFFW;Cardiff City;eng Premier League;26;1992;10.9;15.5;26.3;58.9;216.9;93.2;8.44;11.8;71.3;4.04;6.42;62.9;1.28;2.48;51.9;0.09;0.14;0.15;-0.05;1.74;1.28;0.92;0.73;1.74;Matches;b4b2f632
1604;Stiven Mendoza;co COL;FWMF;Amiens;fr Ligue 1;26;1992;20.9;23.5;33.3;70.7;342.2;115.4;13.9;16.3;85.3;6.89;9.62;71.6;1.58;4.21;37.5;0.10;0.06;0.12;0.03;1.20;2.11;1.15;0.29;3.83;Matches;e68f2cb4
1605;Alexandre Mendy;gw GNB;FW;Guingamp;fr Ligue 1;24;1994;8.5;9.88;14.0;70.6;136.9;16.1;6.00;7.88;76.1;2.94;3.65;80.6;0.35;0.71;50.0;0.00;0.12;0.02;-0.12;0.82;0.47;0.24;0.12;0.82;Matches;e067808c
1606;Benjamin Mendy;fr FRA;DF;Manchester City;eng Premier League;24;1994;10.0;67.4;80.4;83.8;975.5;278.7;39.2;41.5;94.5;23.1;27.6;83.7;2.70;6.00;45.0;0.50;0.16;0.11;0.34;1.10;5.10;2.10;0.80;7.00;Matches;5271c8f1
1607;Edouard Mendy;sn SEN;GK;Reims;fr Ligue 1;26;1992;38.0;18.9;30.5;62.1;678.1;521.5;1.13;1.16;97.7;8.03;8.24;97.4;9.79;20.9;46.8;0.00;0.00;0.01;-0.00;0.03;0.66;0.03;0.00;0.05;Matches;33887998
1608;Ferland Mendy;fr FRA;DF;Lyon;fr Ligue 1;23;1995;28.1;58.2;70.2;82.9;919.0;247.5;33.3;36.8;90.4;18.1;21.6;83.9;5.05;7.22;70.0;0.04;0.11;0.13;-0.08;1.42;4.09;0.85;0.32;5.80;Matches;3cefcaef
1609;Nampalys Mendy;sn SEN;MF;Leicester City;eng Premier League;26;1992;23.2;41.9;47.3;88.5;647.6;170.9;22.2;24.1;92.3;14.5;16.1;90.1;3.06;4.14;74.0;0.00;0.01;0.02;-0.01;0.22;3.84;0.22;0.09;4.48;Matches;1598599e
1610;Hamza Mendyl;ma MAR;DF;Schalke 04;de Bundesliga;20;1997;6.0;30.2;43.2;69.9;487.3;131.8;16.2;19.5;82.9;11.2;14.3;77.9;2.33;6.67;35.0;0.00;0.00;0.02;0.00;0.00;2.17;0.17;0.00;2.50;Matches;f99fe221
1611;Chris Mepham;wls WAL;DF;Bournemouth;eng Premier League;20;1997;9.4;34.7;43.8;79.1;665.2;218.4;12.9;14.7;87.7;17.2;20.7;83.1;4.15;7.02;59.1;0.11;0.05;0.00;0.05;0.21;1.70;0.00;0.00;2.34;Matches;fed96827
1612;Gabriel Mercado;ar ARG;DF;Sevilla;es La Liga;31;1987;19.3;33.2;40.7;81.5;593.0;224.4;13.7;15.1;91.1;16.0;17.9;89.0;2.69;5.75;46.8;0.05;0.02;0.01;0.03;0.10;2.59;0.21;0.05;2.69;Matches;bf97c188
1613;Alex Meret;it ITA;GK;Napoli;it Serie A;21;1997;12.8;21.0;27.5;76.4;551.3;355.9;2.50;2.50;100.0;11.9;12.1;98.1;6.41;12.6;50.9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;9413b19f
1614;Mehdi Merghem;fr FRA;FWMF;Guingamp;fr Ligue 1;21;1997;8.0;25.4;36.3;70.0;427.3;107.4;12.6;15.3;82.8;9.88;13.3;74.5;2.38;5.13;46.3;0.13;0.01;0.04;0.11;0.25;2.88;0.63;0.38;3.88;Matches;49000148
1615;Mikel Merino;es ESP;MF;Real Sociedad;es La Liga;22;1996;22.8;38.3;48.7;78.6;664.9;200.4;17.7;21.0;84.1;15.3;18.7;81.9;4.12;6.27;65.7;0.13;0.11;0.12;0.03;0.57;4.87;0.75;0.18;6.23;Matches;d080ed5e
1616;Sabin Merino;es ESP;FWMF;Leganés;es La Liga;26;1992;3.3;20.3;27.3;74.4;252.1;52.7;14.5;17.3;84.2;4.24;6.67;63.6;0.91;1.52;60.0;0.00;0.03;0.09;-0.03;0.61;1.82;0.91;0.00;1.82;Matches;1d5f96d9
1617;Martín Merquelanz;es ESP;MF;Real Sociedad;es La Liga;23;1995;0.1;0.00;0.00;;0.00;0.00;0.00;0.00;;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;ddd5348b
1618;Dries Mertens;be BEL;FW;Napoli;it Serie A;31;1987;25.0;27.9;37.7;74.0;385.0;94.7;16.4;19.4;84.4;7.52;10.3;73.2;1.60;3.16;50.6;0.44;0.32;0.20;0.12;2.72;2.12;1.48;0.16;3.84;Matches;89b2c8a9
1619;Roque Mesa;es ESP;MF;Sevilla;es La Liga;29;1989;19.4;42.1;49.5;85.0;684.9;181.4;22.4;24.1;92.7;14.1;15.8;89.3;3.92;5.77;67.9;0.10;0.09;0.11;0.02;0.98;3.92;1.29;0.57;5.05;Matches;7c4243d4
1620;Lionel Messi;ar ARG;FW;Barcelona;es La Liga;31;1987;30.1;50.0;64.3;77.7;808.8;280.8;27.9;31.5;88.5;15.0;19.9;75.8;5.15;8.04;64.0;0.43;0.48;0.47;-0.05;2.96;6.64;4.65;0.07;10.9;Matches;d70ce98e
1621;Romain Métanire;mg MAD;DF;Reims;fr Ligue 1;28;1990;3.5;23.4;34.3;68.3;437.7;203.4;9.71;11.4;85.0;10.3;13.1;78.3;2.86;6.86;41.7;0.00;0.00;0.00;0.00;0.29;1.71;0.00;0.00;2.86;Matches;0fb21da9
1622;Thomas Meunier;be BEL;DF;Paris S-G;fr Ligue 1;26;1991;17.9;44.8;54.6;82.0;658.7;190.2;25.6;28.1;91.1;14.2;17.6;80.6;2.63;5.03;52.2;0.17;0.18;0.18;-0.02;1.12;2.51;1.28;0.39;4.53;Matches;e162b013
1623;Mexer;mz MOZ;DF;Rennes;fr Ligue 1;29;1988;27.4;41.2;46.4;89.0;878.2;277.9;11.6;12.5;93.3;23.2;24.6;94.7;6.09;8.61;70.8;0.00;0.01;0.00;-0.01;0.15;0.66;0.00;0.00;1.50;Matches;ce492295
1624;Max Meyer;de GER;MF;Crystal Palace;eng Premier League;22;1995;15.7;35.8;44.4;80.6;509.7;128.8;21.6;24.9;86.7;11.3;13.4;84.8;1.53;2.87;53.3;0.13;0.08;0.06;0.05;1.40;3.25;1.02;0.13;4.65;Matches;eba42d2b
1625;Matt Miazga;us USA;DF;Nantes;fr Ligue 1;23;1995;8.0;43.4;53.5;81.1;831.0;317.8;16.1;18.4;87.8;22.3;26.3;84.8;4.50;7.75;58.1;0.00;0.04;0.01;-0.04;0.25;2.88;0.00;0.00;4.00;Matches;9fc0f253
1626;Míchel;es ESP;MF;Valladolid;es La Liga;30;1988;28.4;49.1;61.7;79.6;960.1;271.7;19.8;22.4;88.1;19.9;23.3;85.3;7.99;12.7;62.9;0.07;0.15;0.11;-0.08;1.87;5.11;0.46;0.18;7.54;Matches;418f8f61
1627;Clément Michelin;fr FRA;DF;Toulouse;fr Ligue 1;21;1997;1.0;30.0;45.0;66.7;631.0;311.0;8.00;12.0;66.7;16.0;22.0;72.7;6.00;10.0;60.0;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;4.00;Matches;cb9ec45d
1628;Petar Mi?in;rs SRB;MF;Udinese;it Serie A;19;1998;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;259deea9
1629;Miguel;es ESP;FW;Valladolid;es La Liga;18;1999;0.1;40.0;60.0;66.7;390.0;20.0;40.0;50.0;80.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;6763373d
1630;Florian Miguel;fr FRA;DF;Nîmes;fr Ligue 1;21;1996;12.4;31.0;40.9;75.9;543.1;216.8;14.4;15.6;92.2;13.8;17.9;77.0;2.58;5.65;45.7;0.08;0.09;0.06;-0.01;0.73;1.29;0.32;0.16;1.29;Matches;b66d1d8a
1631;Nikola Milenkovi?;rs SRB;DF;Fiorentina;it Serie A;20;1997;33.4;43.9;55.1;79.6;856.8;275.4;14.9;17.6;84.4;22.7;27.0;84.1;5.45;8.50;64.1;0.00;0.01;0.01;-0.01;0.12;3.02;0.27;0.06;4.76;Matches;bee704fc
1632;Arkadiusz Milik;pl POL;FW;Napoli;it Serie A;24;1994;26.6;18.5;22.7;81.3;245.4;36.2;11.2;13.0;85.6;4.92;5.64;87.3;0.86;1.05;82.1;0.11;0.11;0.07;0.00;1.39;0.98;0.75;0.04;2.14;Matches;85613cf0
1633;Sergej Milinkovi?-Savi?;rs SRB;MF;Lazio;it Serie A;23;1995;26.6;42.6;54.8;77.6;712.7;203.6;21.6;26.0;83.1;14.5;18.1;80.2;4.85;6.50;74.6;0.11;0.17;0.13;-0.06;1.80;5.23;1.54;0.11;7.07;Matches;4e6dbac4
1634;Vanja Milinkovi?-Savi?;rs SRB;GK;SPAL;it Serie A;21;1997;1.8;28.3;43.3;65.4;748.3;546.7;8.89;8.89;100.0;11.1;11.7;95.2;8.33;22.8;36.6;0.00;0.00;0.00;0.00;0.00;0.56;0.00;0.00;0.00;Matches;9fa26bc2
1635;Luka Milivojevi?;rs SRB;MF;Crystal Palace;eng Premier League;27;1991;38.0;43.4;57.6;75.3;817.7;268.0;17.8;20.3;87.7;18.4;22.2;82.8;6.05;12.2;49.7;0.05;0.08;0.09;-0.03;1.55;4.76;0.61;0.18;5.76;Matches;2ce2508a
1636;Pere Milla;es ESP;MFFW;Eibar;es La Liga;25;1992;3.8;18.7;35.5;52.6;272.9;80.8;11.1;15.0;73.7;5.79;10.5;55.0;0.53;4.47;11.8;0.00;0.05;0.11;-0.05;0.79;1.05;1.58;0.79;1.84;Matches;335039a2
1637;Vincenzo Millico;it ITA;MF;Torino;it Serie A;17;2000;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;6817095b
1638;James Milner;eng ENG;MFDF;Liverpool;eng Premier League;32;1986;19.9;66.0;82.2;80.3;1127.2;384.1;33.3;36.5;91.1;23.3;27.1;85.9;7.59;13.1;58.1;0.20;0.27;0.30;-0.07;2.21;6.58;1.86;0.45;8.24;Matches;2f90f6b8
1639;Santi Mina;es ESP;FW;Valencia;es La Liga;22;1995;20.6;16.7;23.3;71.6;247.4;39.6;9.42;11.9;78.9;4.90;6.65;73.7;1.17;1.65;70.6;0.24;0.19;0.15;0.05;0.78;1.02;0.53;0.15;1.65;Matches;0b90bb97
1640;Yerry Mina;co COL;DF;Everton;eng Premier League;23;1994;9.9;42.9;51.2;83.8;850.1;296.9;13.6;16.0;85.4;22.7;25.1;90.7;5.86;8.38;69.9;0.00;0.01;0.01;-0.01;0.30;2.63;0.30;0.00;3.94;Matches;6d5701f2
1641;Tyrone Mings;eng ENG;DF;Bournemouth;eng Premier League;25;1993;1.6;49.4;60.0;82.3;807.5;285.0;22.5;25.0;90.0;25.0;28.1;88.9;1.88;5.00;37.5;0.00;0.06;0.00;-0.06;0.63;5.00;0.63;0.63;3.75;Matches;8397a50c
