;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
491;Kwon Chang-hoon;kr KOR;FWMF;Dijon;fr Ligue 1;23;1994;23.7;19.4;29.8;65.0;292.4;83.1;11.0;14.1;78.1;5.32;8.19;64.9;1.77;4.60;38.5;0.13;0.10;0.10;0.03;1.35;0.89;0.97;0.30;1.69;Matches;7961f7aa
492;Charles;br BRA;FW;Eibar;es La Liga;33;1984;17.6;16.3;24.1;67.5;209.5;38.2;10.3;14.6;70.8;3.75;5.85;64.1;0.63;0.80;78.6;0.06;0.10;0.07;-0.04;0.97;1.25;0.34;0.00;1.82;Matches;c4b8bcf4
493;Charly Charrier;fr FRA;MFFW;Amiens;fr Ligue 1;31;1986;1.2;45.0;60.0;75.0;660.0;104.2;25.8;33.3;77.5;10.0;11.7;85.7;4.17;9.17;45.5;0.00;0.00;0.08;0.00;0.83;3.33;0.00;0.00;5.83;Matches;346c15cc
494;Pape Cheikh Diop;sn SEN;MF;Lyon;fr Ligue 1;19;1997;0.1;90.0;90.0;100.0;1100.0;260.0;80.0;80.0;100.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;10.0;Matches;873ce3a2
495;Chema;es ESP;DF;Levante;es La Liga;25;1992;22.4;23.9;30.9;77.2;531.5;213.5;6.38;7.14;89.4;12.2;13.8;88.3;4.96;9.33;53.1;0.04;0.04;0.01;0.00;0.18;1.61;0.13;0.00;2.19;Matches;7f203b54
496;Denis Cheryshev;ru RUS;MFFW;Villarreal;es La Liga;26;1990;10.3;21.7;32.4;67.1;347.8;109.4;11.7;14.5;80.5;8.06;12.2;65.9;1.46;3.11;46.9;0.10;0.34;0.15;-0.24;1.65;2.04;1.46;0.58;3.69;Matches;0ac94a23
497;Raman Chibsah;gh GHA;MF;Benevento;it Serie A;24;1993;11.6;32.1;36.2;88.6;510.5;119.7;14.8;15.6;95.0;13.7;15.6;87.8;1.90;2.24;84.6;0.00;0.05;0.03;-0.05;0.78;2.84;0.26;0.09;2.16;Matches;aa5a409a
498;Leandro Chichizola;ar ARG;GK;Las Palmas;es La Liga;27;1990;27.0;29.9;42.3;70.7;866.4;631.1;4.63;4.70;98.4;14.3;14.6;98.0;10.9;22.7;48.0;0.00;0.00;0.00;0.00;0.04;0.33;0.00;0.00;0.00;Matches;8d957256
499;Giorgio Chiellini;it ITA;DF;Juventus;it Serie A;32;1984;24.0;63.8;73.8;86.5;1356.8;467.8;17.8;19.1;93.0;34.5;38.0;90.7;10.7;14.4;74.3;0.04;0.03;0.02;0.01;0.25;5.08;0.17;0.00;5.13;Matches;e85fb9b8
500;Federico Chiesa;it ITA;FWMF;Fiorentina;it Serie A;19;1997;33.5;22.5;31.3;71.7;333.2;94.5;13.0;15.2;85.6;7.01;9.94;70.6;1.34;2.99;45.0;0.12;0.19;0.16;-0.07;1.70;1.34;1.37;0.33;3.16;Matches;b0f7e36c
501;Ben Chilwell;eng ENG;DF;Leicester City;eng Premier League;20;1996;20.6;41.4;58.2;71.1;634.8;218.2;21.7;25.9;83.7;14.9;20.8;71.3;2.91;6.60;44.1;0.10;0.12;0.12;-0.02;1.02;2.86;1.26;0.78;3.79;Matches;d2424d1b
502;Vlad Chiriche?;ro ROU;DF;Napoli;it Serie A;27;1989;6.5;82.2;90.8;90.5;1533.7;599.5;32.9;34.8;94.7;36.9;40.0;92.3;10.3;12.5;82.7;0.00;0.00;0.02;0.00;0.15;5.08;0.00;0.00;7.08;Matches;c316607a
503;Hamza Choudhury;eng ENG;MFDF;Leicester City;eng Premier League;19;1997;4.2;33.1;40.2;82.2;578.1;197.6;15.5;17.1;90.3;12.6;14.3;88.3;3.81;6.43;59.3;0.24;0.10;0.00;0.14;0.24;5.00;0.00;0.00;3.81;Matches;7d2d3329
504;Andreas Christensen;dk DEN;DF;Chelsea;eng Premier League;21;1996;23.2;54.4;58.5;93.1;1061.6;363.8;16.7;17.6;94.6;31.0;32.4;95.6;5.78;6.77;85.4;0.00;0.00;0.04;-0.00;0.17;2.67;0.09;0.00;3.28;Matches;1cb49278
505;Chuca;es ESP;MF;Villarreal;es La Liga;20;1997;1.0;35.0;54.0;64.8;656.0;126.0;18.0;24.0;75.0;10.0;16.0;62.5;6.00;12.0;50.0;0.00;0.00;0.00;0.00;1.00;4.00;0.00;0.00;5.00;Matches;c4af5889
506;Lee Chung-yong;kr KOR;FWMF;Crystal Palace;eng Premier League;29;1988;1.5;38.7;51.3;75.3;474.0;101.3;24.7;26.0;94.9;10.0;16.0;62.5;1.33;4.00;33.3;0.00;0.07;0.07;-0.07;1.33;0.67;0.67;0.00;1.33;Matches;49b05a83
507;Amato Ciciretti;it ITA;MFFW;Benevento;it Serie A;23;1993;9.0;27.8;38.4;72.3;472.9;109.2;12.7;15.3;82.6;10.9;14.0;77.8;2.89;6.22;46.4;0.11;0.17;0.19;-0.06;1.67;1.22;1.00;0.56;2.56;Matches;1ab0b878
508;Cifu;es ESP;DF;Málaga;es La Liga;26;1990;1.2;54.2;70.8;76.5;751.7;310.0;35.8;40.8;87.8;15.0;19.2;78.3;2.50;5.00;50.0;0.00;0.08;0.58;-0.08;1.67;4.17;3.33;2.50;5.00;Matches;90f83973
509;Luca Cigarini;it ITA;MF;Cagliari;it Serie A;31;1986;22.5;55.1;72.0;76.5;1053.8;384.0;21.1;23.7;88.9;24.7;30.5;80.8;7.87;15.2;51.9;0.13;0.20;0.20;-0.07;1.78;6.71;1.11;0.09;8.09;Matches;ae64d449
510;Per Ciljan Skjelbred;no NOR;MF;Hertha BSC;de Bundesliga;30;1987;24.3;39.9;46.9;85.0;748.9;205.1;15.7;18.2;86.2;17.9;20.4;87.9;5.31;6.95;76.3;0.00;0.03;0.03;-0.03;0.25;4.40;0.33;0.08;4.12;Matches;ecab64a0
511;Jasper Cillessen;nl NED;GK;Barcelona;es La Liga;28;1989;1.0;25.0;31.0;80.6;605.0;330.0;4.00;4.00;100.0;14.0;14.0;100.0;7.00;13.0;53.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;04ac8285
512;Thiago Cionek;pl POL;DF;SPAL;it Serie A;31;1986;15.0;37.7;48.1;78.5;738.1;301.5;13.3;14.8;90.1;18.6;21.7;85.6;5.47;10.1;53.9;0.00;0.01;0.01;-0.01;0.13;4.27;0.20;0.13;4.13;Matches;46f5c54d
513;Saliou Ciss;sn SEN;DFMF;Angers;fr Ligue 1;27;1989;1.6;26.3;38.8;67.7;376.3;170.6;17.5;20.0;87.5;6.25;11.9;52.6;1.88;2.50;75.0;0.00;0.00;0.06;0.00;0.00;1.88;1.25;0.00;3.13;Matches;2235f850
514;Karamoko Cissé;gn GUI;FWMF;Benevento;it Serie A;28;1988;0.2;10.0;25.0;40.0;275.0;0.00;0.00;10.0;0.0;5.00;10.0;50.0;5.00;5.00;100.0;0.00;0.50;0.00;-0.50;5.00;0.00;5.00;0.00;5.00;Matches;b39569c0
515;Issa Cissokho;sn SEN;DF;Amiens;fr Ligue 1;32;1985;18.1;33.7;44.5;75.8;571.3;245.4;16.9;18.6;90.5;13.6;18.0;75.5;2.76;6.41;43.1;0.00;0.02;0.03;-0.02;0.55;2.15;0.50;0.39;2.71;Matches;a1017967
516;Ciaran Clark;ie IRL;DF;Newcastle Utd;eng Premier League;27;1989;19.4;26.3;36.9;71.5;526.3;225.8;8.81;10.3;85.9;12.9;15.9;81.5;3.66;9.07;40.3;0.05;0.04;0.02;0.02;0.21;2.22;0.15;0.00;1.49;Matches;2b91cf8e
517;Christian Clemens;de GER;MFFW;Köln;de Bundesliga;25;1991;7.2;20.8;32.1;64.9;356.1;145.0;10.6;13.3;79.2;7.36;10.8;67.9;2.64;6.67;39.6;0.00;0.22;0.32;-0.22;1.39;2.22;0.97;0.56;2.78;Matches;612cb8d3
518;Tom Cleverley;eng ENG;MF;Watford;eng Premier League;27;1989;21.1;45.7;58.7;77.9;746.4;229.7;22.8;25.7;88.7;16.4;19.9;82.6;4.22;8.58;49.2;0.09;0.08;0.09;0.02;1.37;6.26;0.81;0.09;6.45;Matches;6cdd8245
519;Sam Clucas;eng ENG;MF;Swansea City;eng Premier League;26;1990;22.7;30.4;38.4;79.0;519.1;122.7;14.4;16.5;87.2;12.1;14.7;82.3;3.00;5.15;58.1;0.04;0.06;0.05;-0.01;0.66;2.03;0.13;0.04;2.69;Matches;987718f5
520;Nathaniel Clyne;eng ENG;DFFW;Liverpool;eng Premier League;26;1991;1.9;56.8;74.2;76.6;921.6;293.7;30.5;34.2;89.2;19.5;27.4;71.2;4.74;6.84;69.2;0.00;0.05;0.05;-0.05;0.53;3.68;1.05;0.53;2.63;Matches;0442183b
521;Marcus Coco;fr FRA;FWMF;Guingamp;fr Ligue 1;21;1996;17.6;25.6;35.2;72.7;329.4;86.0;14.8;17.8;83.1;5.97;8.98;66.5;1.59;3.18;50.0;0.11;0.13;0.09;-0.01;1.02;1.70;0.97;0.45;3.07;Matches;3010aefb
522;Massimo Coda;it ITA;FW;Benevento;it Serie A;28;1988;15.7;15.5;22.4;69.0;231.2;42.6;9.04;12.0;75.5;4.33;6.43;67.3;1.40;1.72;81.5;0.06;0.08;0.09;-0.02;1.34;0.89;0.64;0.06;2.23;Matches;4c7940d6
523;Isaac Cofie;gh GHA;MF;Genoa;it Serie A;25;1991;6.6;37.9;47.4;79.9;675.3;221.7;16.7;19.5;85.3;17.4;20.3;85.8;3.33;6.36;52.4;0.00;0.00;0.03;0.00;0.15;3.64;0.30;0.00;4.85;Matches;c6dda86e
524;Renaud Cohade;fr FRA;MF;Metz;fr Ligue 1;32;1984;36.6;42.2;55.2;76.5;841.8;279.9;17.3;20.4;84.9;17.9;22.6;79.4;6.72;10.8;62.3;0.08;0.10;0.08;-0.01;1.17;7.38;0.98;0.36;8.52;Matches;4e7d66f8
525;Coke;es ESP;DF;Levante;es La Liga;30;1987;15.4;35.3;48.6;72.6;552.1;258.7;19.9;22.9;86.9;11.8;16.3;72.1;2.86;6.23;45.8;0.00;0.03;0.04;-0.03;0.71;2.79;0.97;0.32;4.35;Matches;6d8f8441
526;Coke;es ESP;MF;Schalke 04;de Bundesliga;30;1987;0.0;2;2;100.0;30;10;1;1;100.0;1;1;100.0;0;0;;0;0.0;0.0;0.0;0;0;1;0;1;Matches;6d8f8441
527;Emre Çolak;tr TUR;MF;La Coruña;es La Liga;26;1991;16.1;42.4;54.7;77.5;729.3;240.6;22.2;25.3;87.7;13.0;15.9;81.6;5.65;9.94;56.9;0.06;0.25;0.25;-0.19;2.36;6.77;2.05;0.37;8.94;Matches;643b39a6
528;Séamus Coleman;ie IRL;DF;Everton;eng Premier League;28;1988;11.5;32.1;44.9;71.5;473.8;199.7;18.9;21.9;86.1;10.5;15.5;68.0;1.57;4.78;32.7;0.09;0.06;0.04;0.03;0.61;2.61;0.61;0.09;3.83;Matches;0420d84f
529;James Collins;wls WAL;DF;West Ham;eng Premier League;33;1983;11.7;24.2;33.2;72.8;538.8;237.1;6.32;7.01;90.2;12.6;15.8;80.0;5.21;10.1;51.7;0.00;0.02;0.02;-0.02;0.17;1.71;0.17;0.00;2.05;Matches;c61f1719
530;Racine Coly;sn SEN;DF;Nice;fr Ligue 1;21;1995;6.9;54.2;63.0;86.0;798.7;225.8;31.6;33.6;94.0;19.3;22.3;86.4;2.17;4.35;50.0;0.00;0.01;0.04;-0.01;0.14;4.78;0.29;0.14;5.80;Matches;166a981d
531;Kingsley Coman;fr FRA;FWMF;Bayern Munich;de Bundesliga;21;1996;12.8;38.0;47.8;79.4;655.5;113.9;17.3;19.8;87.7;17.7;21.9;81.1;2.42;4.53;53.4;0.23;0.28;0.35;-0.05;1.72;2.03;1.72;0.47;4.69;Matches;042e8a49
532;Marvin Compper;de GER;DF;RB Leipzig;de Bundesliga;32;1985;1.0;55.0;58.0;94.8;1084.0;435.0;18.0;18.0;100.0;33.0;34.0;97.1;4.00;6.00;66.7;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;3.00;Matches;3e99c613
533;Alois Confais;fr FRA;MFDF;Troyes;fr Ligue 1;20;1996;6.8;32.6;41.0;79.6;577.1;149.3;14.4;17.6;81.7;12.9;15.1;85.4;4.26;6.18;69.0;0.00;0.00;0.03;0.00;0.29;3.53;0.59;0.44;3.97;Matches;535b0343
534;Daniel Congré;fr FRA;DF;Montpellier;fr Ligue 1;32;1985;29.3;36.1;43.6;82.9;675.0;270.0;14.9;16.7;89.3;16.7;19.4;86.4;4.13;6.48;63.7;0.00;0.01;0.01;-0.01;0.20;2.70;0.10;0.07;4.13;Matches;3f5b4635
535;Andrea Consigli;it ITA;GK;Sassuolo;it Serie A;30;1987;36.8;20.7;30.3;68.3;727.6;560.8;1.66;1.66;100.0;7.61;7.69;98.9;11.4;20.8;54.9;0.00;0.00;0.00;0.00;0.03;0.41;0.00;0.00;0.00;Matches;8cabdc1e
536;Diego Contento;de GER;DFMF;Bordeaux;fr Ligue 1;27;1990;1.2;20.8;26.7;78.1;331.7;145.0;13.3;14.2;94.1;5.00;7.50;66.7;2.50;4.17;60.0;0.83;0.33;0.17;0.50;0.83;0.83;0.00;0.00;0.83;Matches;15a21c79
537;Andrea Conti;it ITA;DF;Milan;it Serie A;23;1994;1.7;55.3;62.4;88.7;936.5;372.9;25.3;27.1;93.5;27.6;31.2;88.7;2.35;2.94;80.0;0.00;0.06;0.12;-0.06;0.59;7.06;0.59;0.59;10.6;Matches;8fef5412
538;Lewis Cook;eng ENG;MF;Bournemouth;eng Premier League;20;1997;24.9;39.7;50.7;78.3;769.2;262.3;15.8;19.5;81.1;17.2;19.8;86.6;5.90;9.20;64.2;0.08;0.06;0.09;0.02;1.12;7.07;1.08;0.20;6.95;Matches;2afc7272
539;Steve Cook;eng ENG;DF;Bournemouth;eng Premier League;26;1991;30.7;33.5;45.6;73.5;733.9;320.0;8.01;10.2;78.6;19.9;24.2;82.2;5.31;10.3;51.7;0.03;0.03;0.02;0.00;0.16;2.12;0.13;0.00;2.70;Matches;3e5e4e63
540;Duje ?op;hr CRO;FWMF;Cagliari;it Serie A;27;1990;1.1;10.0;19.1;52.4;150.9;57.3;6.36;11.8;53.8;3.64;5.45;66.7;0.00;0.91;0.0;0.00;0.00;0.00;0.00;0.00;1.82;0.00;0.00;3.64;Matches;8b0b02c9
541;Francis Coquelin;fr FRA;MFDF;Arsenal;eng Premier League;26;1991;1.9;41.6;50.5;82.3;686.3;213.2;21.6;24.7;87.2;12.6;15.3;82.8;5.79;7.37;78.6;0.00;0.32;0.00;-0.32;0.53;4.21;0.53;0.00;5.79;Matches;a6951bf8
542;Francis Coquelin;fr FRA;MFDF;Valencia;es La Liga;26;1991;7.3;35.1;42.5;82.6;605.9;192.5;17.3;19.2;90.0;12.5;14.9;83.5;3.97;5.62;70.7;0.00;0.01;0.01;-0.01;0.27;4.52;0.14;0.00;3.84;Matches;a6951bf8
543;Sébastien Corchia;fr FRA;DF;Sevilla;es La Liga;26;1990;9.1;33.5;43.6;76.8;488.0;196.6;21.0;23.3;90.1;10.0;14.7;67.9;1.65;3.96;41.7;0.11;0.05;0.07;0.05;0.55;1.98;0.66;0.55;2.75;Matches;0e7ccfc4
544;Alex Cordaz;it ITA;GK;Crotone;it Serie A;34;1983;38.0;14.6;31.2;46.7;614.4;546.8;1.08;1.11;97.6;3.97;4.16;95.6;9.47;25.7;36.8;0.00;0.01;0.01;-0.01;0.05;1.34;0.03;0.00;0.03;Matches;e66ebabb
545;Iñigo Córdoba;es ESP;FW;Athletic Club;es La Liga;20;1997;16.2;21.5;33.3;64.4;340.1;98.2;11.8;15.1;78.0;6.85;10.0;68.5;2.04;4.63;44.0;0.06;0.12;0.12;-0.06;0.99;2.28;1.36;0.56;4.01;Matches;49ea92be
546;Jhon Córdoba;co COL;FW;Köln;de Bundesliga;24;1993;10.6;13.8;20.6;67.0;200.4;32.2;7.17;10.5;68.5;4.53;5.94;76.2;1.04;1.51;68.8;0.19;0.10;0.16;0.08;0.66;0.75;0.57;0.19;1.51;Matches;9f381d8b
547;Sergio Córdova;ve VEN;FWMF;Augsburg;de Bundesliga;19;1997;6.5;17.5;23.8;73.5;215.7;46.9;9.08;11.5;78.7;5.23;6.31;82.9;0.46;1.54;30.0;0.15;0.11;0.09;0.05;1.23;1.38;0.62;0.15;1.69;Matches;229cd98a
548;Jérémy Cordoval;gp GLP;DF;Troyes;fr Ligue 1;27;1990;10.2;33.0;42.4;78.0;476.3;227.8;19.5;22.6;86.1;10.1;12.5;81.1;1.76;4.02;43.9;0.10;0.05;0.06;0.05;0.29;2.06;0.49;0.29;3.24;Matches;7d45b97a
549;Benjamin Corgnet;fr FRA;MFFW;Strasbourg;fr Ligue 1;30;1987;15.3;24.7;38.0;64.9;366.0;97.8;14.1;18.5;76.3;6.67;10.7;62.6;2.22;4.71;47.2;0.13;0.12;0.14;0.01;1.18;2.35;0.92;0.20;3.40;Matches;cfd8dde3
550;Jack Cork;eng ENG;MF;Burnley;eng Premier League;28;1989;38.0;33.7;42.3;79.7;575.9;146.9;15.3;17.9;85.7;13.1;15.7;83.6;3.58;5.47;65.4;0.03;0.03;0.03;-0.00;0.50;3.34;0.29;0.03;4.34;Matches;74e12f1e
551;Andreas Cornelius;dk DEN;FW;Atalanta;it Serie A;24;1993;10.4;19.7;30.5;64.7;275.3;38.5;11.6;15.4;75.6;5.87;9.13;64.2;1.06;2.12;50.0;0.10;0.20;0.13;-0.11;2.12;1.44;0.48;0.00;2.21;Matches;c693347d
552;Maxwel Cornet;ci CIV;FW;Lyon;fr Ligue 1;20;1996;14.1;28.2;37.6;74.9;384.1;86.0;17.7;20.9;85.0;7.09;9.29;76.3;1.42;2.91;48.8;0.43;0.17;0.13;0.26;1.84;1.28;0.99;0.35;2.48;Matches;beb391dd
553;Quentin Cornette;fr FRA;FWMF;Amiens;fr Ligue 1;23;1994;5.0;19.4;27.8;69.8;242.4;94.0;11.0;13.0;84.6;5.20;7.20;72.2;0.80;2.80;28.6;0.40;0.18;0.10;0.22;1.20;3.20;0.40;0.00;4.00;Matches;5d42d487
554;Ángel Correa;ar ARG;MFFW;Atlético Madrid;es La Liga;22;1995;25.0;25.3;35.6;71.0;323.7;88.2;16.4;20.0;82.4;5.92;8.48;69.8;1.08;2.52;42.9;0.16;0.11;0.10;0.05;1.16;1.76;1.04;0.16;3.40;Matches;01eb744d
555;Joaquín Correa;ar ARG;FW;Sevilla;es La Liga;22;1994;13.3;29.8;36.5;81.7;439.8;110.5;17.6;20.0;88.0;8.42;10.2;82.4;2.11;2.41;87.5;0.08;0.15;0.11;-0.08;1.73;1.80;1.43;0.00;3.76;Matches;45b9b619
556;Andrea Cossu;it ITA;MFFW;Cagliari;it Serie A;37;1980;2.7;27.8;45.9;60.5;504.4;131.9;13.0;15.9;81.4;10.0;14.4;69.2;4.07;12.2;33.3;0.37;0.11;0.11;0.26;1.48;1.48;0.74;0.37;2.59;Matches;70fd593e
557;Andrea Costa;it ITA;DF;Benevento;it Serie A;31;1986;15.3;35.2;45.9;76.8;648.8;310.9;15.2;17.0;89.6;15.2;18.8;81.2;3.99;8.56;46.6;0.00;0.01;0.03;-0.01;0.13;2.42;0.39;0.20;3.33;Matches;f5e9a8bd
558;Danny da Costa;de GER;DFFW;Eint Frankfurt;de Bundesliga;24;1993;13.4;36.8;51.3;71.7;621.6;257.3;17.7;20.7;85.3;15.1;20.4;73.7;3.06;6.87;44.6;0.15;0.11;0.10;0.04;0.97;2.69;1.04;0.30;4.40;Matches;5ddb8f9f
559;Diego Costa;es ESP;FW;Atlético Madrid;es La Liga;28;1988;11.6;20.4;27.2;75.0;242.2;36.4;13.5;16.6;81.3;3.79;4.74;80.0;0.69;1.12;61.5;0.26;0.21;0.11;0.05;1.12;0.95;0.78;0.09;1.38;Matches;a190d597
560;Douglas Costa;br BRA;FWMF;Juventus;it Serie A;26;1990;19.9;41.6;52.6;79.1;714.6;146.3;19.5;22.0;88.8;14.3;17.7;80.7;5.38;7.84;68.6;0.30;0.38;0.31;-0.08;3.02;2.81;2.41;0.90;4.22;Matches;4fa7cb9b
561;Filippo Costa;it ITA;DF;SPAL;it Serie A;22;1995;16.4;30.9;46.8;66.0;587.3;236.1;12.2;14.5;84.4;13.7;19.2;71.1;4.27;10.2;41.9;0.06;0.06;0.06;0.00;0.85;2.07;1.10;0.61;2.80;Matches;528660
562;Jaume Costa;es ESP;DF;Villarreal;es La Liga;29;1988;28.2;44.8;56.1;79.7;725.7;287.1;23.9;26.4;90.3;16.9;21.1;79.9;3.44;6.56;52.4;0.00;0.06;0.08;-0.06;1.10;4.08;1.10;0.35;4.57;Matches;808d48f3
563;Angelo da Costa Júnior;br BRA;GK;Bologna;it Serie A;33;1983;4.0;30.0;41.5;72.3;928.3;733.5;4.25;4.25;100.0;13.0;13.0;100.0;12.8;24.0;53.1;0.00;0.00;0.00;0.00;0.00;1.00;0.25;0.00;0.50;Matches;18736214
564;Nuno da Costa;cv CPV;FWMF;Strasbourg;fr Ligue 1;26;1991;19.2;12.0;19.6;61.3;169.2;48.2;6.67;9.58;69.6;3.02;5.16;58.6;0.99;2.08;47.5;0.10;0.03;0.08;0.07;0.68;1.35;0.52;0.21;1.56;Matches;909222de
565;Benoît Costil;fr FRA;GK;Bordeaux;fr Ligue 1;30;1987;36.0;21.1;32.6;64.8;715.4;557.2;1.56;1.56;100.0;9.89;10.0;98.9;9.67;20.9;46.2;0.00;0.00;0.00;-0.00;0.06;0.39;0.03;0.00;0.00;Matches;2434f24a
566;Kalifa Coulibaly;ml MLI;FW;Nantes;fr Ligue 1;25;1991;3.8;13.9;24.2;57.6;182.6;65.8;6.84;10.5;65.0;2.89;7.11;40.7;1.32;2.63;50.0;0.00;0.18;0.21;-0.18;1.32;1.32;1.58;0.53;2.89;Matches;9980269a
567;Lassana Coulibaly;ml MLI;MF;Angers;fr Ligue 1;21;1996;9.3;26.8;33.5;79.8;372.2;121.8;16.5;18.9;86.9;7.85;9.25;84.9;0.86;1.94;44.4;0.22;0.13;0.05;0.09;1.08;1.83;0.97;0.22;4.09;Matches;85a44ecc
568;Thibaut Courtois;be BEL;GK;Chelsea;eng Premier League;25;1992;35.0;25.8;34.3;75.1;738.0;497.8;3.00;3.03;99.1;14.7;14.8;99.0;7.97;16.1;49.5;0.00;0.00;0.00;0.00;0.00;0.40;0.00;0.00;0.00;Matches;1840e36d
569;Philippe Coutinho;br BRA;MFFW;Liverpool;eng Premier League;25;1992;12.3;46.0;61.6;74.7;829.9;299.6;20.0;23.3;85.7;18.8;23.4;80.2;5.93;10.9;54.5;0.49;0.38;0.38;0.11;3.25;8.05;3.58;0.57;11.8;Matches;0ef89a37
570;Philippe Coutinho;br BRA;MFFW;Barcelona;es La Liga;25;1992;14.4;50.6;60.9;83.0;693.5;171.0;29.8;32.6;91.3;13.3;15.6;85.7;3.06;5.76;53.0;0.35;0.29;0.35;0.06;2.01;4.31;2.01;0.14;6.88;Matches;0ef89a37
571;Nicolas Cozza;fr FRA;DFMF;Montpellier;fr Ligue 1;18;1999;6.4;36.6;50.5;72.4;616.7;281.9;15.9;19.5;81.6;18.0;22.0;81.6;1.72;5.31;32.4;0.16;0.02;0.03;0.14;0.47;4.53;0.47;0.16;5.63;Matches;8f325097
572;Alessio Cragno;it ITA;GK;Cagliari;it Serie A;23;1994;28.2;18.3;28.6;63.9;672.1;591.6;2.13;2.13;100.0;6.06;6.35;95.5;10.0;19.8;50.6;0.00;0.00;0.00;0.00;0.00;0.53;0.00;0.00;0.00;Matches;f554e29b
573;Martin Cranie;eng ENG;DF;Huddersfield;eng Premier League;30;1986;2.0;36.0;45.5;79.1;780.5;268.0;8.00;9.50;84.2;22.5;25.5;88.2;5.50;10.0;55.0;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;0.50;Matches;9e53837d
574;Michele Cremonesi;it ITA;DF;SPAL;it Serie A;29;1988;4.3;29.1;34.2;85.0;498.4;200.7;12.3;13.0;94.6;14.0;15.3;90.9;2.09;3.49;60.0;0.00;0.00;0.00;0.00;0.00;1.86;0.00;0.00;3.02;Matches;53636fce
575;Aaron Cresswell;eng ENG;DF;West Ham;eng Premier League;27;1989;34.1;35.3;50.5;69.9;660.4;274.0;15.6;17.4;89.5;14.3;18.8;76.0;4.78;12.0;40.0;0.09;0.09;0.07;-0.01;1.00;3.96;0.62;0.29;3.75;Matches;4f974391
576;Lorenzo Crisetig;it ITA;MF;Bologna;it Serie A;24;1993;6.2;50.5;58.1;86.9;849.5;275.2;25.2;27.6;91.2;18.4;21.0;87.7;4.84;6.61;73.2;0.00;0.00;0.02;0.00;0.16;6.29;0.16;0.00;5.97;Matches;f54dfca8
577;Bryan Cristante;it ITA;MF;Atalanta;it Serie A;22;1995;31.4;39.3;51.7;76.0;622.3;199.4;19.7;23.9;82.6;15.6;19.6;80.0;2.45;4.59;53.5;0.06;0.16;0.14;-0.09;1.50;5.25;1.27;0.03;6.75;Matches;16657b95
578;Sebastián Cristóforo;uy URU;MF;Fiorentina;it Serie A;23;1993;3.0;52.0;64.3;80.8;776.0;229.0;29.0;33.7;86.1;18.3;21.0;87.3;2.00;4.33;46.2;0.00;0.13;0.10;-0.13;0.67;3.67;0.67;0.00;6.00;Matches;3c05c659
579;Enzo Crivelli;fr FRA;FW;Angers;fr Ligue 1;22;1995;11.4;14.3;22.9;62.5;174.0;31.5;10.4;14.5;71.5;2.63;4.74;55.6;0.35;0.70;50.0;0.09;0.06;0.04;0.03;1.05;0.79;0.44;0.09;1.67;Matches;06f33dc8
580;Enzo Crivelli;fr FRA;FW;Caen;fr Ligue 1;22;1995;8.1;10.4;17.9;57.9;128.4;17.2;5.43;9.01;60.3;3.09;4.44;69.4;0.12;0.62;20.0;0.00;0.02;0.04;-0.02;0.49;0.49;0.12;0.00;0.74;Matches;06f33dc8
581;Giovanni Crociata;it ITA;MFFW;Crotone;it Serie A;19;1997;3.2;20.3;29.7;68.4;310.9;67.2;10.0;13.8;72.7;9.06;11.3;80.6;0.63;2.50;25.0;0.00;0.06;0.03;-0.06;1.25;1.88;0.63;0.00;2.81;Matches;8c964914
582;Luca Crosta;it ITA;GK;Cagliari;it Serie A;19;1998;1.0;12.0;23.0;52.2;351.0;253.0;1.00;1.00;100.0;5.00;6.00;83.3;6.00;15.0;40.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;a4ec7d09
583;Peter Crouch;eng ENG;FW;Stoke City;eng Premier League;36;1981;17.4;21.6;37.0;58.3;256.5;63.3;16.2;25.7;63.1;3.91;7.01;55.7;0.52;0.92;56.3;0.11;0.16;0.11;-0.05;1.21;2.30;0.40;0.00;2.36;Matches;73d9bdc7
584;Juan Cruz;es ESP;FW;Málaga;es La Liga;17;2000;0.1;30.0;30.0;100.0;250.0;90.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;cc2dd8a5
