;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
335;Hicham Boudaoui;dz ALG;MF;Nice;fr Ligue 1;20;1999;19.3;35.9;44.2;81.1;534.5;124.1;20.4;23.1;88.5;12.1;14.1;86.0;1.97;3.21;61.3;0.10;0.10;0.05;0.01;0.41;2.38;0.47;0.10;3.32;Matches;f9d5908e
336;Ryad Boudebouz;dz ALG;MFFW;Saint-Étienne;fr Ligue 1;30;1990;7.2;47.8;64.9;73.7;865.3;258.9;22.2;25.7;86.5;16.7;21.4;77.9;6.94;12.4;56.2;0.14;0.39;0.28;-0.25;3.06;4.44;1.67;0.69;6.81;Matches;1001ae82
337;Sofiane Boufal;ma MAR;FWMF;Angers;fr Ligue 1;26;1993;8.1;25.4;35.4;71.8;376.0;100.1;14.8;16.9;87.6;8.27;10.6;77.9;1.48;3.83;38.7;0.00;0.01;0.04;-0.01;0.37;2.96;0.74;0.00;4.20;Matches;b0c71810
338;Nassim Boujellab;ma MAR;MFFW;Schalke 04;de Bundesliga;21;1999;6.7;17.9;26.4;67.8;236.0;65.5;10.3;13.1;78.4;5.37;6.87;78.3;0.60;1.49;40.0;0.00;0.03;0.07;-0.03;0.45;2.09;0.45;0.00;3.28;Matches;541127d5
339;Farid Boulaya;dz ALG;MFFW;Metz;fr Ligue 1;27;1993;31.3;34.5;50.5;68.3;668.5;216.2;14.3;16.9;84.7;12.9;17.3;74.5;5.94;12.0;49.3;0.26;0.27;0.22;-0.02;2.43;5.34;1.60;0.29;6.93;Matches;a0791826
340;Yassine Bounou;ma MAR;GK;Sevilla;es La Liga;29;1991;33.0;26.1;33.2;78.6;731.1;430.7;3.70;3.73;99.2;13.7;13.8;99.1;8.73;15.6;56.0;0.00;0.00;0.00;0.00;0.03;0.18;0.00;0.00;0.00;Matches;f6798fc3
341;Ismaëlben Boura;fr FRA;DF;Lens;fr Ligue 1;19;2000;9.1;40.9;53.2;76.9;666.8;205.2;21.1;23.6;89.3;15.5;20.1;77.0;3.08;6.04;50.9;0.00;0.08;0.14;-0.08;0.77;1.54;1.21;0.77;3.74;Matches;62e02107
342;Mehdi Bourabia;ma MAR;MF;Sassuolo;it Serie A;28;1991;5.9;51.2;61.5;83.2;738.3;161.2;30.5;33.4;91.4;16.1;20.0;80.5;2.71;4.24;64.0;0.00;0.02;0.03;-0.02;0.34;4.58;0.34;0.00;2.20;Matches;0d077b88
343;Benjamin Bourigeaud;fr FRA;MFFW;Rennes;fr Ligue 1;26;1994;28.4;50.8;67.2;75.6;934.9;253.2;23.5;26.4;89.1;18.3;22.6;80.7;7.75;14.0;55.1;0.18;0.20;0.25;-0.02;2.08;5.00;1.44;0.32;6.76;Matches;20e73fac
344;Edoardo Bove;it ITA;MF;Roma;it Serie A;18;2002;0.1;110.0;110.0;100.0;1680.0;510.0;70.0;70.0;100.0;30.0;30.0;100.0;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;ae94a6c5
345;Jarrod Bowen;eng ENG;FWMF;West Ham;eng Premier League;23;1996;28.5;17.3;26.4;65.6;297.9;65.8;8.32;10.6;78.7;5.68;7.93;71.7;2.21;4.49;49.2;0.18;0.18;0.14;0.00;1.02;0.77;0.74;0.21;1.54;Matches;79c84d1c
346;Dedryck Boyata;be BEL;DF;Hertha BSC;de Bundesliga;29;1990;17.2;53.7;60.3;88.9;1212.2;291.3;10.3;11.4;90.8;34.6;36.9;93.8;8.72;11.3;76.9;0.00;0.05;0.05;-0.05;0.29;1.92;0.23;0.00;2.56;Matches;7c473e12
347;John Boye;gh GHA;DF;Metz;fr Ligue 1;33;1987;33.8;30.6;37.0;82.7;610.7;226.0;9.97;11.2;88.7;16.1;17.9;89.6;4.17;6.98;59.7;0.06;0.01;0.00;0.05;0.21;0.74;0.00;0.00;1.12;Matches;861227d2
348;Lucas Boyé;ar ARG;FW;Elche;es La Liga;24;1996;29.9;16.4;21.6;76.1;229.3;40.1;9.83;11.8;83.1;4.31;5.48;78.7;1.00;1.30;76.9;0.07;0.04;0.02;0.03;0.47;1.14;0.23;0.03;1.81;Matches;d49f3e6b
349;Can Bozdogan;de GER;MFFW;Schalke 04;de Bundesliga;19;2001;7.2;21.7;29.9;72.6;333.9;80.6;10.8;13.1;83.0;8.75;11.0;79.7;0.97;2.92;33.3;0.28;0.10;0.04;0.18;0.69;1.39;0.42;0.14;2.22;Matches;b797f558
350;Umut Bozok;tr TUR;MFFW;Lorient;fr Ligue 1;23;1996;0.7;24.3;38.6;63.0;360.0;74.3;10.0;14.3;70.0;10.0;14.3;70.0;1.43;2.86;50.0;0.00;0.00;0.14;0.00;0.00;1.43;1.43;0.00;4.29;Matches;6e2c94ad
351;Jayden Braaf;nl NED;FW;Udinese;it Serie A;17;2002;1.3;15.4;21.5;71.4;200.8;34.6;10.0;11.5;86.7;4.62;6.15;75.0;0.00;0.00;;0.00;0.08;0.00;-0.08;1.54;0.77;0.77;0.00;1.54;Matches;c609e90e
352;Domagoj Bradari?;hr CRO;DF;Lille;fr Ligue 1;20;1999;14.0;51.6;65.1;79.3;742.5;196.2;30.6;33.2;92.0;15.8;20.6;76.7;3.07;6.79;45.3;0.14;0.06;0.06;0.08;0.79;3.14;0.71;0.36;3.14;Matches;8bbe2df5
353;Robbie Brady;ie IRL;MF;Burnley;eng Premier League;28;1992;11.7;22.0;34.4;63.8;356.6;109.7;12.9;15.6;83.0;5.81;9.32;62.4;2.56;6.32;40.5;0.09;0.08;0.05;0.01;0.60;1.97;0.51;0.34;2.22;Matches;96bb8cc2
354;Martin Braithwaite;dk DEN;FW;Barcelona;es La Liga;29;1991;13.1;17.4;21.5;80.9;202.7;21.0;12.1;13.4;90.3;2.37;3.89;60.8;0.76;0.99;76.9;0.15;0.18;0.14;-0.02;0.92;0.31;0.38;0.00;1.15;Matches;fd771f95
355;Julian Brandt;de GER;FWMF;Dortmund;de Bundesliga;24;1996;16.6;46.7;56.1;83.4;726.9;167.2;24.8;28.7;86.2;14.9;16.9;88.3;4.28;5.24;81.6;0.12;0.14;0.15;-0.02;1.87;3.73;1.81;0.24;6.14;Matches;a167537f
356;Darko Brašanac;rs SRB;MF;Osasuna;es La Liga;28;1992;10.1;21.3;30.7;69.4;298.8;75.3;12.0;14.8;81.2;7.33;10.2;71.8;0.59;1.49;40.0;0.00;0.01;0.04;-0.01;0.50;2.28;0.69;0.20;3.96;Matches;4accb7e0
357;Lilian Brassier;fr FRA;DF;Brest;fr Ligue 1;20;1999;10.7;53.2;64.7;82.2;1071.0;400.2;18.2;19.8;92.0;26.4;28.7;92.2;7.66;14.5;52.9;0.09;0.09;0.08;0.00;0.47;5.33;0.56;0.09;4.77;Matches;5b146df3
358;Álvaro Bravo;es ESP;MF;Granada;es La Liga;22;1998;0.2;40.0;45.0;88.9;520.0;130.0;25.0;30.0;83.3;15.0;15.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;5.00;Matches;b3f97139
359;Claudio Bravo;cl CHI;GK;Betis;es La Liga;37;1983;20.0;21.1;32.4;65.1;632.1;464.7;3.90;3.90;100.0;8.75;8.85;98.9;8.10;19.3;42.1;0.00;0.01;0.00;-0.01;0.15;0.65;0.00;0.00;0.05;Matches;10072610
360;Fabian Bredlow;de GER;GK;Stuttgart;de Bundesliga;25;1995;1.0;31.0;39.0;79.5;633.0;412.0;12.0;12.0;100.0;12.0;12.0;100.0;6.00;14.0;42.9;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;d28339cb
361;Josip Brekalo;hr CRO;FW;Wolfsburg;de Bundesliga;22;1998;20.2;32.1;43.2;74.3;559.4;123.6;14.1;17.2;81.6;13.6;17.0;79.9;3.37;5.89;57.1;0.15;0.19;0.17;-0.04;1.88;2.67;1.29;0.35;4.06;Matches;d4a2533d
362;Gleison Bremer;br BRA;DF;Torino;it Serie A;23;1997;32.6;42.1;51.0;82.4;810.0;297.8;14.7;16.1;91.2;21.9;24.6;89.3;4.60;8.47;54.3;0.00;0.01;0.01;-0.01;0.25;2.30;0.06;0.00;2.48;Matches;5fd5ed86
363;Joshua Brenet;nl NED;DF;Hoffenheim;de Bundesliga;26;1994;0.0;0;2;0.0;0;0;0;1;0.0;0;0;;0;1;0.0;0;0.0;0.0;0.0;0;0;0;0;0;Matches;2b5527c4
364;Rhian Brewster;eng ENG;FWMF;Sheffield Utd;eng Premier League;20;2000;12.5;12.6;18.0;69.8;178.5;44.5;7.84;10.0;78.4;2.96;4.32;68.5;0.96;1.76;54.5;0.00;0.13;0.05;-0.13;0.88;1.20;0.32;0.24;1.60;Matches;30e81a88
365;Anthony Briançon;fr FRA;DF;Nîmes;fr Ligue 1;25;1994;13.6;53.1;62.5;84.9;1207.4;438.9;13.6;15.1;90.2;28.0;31.2;89.9;11.2;15.3;73.1;0.00;0.01;0.02;-0.01;0.29;3.75;0.37;0.07;4.19;Matches;16324e1d
366;Jimmy Briand;fr FRA;FW;Bordeaux;fr Ligue 1;34;1985;6.3;19.7;26.0;75.6;245.7;31.6;12.4;15.6;79.6;5.24;6.83;76.7;0.48;0.95;50.0;0.32;0.03;0.02;0.29;0.32;1.27;0.00;0.00;1.11;Matches;f83c8d6c
367;Yan Brice Eteki;cm CMR;MF;Granada;es La Liga;22;1997;14.7;18.6;24.3;76.8;295.8;67.6;8.84;10.2;86.7;8.03;9.93;80.8;1.16;2.31;50.0;0.00;0.01;0.01;-0.01;0.27;1.50;0.14;0.00;1.63;Matches;3d688b46
368;Nathan Broadhead;wls WAL;FW;Everton;eng Premier League;22;1998;0.0;2;2;100.0;14;2;1;1;100.0;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;43309491
369;Dylan Bronn;tn TUN;DF;Metz;fr Ligue 1;25;1995;37.9;39.5;47.7;82.9;792.3;306.6;12.8;13.9;92.6;21.3;23.1;92.1;4.93;9.34;52.8;0.00;0.01;0.01;-0.01;0.18;2.77;0.11;0.03;3.14;Matches;edd81e2a
370;John Brooks;us USA;DF;Wolfsburg;de Bundesliga;27;1993;30.8;52.3;63.1;83.0;1143.6;407.0;11.0;13.1;83.9;33.5;36.8;91.1;7.47;11.9;62.7;0.00;0.01;0.02;-0.01;0.19;3.64;0.13;0.00;4.68;Matches;e27da244
371;Daniel Brosinski;de GER;DFFW;Mainz 05;de Bundesliga;32;1988;15.9;33.4;54.0;61.8;605.0;305.5;14.7;17.9;82.1;13.4;21.3;63.0;4.28;11.9;36.0;0.06;0.18;0.16;-0.12;1.70;3.08;1.26;0.63;4.03;Matches;a7813ac4
372;Josh Brownhill;eng ENG;MF;Burnley;eng Premier League;24;1995;31.3;29.6;38.3;77.4;410.5;99.6;17.9;20.6;87.1;8.05;10.5;76.4;1.82;3.61;50.4;0.03;0.02;0.04;0.01;0.58;2.04;0.51;0.06;2.65;Matches;47369df8
373;Marcelo Brozovi?;hr CRO;MF;Inter;it Serie A;27;1992;28.7;70.1;80.0;87.6;1302.6;393.3;27.9;30.1;92.7;32.3;35.4;91.3;8.68;11.7;73.9;0.21;0.15;0.15;0.06;1.57;8.47;1.50;0.38;8.36;Matches;33b8d077
374;Gastón Brugman;uy URU;MF;Parma;it Serie A;27;1992;18.0;51.4;61.1;84.2;1044.9;313.9;18.0;20.0;90.0;24.2;27.3;88.6;8.67;11.8;73.2;0.06;0.14;0.13;-0.08;1.44;5.00;0.61;0.06;6.17;Matches;e947ee4a
375;Juan Brunet;ar ARG;MF;Granada;es La Liga;22;1998;0.3;23.3;26.7;87.5;210.0;106.7;23.3;23.3;100.0;0.00;3.33;0.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;3.33;Matches;c960cfdb
376;Juan Brunetta;ar ARG;FWMF;Parma;it Serie A;23;1997;5.3;28.9;36.0;80.1;547.2;108.1;12.8;14.5;88.3;11.5;13.4;85.9;3.96;5.66;70.0;0.38;0.17;0.11;0.21;1.51;2.45;0.38;0.00;3.77;Matches;d60099bc
377;Cédric Brunner;ch SUI;DF;Arminia;de Bundesliga;26;1994;29.5;34.6;49.3;70.2;636.3;250.8;15.2;17.7;86.0;14.6;19.4;75.3;4.17;10.0;41.7;0.03;0.04;0.07;-0.01;0.54;2.47;0.85;0.54;2.95;Matches;f0a37d36
378;Jacob Bruun Larsen;dk DEN;MFFW;Hoffenheim;de Bundesliga;21;1998;1.0;15.0;20.0;75.0;202.0;3.00;7.00;9.00;77.8;5.00;7.00;71.4;1.00;1.00;100.0;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;Matches;4e204552
379;Bryan;es ESP;FW;Sevilla;es La Liga;19;2001;0.1;50.0;70.0;71.4;590.0;10.0;30.0;40.0;75.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;7b5ab7f2
380;Bryan;es ESP;MFFW;Eibar;es La Liga;19;2001;25.2;27.1;40.0;67.7;392.2;123.0;16.5;19.2;85.7;7.58;11.1;68.2;1.79;5.63;31.7;0.12;0.20;0.18;-0.08;1.94;1.27;1.90;0.71;3.13;Matches;7b5ab7f2
381;Joe Bryan;eng ENG;DFMF;Fulham;eng Premier League;26;1993;7.4;40.3;58.1;69.3;633.0;269.7;21.6;25.4;85.1;15.1;19.9;76.2;2.43;8.38;29.0;0.00;0.04;0.05;-0.04;0.68;3.65;0.68;0.41;4.19;Matches;af69e7f0
382;Kean Bryan;eng ENG;DF;Sheffield Utd;eng Premier League;23;1996;11.2;29.7;43.4;68.5;526.9;236.8;13.5;16.0;84.4;12.5;16.3;76.5;2.86;8.39;34.0;0.00;0.05;0.01;-0.05;0.36;2.14;0.27;0.18;1.96;Matches;c684d3c9
383;Lucas Buadés;fr FRA;MF;Nîmes;fr Ligue 1;22;1997;0.2;10.0;25.0;40.0;95.0;30.0;10.0;15.0;66.7;0.00;5.00;0.0;0.00;5.00;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;f9921b7f
384;Ante Budimir;hr CRO;FW;Osasuna;es La Liga;29;1991;18.1;13.1;22.0;59.6;158.1;32.0;8.95;13.2;67.8;2.93;4.64;63.1;0.22;0.66;33.3;0.00;0.04;0.05;-0.04;0.50;1.05;0.17;0.00;1.60;Matches;8f3565b3
385;Gianluigi Buffon;it ITA;GK;Juventus;it Serie A;42;1978;8.0;32.4;38.4;84.4;730.5;475.6;8.75;8.75;100.0;16.5;16.6;99.2;6.75;12.5;54.0;0.00;0.00;0.00;0.00;0.00;0.13;0.00;0.00;0.00;Matches;e40d028b
386;Marius Bülter;de GER;FWMF;Union Berlin;de Bundesliga;27;1993;10.9;17.3;29.1;59.6;279.1;70.3;8.07;11.8;68.2;6.15;8.81;69.8;1.74;3.39;51.4;0.00;0.08;0.07;-0.08;1.10;0.92;1.01;0.83;1.56;Matches;ab5b7dc1
387;Alessandro Buongiorno;it ITA;DF;Torino;it Serie A;21;1999;9.5;38.1;45.9;83.0;662.1;215.6;14.5;16.4;88.5;20.6;22.3;92.5;2.21;5.58;39.6;0.00;0.00;0.01;0.00;0.11;2.63;0.11;0.11;3.16;Matches;4ae67f27
388;Esteban Burgos;ar ARG;DF;Eibar;es La Liga;28;1992;12.3;33.9;45.4;74.7;830.8;251.5;7.56;9.43;80.2;15.8;19.7;80.2;10.2;15.0;68.5;0.08;0.07;0.02;0.02;0.16;1.79;0.00;0.00;2.03;Matches;40449bbd
389;Burgui;es ESP;MF;Alavés;es La Liga;26;1993;0.2;45.0;50.0;90.0;590.0;155.0;25.0;25.0;100.0;15.0;15.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;5.00;Matches;45e304c8
390;Jonathan Burkardt;de GER;FWMF;Mainz 05;de Bundesliga;20;2000;15.3;18.3;26.2;69.8;268.1;64.1;10.3;12.7;80.5;5.36;7.78;68.9;1.24;1.90;65.5;0.00;0.12;0.09;-0.12;0.92;1.50;0.52;0.07;2.16;Matches;05f99a4a
391;Nishan Burkart;ch SUI;MF;Freiburg;de Bundesliga;20;2000;0.2;25.0;35.0;71.4;295.0;110.0;20.0;25.0;80.0;5.00;5.00;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;Matches;c59b67ed
392;Oliver Burke;sct SCO;FW;Sheffield Utd;eng Premier League;23;1997;14.1;12.6;18.6;67.9;141.6;21.9;8.09;10.6;76.0;2.20;3.19;68.9;0.28;0.57;50.0;0.07;0.16;0.11;-0.09;1.06;0.35;0.71;0.00;1.35;Matches;f631c17f
393;Roman Bürki;ch SUI;GK;Dortmund;de Bundesliga;29;1990;18.5;27.8;34.1;81.6;694.4;470.9;5.24;5.24;100.0;15.0;15.1;99.3;7.51;13.6;55.2;0.00;0.00;0.00;0.00;0.00;0.22;0.05;0.00;0.05;Matches;9d12e142
394;Dan Burn;eng ENG;DF;Brighton;eng Premier League;28;1992;22.9;41.7;55.9;74.5;638.6;196.9;22.2;26.9;82.5;15.9;20.1;79.2;2.31;5.50;42.1;0.00;0.03;0.04;-0.03;0.44;3.28;0.61;0.31;3.80;Matches;b2d31e83
395;Patrick Burner;mq MTQ;DF;Nice;fr Ligue 1;24;1996;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;8746d5d0
396;Patrick Burner;mq MTQ;DF;Nîmes;fr Ligue 1;24;1996;14.6;35.8;46.8;76.4;555.8;222.3;19.0;21.6;88.0;13.6;16.8;80.9;2.33;6.30;37.0;0.00;0.03;0.03;-0.03;0.68;1.99;0.21;0.21;3.84;Matches;8746d5d0
397;Maxime Busi;be BEL;DF;Parma;it Serie A;20;1999;13.3;49.0;59.1;83.0;843.7;287.4;24.2;26.1;92.8;18.4;21.5;85.7;4.89;8.27;59.1;0.08;0.09;0.07;-0.02;0.53;4.21;1.05;0.60;4.96;Matches;7b082ec2
398;Sergio Busquets;es ESP;MF;Barcelona;es La Liga;32;1988;28.0;87.6;96.1;91.2;1359.8;419.6;43.8;46.4;94.4;33.0;35.6;92.9;5.75;7.32;78.5;0.18;0.11;0.15;0.06;1.07;10.3;1.07;0.00;9.07;Matches;5ab0ea87
399;Jack Butland;eng ENG;GK;Crystal Palace;eng Premier League;27;1993;1.0;6.00;22.0;27.3;215.0;178.0;1.00;1.00;100.0;2.00;2.00;100.0;3.00;18.0;16.7;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;Matches;cc70a1d5
400;David Button;eng ENG;GK;West Brom;eng Premier League;31;1989;1.0;18.0;37.0;48.6;693.0;571.0;2.00;2.00;100.0;5.00;5.00;100.0;11.0;30.0;36.7;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;Matches;e608ed4c
401;Oskar Buur;dk DEN;DF;Wolves;eng Premier League;22;1998;0.2;70.0;75.0;93.3;1020.0;200.0;25.0;25.0;100.0;40.0;40.0;100.0;0.00;5.00;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;aa6f2f2c
402;Marcin Bu?ka;pl POL;GK;Paris S-G;fr Ligue 1;20;1999;1.0;26.0;31.0;83.9;518.0;390.0;8.00;8.00;100.0;15.0;16.0;93.8;3.00;6.00;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;db87a2c4
403;Erick Cabaco;uy URU;DF;Getafe;es La Liga;25;1995;14.7;20.5;33.3;61.6;525.6;232.0;4.90;6.94;70.6;9.46;12.6;75.1;5.85;12.1;48.3;0.00;0.00;0.02;0.00;0.00;2.93;0.07;0.00;2.99;Matches;e7ab4179
404;Willy Caballero;ar ARG;GK;Chelsea;eng Premier League;38;1981;1.0;24.0;26.0;92.3;449.0;362.0;9.00;9.00;100.0;12.0;12.0;100.0;3.00;5.00;60.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;a179d516
405;Jimmy Cabot;fr FRA;FWMF;Angers;fr Ligue 1;26;1994;10.5;30.0;40.9;73.4;476.6;118.6;17.0;20.3;83.6;10.0;13.4;74.5;2.57;4.00;64.3;0.10;0.10;0.10;-0.01;1.05;2.57;1.52;0.29;4.00;Matches;46359159
406;Martín Cáceres;uy URU;DF;Fiorentina;it Serie A;33;1987;24.9;32.9;42.4;77.5;623.1;230.5;13.1;15.3;85.6;14.3;16.6;85.7;4.46;7.79;57.2;0.08;0.05;0.05;0.03;0.40;3.61;0.52;0.36;4.18;Matches;e94d79e3
407;Anthony Caci;fr FRA;DF;Strasbourg;fr Ligue 1;23;1997;31.1;47.1;61.8;76.2;905.3;361.4;20.1;23.0;87.4;19.0;23.4;81.3;7.07;12.3;57.4;0.06;0.08;0.09;-0.02;0.61;4.21;0.96;0.55;5.11;Matches;0118c54c
408;Mathieu Cafaro;fr FRA;MFFW;Reims;fr Ligue 1;23;1997;23.0;22.4;36.5;61.3;410.9;117.3;10.5;13.4;78.6;7.96;12.0;66.5;3.35;8.57;39.1;0.09;0.11;0.10;-0.03;1.04;2.35;1.09;0.43;3.00;Matches;2a657da0
409;Gary Cahill;eng ENG;DF;Crystal Palace;eng Premier League;34;1985;20.0;30.8;37.4;82.2;589.9;232.9;11.5;13.6;84.6;15.5;17.0;91.2;3.20;5.80;55.2;0.05;0.03;0.05;0.02;0.40;1.75;0.10;0.00;2.30;Matches;7914b9fe
410;Yannick Cahuzac;fr FRA;MF;Lens;fr Ligue 1;35;1985;25.0;29.2;35.4;82.5;475.0;119.4;13.9;16.0;87.0;12.7;14.8;86.2;1.80;2.92;61.6;0.00;0.02;0.04;-0.02;0.48;2.40;0.68;0.08;4.00;Matches;677ee102
411;Felipe Caicedo;ec ECU;FW;Lazio;it Serie A;31;1988;10.3;18.0;25.3;70.9;217.0;46.5;12.4;15.5;80.0;3.20;5.15;62.3;0.68;0.87;77.8;0.00;0.07;0.04;-0.07;1.17;1.84;0.19;0.00;1.75;Matches;93b891d1
412;Marc-Aurèle Caillard;fr FRA;GK;Metz;fr Ligue 1;26;1994;4.0;16.8;25.5;65.7;466.8;369.3;3.25;3.25;100.0;9.25;9.75;94.9;4.25;12.0;35.4;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;Matches;5ee6e943
413;Tom Cairney;sct SCO;MF;Fulham;eng Premier League;29;1991;8.4;66.7;75.2;88.6;1186.1;245.2;29.4;30.7;95.7;26.9;29.3;91.9;8.21;11.4;71.9;0.12;0.13;0.13;-0.01;2.02;6.07;1.19;0.71;8.57;Matches;a8748947
414;Cala;es ESP;DF;Cádiz;es La Liga;30;1989;25.2;20.8;29.8;69.7;491.9;194.2;5.00;6.27;79.7;10.8;13.6;79.5;4.76;9.17;51.9;0.00;0.01;0.00;-0.01;0.12;1.47;0.04;0.00;1.87;Matches;fe05804b
415;Arturo Calabresi;it ITA;DFFW;Bologna;it Serie A;24;1996;0.2;15.0;25.0;60.0;390.0;315.0;5.00;5.00;100.0;5.00;10.0;50.0;5.00;10.0;50.0;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;0.00;Matches;34bb6fbd
416;Arturo Calabresi;it ITA;DF;Cagliari;it Serie A;24;1996;0.2;75.0;100.0;75.0;1190.0;355.0;40.0;55.0;72.7;35.0;35.0;100.0;0.00;5.00;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.0;Matches;34bb6fbd
417;Davide Calabria;it ITA;DF;Milan;it Serie A;23;1996;29.4;47.1;61.0;77.2;822.2;318.8;22.6;24.7;91.5;19.0;23.8;79.8;4.80;9.49;50.5;0.03;0.05;0.08;-0.02;0.71;5.31;1.12;0.37;5.75;Matches;2146785a
418;Riccardo Calafiori;it ITA;DF;Roma;it Serie A;18;2002;0.7;50.0;64.3;77.8;824.3;270.0;24.3;30.0;81.0;21.4;25.7;83.3;4.29;4.29;100.0;0.00;0.00;0.00;0.00;0.00;1.43;0.00;0.00;1.43;Matches;aded8e6f
419;Mattia Caldara;it ITA;DF;Atalanta;it Serie A;26;1994;1.2;43.3;49.2;88.1;921.7;274.2;10.8;12.5;86.7;24.2;24.2;100.0;8.33;10.0;83.3;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;3.33;Matches;ac7e640b
420;Luca Caldirola;it ITA;DF;Benevento;it Serie A;29;1991;17.5;38.9;46.1;84.5;744.0;287.1;14.3;15.7;91.2;19.8;22.1;89.7;4.11;7.26;56.7;0.00;0.01;0.01;-0.01;0.23;2.63;0.23;0.06;2.74;Matches;226008f1
421;Duje ?aleta-Car;hr CRO;DF;Marseille;fr Ligue 1;23;1996;31.3;52.4;61.0;86.0;1008.3;389.5;20.1;21.8;92.5;26.6;28.7;92.8;5.37;9.68;55.4;0.03;0.03;0.04;0.00;0.22;2.91;0.13;0.00;2.62;Matches;94f8d10c
422;Hakan Çalhano?lu;tr TUR;MFFW;Milan;it Serie A;26;1994;29.0;42.8;55.7;76.8;728.4;232.0;22.2;25.2;88.1;13.0;16.2;80.3;5.86;10.7;54.7;0.31;0.31;0.29;-0.00;3.38;4.52;1.97;0.38;6.03;Matches;cd0fa27b
423;Kerim Calhanoglu;de GER;DF;Schalke 04;de Bundesliga;17;2002;3.3;27.9;43.0;64.8;446.7;139.1;13.0;17.0;76.8;12.4;17.6;70.7;1.82;4.85;37.5;0.00;0.00;0.00;0.00;0.00;1.21;0.00;0.00;2.73;Matches;d1db4b83
424;Fabrizio Caligara;it ITA;MFFW;Cagliari;it Serie A;20;2000;2.0;21.5;29.0;74.1;382.5;117.0;10.5;12.5;84.0;7.50;9.50;78.9;3.00;5.00;60.0;0.00;0.15;0.10;-0.15;1.00;1.00;0.50;0.00;1.50;Matches;22ca11f1
425;Daniel Caligiuri;it ITA;MFFW;Augsburg;de Bundesliga;32;1988;29.6;26.9;40.0;67.1;480.7;196.2;13.1;16.0;81.5;9.36;13.5;69.3;3.58;7.23;49.5;0.14;0.16;0.14;-0.02;1.72;2.13;1.08;0.24;3.85;Matches;d1273f09
426;José Callejón;es ESP;FWMF;Fiorentina;it Serie A;33;1987;7.4;28.4;37.7;75.3;469.1;105.4;15.3;17.2;89.0;8.92;12.6;71.0;2.84;3.92;72.4;0.14;0.15;0.14;-0.01;0.68;2.30;1.49;0.81;3.38;Matches;78841da9
427;Jonathan Calleri;ar ARG;FW;Osasuna;es La Liga;26;1993;17.2;12.3;20.6;59.6;160.6;32.6;8.08;11.4;70.9;3.31;5.29;62.6;0.17;1.16;15.0;0.12;0.04;0.05;0.08;0.58;0.76;0.58;0.00;1.80;Matches;6922f806
428;Dominic Calvert-Lewin;eng ENG;FW;Everton;eng Premier League;23;1997;31.9;14.7;21.7;67.9;191.1;37.2;9.00;12.2;74.0;3.51;5.24;67.1;0.66;0.88;75.0;0.00;0.06;0.07;-0.06;0.56;1.13;0.38;0.03;1.44;Matches;59e6e5bf
