;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
2311;William Saliba;fr FRA;DF;Nice;fr Ligue 1;19;2001;20.0;67.0;73.5;91.0;1315.6;458.1;23.4;24.6;94.7;35.1;37.1;94.5;7.90;10.1;78.2;0.00;0.00;0.01;0.00;0.10;4.35;0.10;0.00;5.30;Matches;972aeb2a
2312;Romain Salin;fr FRA;GK;Rennes;fr Ligue 1;36;1984;15.0;27.0;36.5;74.0;738.7;568.5;4.60;4.60;100.0;14.0;14.1;99.1;8.27;17.6;47.0;0.00;0.00;0.00;0.00;0.00;0.40;0.00;0.00;0.07;Matches;74733221
2313;Mohammed Salisu;gh GHA;DF;Southampton;eng Premier League;21;1999;9.4;32.3;40.7;79.4;457.6;160.7;19.3;21.6;89.2;10.2;13.0;78.7;1.17;2.66;44.0;0.00;0.04;0.00;-0.04;0.21;2.23;0.00;0.00;1.38;Matches;0b33f6ad
2314;Roland Sallai;hu HUN;MFFW;Freiburg;de Bundesliga;23;1997;18.5;18.2;26.2;69.3;291.0;98.4;9.46;11.7;80.6;6.22;8.05;77.2;1.84;3.46;53.1;0.16;0.08;0.07;0.09;0.81;2.38;0.86;0.38;3.51;Matches;bf075f6b
2315;Salvi;es ESP;MFFW;Cádiz;es La Liga;29;1991;21.5;15.0;27.6;54.4;217.9;90.0;8.14;10.9;74.8;4.37;7.95;55.0;1.21;4.56;26.5;0.00;0.07;0.08;-0.07;0.84;0.60;0.93;0.70;1.35;Matches;405f267a
2316;Lazar Samardzic;rs SRB;MF;RB Leipzig;de Bundesliga;18;2002;2.2;20.5;28.2;72.6;311.4;83.2;12.3;14.5;84.4;5.45;7.27;75.0;2.27;4.09;55.6;0.45;0.27;0.09;0.18;1.36;3.18;0.45;0.00;0.91;Matches;217c93a1
2317;Diadie Samassékou;ml MLI;MF;Hoffenheim;de Bundesliga;24;1996;28.5;39.7;48.3;82.3;682.7;156.5;17.8;20.2;87.7;17.1;20.1;84.8;3.54;4.84;73.2;0.07;0.06;0.05;0.01;0.35;3.72;0.21;0.04;3.93;Matches;8593525
2318;Mama Samba Baldé;gw GNB;FW;Dijon;fr Ligue 1;24;1995;24.0;13.6;19.8;68.5;181.1;32.7;8.25;10.8;76.4;3.63;4.92;73.7;0.67;1.13;59.3;0.00;0.02;0.03;-0.02;0.42;0.50;0.25;0.00;1.00;Matches;fb14aa28
2319;Junior Sambia;fr FRA;DFMF;Montpellier;fr Ligue 1;23;1996;27.2;37.5;48.6;77.2;626.6;258.7;19.9;22.4;88.7;13.3;17.4;76.5;3.64;6.36;57.2;0.22;0.10;0.10;0.12;0.96;3.49;1.43;0.77;4.34;Matches;24eb7ed6
2320;Frédéric Sammaritano;fr FRA;FWMF;Dijon;fr Ligue 1;34;1986;12.6;29.8;39.4;75.6;465.6;138.3;16.0;17.9;89.3;8.41;10.9;77.4;3.41;6.43;53.1;0.16;0.21;0.17;-0.05;2.06;2.06;0.71;0.48;4.29;Matches;8802c1d5
2321;Fede San Emeterio;es ESP;MF;Valladolid;es La Liga;23;1997;16.2;26.3;33.6;78.3;413.3;115.0;13.4;16.0;83.8;9.07;10.7;85.0;2.28;4.26;53.6;0.00;0.01;0.01;-0.01;0.25;2.35;0.12;0.06;2.10;Matches;efecd633
2322;Antonio Sanabria;py PAR;FW;Torino;it Serie A;24;1996;10.9;17.9;23.9;75.0;251.2;35.6;10.3;13.2;77.8;4.86;6.06;80.3;1.28;1.65;77.8;0.09;0.06;0.05;0.04;0.64;0.73;0.73;0.09;1.83;Matches;0a447501
2323;Antonio Sanabria;py PAR;FW;Betis;es La Liga;24;1996;10.4;15.3;21.5;71.0;186.0;32.2;10.4;13.0;80.0;2.98;4.52;66.0;0.48;0.96;50.0;0.00;0.01;0.02;-0.01;0.29;1.25;0.19;0.00;1.35;Matches;0a447501
2324;Oihan Sancet;es ESP;FWMF;Athletic Club;es La Liga;20;2000;11.5;22.1;30.4;72.6;314.5;64.3;12.8;17.0;75.4;6.96;9.04;76.9;1.22;1.57;77.8;0.17;0.10;0.04;0.07;1.04;1.83;0.87;0.00;3.57;Matches;bdb624a3
2325;Renato Sanches;pt POR;MF;Lille;fr Ligue 1;22;1997;14.1;58.0;70.5;82.3;1084.2;298.2;25.6;28.8;88.9;21.8;25.5;85.6;8.87;12.1;73.1;0.21;0.14;0.11;0.07;1.21;8.09;0.78;0.00;8.16;Matches;032f894e
2326;Alexis Sánchez;cl CHI;FW;Inter;it Serie A;31;1988;12.7;31.3;40.6;77.3;517.9;133.8;15.3;18.2;84.0;9.29;12.1;76.6;4.41;5.91;74.7;0.39;0.42;0.31;-0.02;2.60;2.99;2.36;0.24;4.88;Matches;2c0f8e9e
2327;Davinson Sánchez;co COL;DF;Tottenham;eng Premier League;24;1996;16.5;52.6;62.2;84.5;1000.3;304.6;17.7;19.8;89.3;30.1;32.9;91.5;3.94;7.45;52.8;0.00;0.00;0.01;0.00;0.06;1.09;0.06;0.00;2.18;Matches;da7b447d
2328;Germán Sánchez;es ESP;DF;Granada;es La Liga;33;1986;29.3;24.5;33.3;73.4;508.8;196.1;7.17;8.50;84.3;13.5;16.0;84.6;3.41;7.92;43.1;0.03;0.00;0.01;0.03;0.03;1.23;0.07;0.00;1.54;Matches;ea9b2ef9
2329;Javi Sánchez;es ESP;DF;Valladolid;es La Liga;23;1997;10.2;28.8;36.3;79.5;639.2;215.1;7.35;8.92;82.4;16.9;18.5;91.0;4.41;8.43;52.3;0.00;0.01;0.01;-0.01;0.39;1.47;0.29;0.10;1.57;Matches;60359288
2330;Manuel Sánchez;es ESP;DF;Osasuna;es La Liga;19;2000;10.8;36.5;50.3;72.6;536.5;234.4;20.6;24.0;86.1;12.7;17.4;72.9;1.94;5.46;35.6;0.37;0.11;0.18;0.26;1.30;3.98;1.39;0.83;4.72;Matches;ffacd3d5
2331;Manuel Sánchez;es ESP;DF;Atlético Madrid;es La Liga;19;2000;0.5;48.0;62.0;77.4;686.0;192.0;28.0;30.0;93.3;16.0;20.0;80.0;2.00;4.00;50.0;2.00;0.80;0.20;1.20;2.00;2.00;0.00;0.00;2.00;Matches;ffacd3d5
2332;Juan Sánchez Miño;ar ARG;DFMF;Elche;es La Liga;30;1990;5.5;43.6;52.5;83.0;642.4;153.8;24.2;26.9;89.9;13.8;16.7;82.6;3.45;5.45;63.3;0.00;0.02;0.02;-0.02;0.18;1.64;0.36;0.36;1.64;Matches;3ae7e4ea
2333;Robert Sánchez;es ESP;GK;Brighton;eng Premier League;22;1997;27.0;30.1;41.0;73.4;814.3;516.5;5.70;5.78;98.7;15.3;15.6;98.3;9.00;19.4;46.5;0.00;0.00;0.00;0.00;0.04;0.78;0.00;0.00;0.04;Matches;6a713852
2334;Jadon Sancho;eng ENG;FWMF;Dortmund;de Bundesliga;20;2000;22.9;49.7;63.8;78.0;706.7;198.6;29.4;34.4;85.5;15.0;18.4;81.7;2.93;5.55;52.8;0.48;0.34;0.35;0.14;2.93;2.79;3.58;0.13;7.77;Matches;dbf053da
2335;Alex Sandro;br BRA;DF;Juventus;it Serie A;29;1991;20.6;58.6;69.0;85.0;1034.1;322.7;24.9;26.7;93.3;26.7;29.5;90.5;5.68;9.47;60.0;0.05;0.08;0.09;-0.03;0.83;4.85;0.97;0.53;6.31;Matches;0d82903c
2336;Leroy Sané;de GER;FWMF;Bayern Munich;de Bundesliga;24;1996;20.1;29.6;40.5;73.0;454.8;103.1;16.6;19.2;86.5;9.25;12.3;75.0;2.34;4.83;48.5;0.45;0.34;0.36;0.11;1.64;2.09;1.69;0.40;4.18;Matches;2b114be3
2337;Salif Sané;sn SEN;DF;Schalke 04;de Bundesliga;29;1990;11.9;46.7;57.9;80.7;901.9;314.1;15.9;18.2;87.1;25.7;30.0;85.7;4.62;7.82;59.1;0.00;0.09;0.03;-0.09;0.34;1.85;0.34;0.08;2.44;Matches;791abba1
2338;Oier Sanjurjo;es ESP;MF;Osasuna;es La Liga;34;1986;23.2;24.5;37.0;66.2;390.0;148.4;12.1;15.9;75.9;9.44;13.1;71.8;1.77;4.53;39.0;0.09;0.09;0.12;-0.01;0.65;3.19;0.65;0.26;3.45;Matches;466824fb
2339;Mohamed Sankoh;nl NED;MF;Stuttgart;de Bundesliga;16;2003;0.2;10.0;10.0;100.0;165.0;5.00;5.00;5.00;100.0;5.00;5.00;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;be625686
2340;Siriki Sanogo;ci CIV;MF;Benevento;it Serie A;18;2001;0.1;80.0;80.0;100.0;1050.0;40.0;40.0;40.0;100.0;20.0;20.0;100.0;10.0;10.0;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;ff120e44
2341;Morgan Sanson;fr FRA;MF;Aston Villa;eng Premier League;25;1994;3.3;35.8;46.7;76.6;527.9;152.7;21.2;22.7;93.3;10.6;13.6;77.8;2.73;5.15;52.9;0.00;0.03;0.15;-0.03;0.30;3.64;0.91;0.30;4.85;Matches;6e7f1353
2342;Morgan Sanson;fr FRA;MF;Marseille;fr Ligue 1;25;1994;9.2;27.8;37.2;74.9;407.2;119.1;15.9;19.0;83.4;8.70;10.5;82.5;1.85;3.70;50.0;0.33;0.32;0.20;0.01;1.41;2.72;0.54;0.43;3.48;Matches;6e7f1353
2343;Nicola Sansone;it ITA;FWMF;Bologna;it Serie A;28;1991;13.0;31.7;41.0;77.3;470.0;149.4;18.9;21.9;86.3;9.31;11.8;78.6;2.00;3.92;51.0;0.15;0.22;0.15;-0.07;2.38;2.23;1.46;0.38;4.46;Matches;7eb97a8e
2344;Baptiste Santamaria;fr FRA;MF;Angers;fr Ligue 1;25;1995;3.0;44.0;51.0;86.3;766.7;207.3;19.7;22.0;89.4;18.3;20.0;91.7;4.00;5.33;75.0;0.00;0.07;0.03;-0.07;1.33;5.33;0.33;0.33;4.67;Matches;5e22e2a4
2345;Baptiste Santamaria;fr FRA;MF;Freiburg;de Bundesliga;25;1995;24.5;31.7;42.6;74.5;554.9;151.1;14.6;18.1;80.6;13.1;16.1;81.5;3.02;5.35;56.5;0.08;0.06;0.06;0.02;0.61;2.65;0.49;0.16;3.92;Matches;5e22e2a4
2346;Federico Santander;py PAR;FW;Bologna;it Serie A;29;1991;0.4;32.5;47.5;68.4;405.0;100.0;20.0;27.5;72.7;10.0;12.5;80.0;0.00;0.00;;2.50;1.00;0.75;1.50;2.50;5.00;0.00;0.00;2.50;Matches;df85d472
2347;Davide Santon;it ITA;DF;Roma;it Serie A;29;1991;6.5;37.8;43.2;87.5;624.6;154.0;17.8;18.8;95.1;16.9;18.5;91.7;2.15;4.46;48.3;0.15;0.09;0.06;0.06;0.77;1.38;1.08;0.46;2.92;Matches;88c89891
2348;Samir Santos;br BRA;DF;Udinese;it Serie A;25;1994;24.6;46.0;53.5;86.0;770.9;289.3;21.4;22.7;94.4;21.1;23.7;89.0;2.80;5.33;52.7;0.00;0.02;0.02;-0.02;0.37;3.05;0.20;0.12;3.58;Matches;92b4758e
2349;Riccardo Saponara;it ITA;MF;Fiorentina;it Serie A;28;1991;0.6;61.7;68.3;90.2;750.0;146.7;30.0;31.7;94.7;18.3;20.0;91.7;1.67;3.33;50.0;0.00;0.00;0.00;0.00;1.67;6.67;0.00;0.00;5.00;Matches;3bb7af3b
2350;Riccardo Saponara;it ITA;FWMF;Spezia;it Serie A;28;1991;4.3;25.1;32.3;77.7;400.2;124.9;13.3;15.1;87.7;9.53;11.4;83.7;1.63;2.79;58.3;0.00;0.16;0.19;-0.16;0.93;0.93;1.40;0.00;4.65;Matches;3bb7af3b
2351;Ivan Šaponji?;rs SRB;FW;Cádiz;es La Liga;22;1997;4.3;13.7;19.1;72.0;180.9;22.3;8.84;11.6;76.0;3.72;5.35;69.6;0.47;0.47;100.0;0.00;0.00;0.02;0.00;0.00;0.93;0.47;0.00;1.40;Matches;d2aea9ac
2352;Pablo Sarabia;es ESP;FWMF;Paris S-G;fr Ligue 1;28;1992;14.7;32.0;42.9;74.6;453.8;136.6;18.9;22.0;85.8;8.91;12.0;74.0;1.97;3.88;50.9;0.27;0.41;0.30;-0.14;1.70;2.59;1.84;0.48;4.49;Matches;9744ff80
2353;Josh Sargent;us USA;FWMF;Werder Bremen;de Bundesliga;20;2000;27.8;14.8;21.3;69.4;192.7;43.1;9.10;11.8;77.1;4.10;5.76;71.3;0.61;1.04;58.6;0.07;0.14;0.09;-0.06;1.19;1.19;0.36;0.14;1.62;Matches;a8d4428b
2354;Bouna Sarr;sn SEN;DF;Marseille;fr Ligue 1;28;1992;0.8;67.5;77.5;87.1;947.5;345.0;40.0;42.5;94.1;23.8;28.8;82.6;1.25;1.25;100.0;0.00;0.00;0.00;0.00;0.00;3.75;0.00;0.00;6.25;Matches;1a4b9094
2355;Bouna Sarr;sn SEN;DF;Bayern Munich;de Bundesliga;28;1992;5.0;66.0;76.4;86.4;1029.6;296.0;34.8;39.6;87.9;26.8;29.4;91.2;4.00;5.40;74.1;0.20;0.02;0.08;0.18;0.60;4.20;0.80;0.20;6.40;Matches;1a4b9094
2356;Sidy Sarr;sn SEN;MF;Nîmes;fr Ligue 1;24;1996;5.1;34.3;43.1;79.5;700.8;197.1;13.9;15.3;91.0;12.7;15.7;81.3;6.67;10.6;63.0;0.00;0.10;0.10;-0.10;0.59;3.33;0.59;0.00;3.92;Matches;a0b65401
2357;Marco Sau;it ITA;MFFW;Benevento;it Serie A;32;1987;8.7;20.9;30.8;67.9;312.5;70.2;10.8;13.9;77.7;7.47;10.3;72.2;1.61;4.14;38.9;0.23;0.21;0.15;0.02;2.18;1.03;0.69;0.11;1.95;Matches;1ad1f50d
2358;Téji Savanier;fr FRA;MF;Montpellier;fr Ligue 1;28;1991;24.1;35.9;52.1;68.8;741.6;259.3;13.7;17.1;80.0;12.3;16.5;74.6;8.34;15.2;54.8;0.21;0.28;0.25;-0.07;2.61;5.10;1.04;0.33;7.10;Matches;6bde367b
2359;Stefan Savi?;me MNE;DF;Atlético Madrid;es La Liga;29;1991;32.8;45.3;53.4;84.9;841.4;261.7;17.5;19.2;90.8;22.1;24.2;91.1;4.73;7.80;60.5;0.00;0.00;0.01;-0.00;0.06;3.05;0.15;0.03;3.14;Matches;f6ac68c1
2360;Romaine Sawyers;kn SKN;MF;West Brom;eng Premier League;28;1991;16.5;37.3;44.2;84.5;634.5;185.3;16.9;18.8;90.0;15.8;17.8;89.1;3.21;4.73;67.9;0.00;0.04;0.02;-0.04;0.36;3.52;0.24;0.06;4.06;Matches;77bb1522
2361;Gianluca Scamacca;it ITA;FW;Genoa;it Serie A;21;1999;15.0;15.1;23.3;64.8;235.5;35.7;10.0;13.5;74.3;3.00;4.93;60.8;1.73;2.33;74.3;0.13;0.18;0.11;-0.05;1.07;0.73;0.40;0.07;1.20;Matches;8790f988
2362;Dane Scarlett;eng ENG;FW;Tottenham;eng Premier League;16;2004;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;21945a9e
2363;Fabian Schär;ch SUI;DF;Newcastle Utd;eng Premier League;28;1991;13.8;33.9;44.5;76.2;703.8;307.8;12.5;13.6;92.0;15.0;17.7;84.8;5.94;11.7;50.9;0.00;0.00;0.02;0.00;0.00;2.83;0.72;0.00;2.97;Matches;c8aa95da
2364;Aurélien Scheidler;fr FRA;FW;Dijon;fr Ligue 1;22;1998;3.8;12.6;18.7;67.6;199.7;20.8;7.63;10.3;74.4;3.42;5.79;59.1;1.05;1.32;80.0;0.00;0.21;0.03;-0.21;1.32;1.05;0.53;0.00;1.58;Matches;bc9479b9
2365;Nicolás Schiappacasse;uy URU;MF;Sassuolo;it Serie A;21;1999;0.2;5.00;5.00;100.0;30.0;0.00;5.00;5.00;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;afe31d55
2366;Pasquale Schiattarella;it ITA;MF;Benevento;it Serie A;33;1987;25.0;43.6;54.1;80.6;762.0;262.0;18.8;21.0;89.9;18.4;21.8;84.7;4.32;7.44;58.1;0.04;0.09;0.06;-0.05;1.00;5.24;0.96;0.08;5.76;Matches;bd84fc61
2367;Patrik Schick;cz CZE;FW;Leverkusen;de Bundesliga;24;1996;20.7;14.3;20.7;69.2;179.6;25.9;8.55;11.4;75.3;3.91;5.51;71.1;0.39;0.72;53.3;0.05;0.12;0.06;-0.07;1.30;0.68;0.10;0.00;0.92;Matches;5d4f7d61
2368;Sven Schipplock;de GER;FWMF;Arminia;de Bundesliga;31;1988;8.3;11.6;21.9;52.7;159.2;37.1;6.39;10.6;60.2;3.98;6.51;61.1;0.48;1.69;28.6;0.00;0.07;0.04;-0.07;0.96;0.96;0.00;0.00;2.05;Matches;53eeaf6a
2369;Xaver Schlager;at AUT;MF;Wolfsburg;de Bundesliga;22;1997;29.2;32.9;43.6;75.5;556.8;161.1;15.6;19.5;80.1;13.5;16.0;84.0;2.88;5.03;57.1;0.14;0.13;0.09;0.00;0.82;3.84;0.82;0.00;4.83;Matches;8f056768
2370;Keven Schlotterbeck;de GER;DF;Freiburg;de Bundesliga;23;1997;18.4;36.1;44.9;80.5;755.5;279.4;10.0;11.7;85.2;20.3;23.1;88.0;5.43;9.02;60.2;0.00;0.01;0.01;-0.01;0.05;2.17;0.11;0.00;3.04;Matches;f6bdc830
2371;Nico Schlotterbeck;de GER;DF;Union Berlin;de Bundesliga;20;1999;14.3;45.9;57.3;80.1;894.4;319.7;17.1;18.7;91.8;22.9;25.9;88.6;5.38;11.0;49.0;0.00;0.04;0.02;-0.04;0.21;4.13;0.21;0.00;5.17;Matches;34e12499
2372;Jeffrey Schlupp;gh GHA;MF;Crystal Palace;eng Premier League;27;1992;15.9;19.1;27.4;69.7;271.7;78.7;11.3;14.3;78.9;5.60;8.05;69.5;0.94;1.76;53.6;0.19;0.13;0.06;0.06;1.13;1.82;0.69;0.25;2.77;Matches;3312f911
2373;Kasper Schmeichel;dk DEN;GK;Leicester City;eng Premier League;33;1986;38.0;24.4;32.9;74.1;665.8;423.9;3.66;3.71;98.6;12.3;12.6;98.1;8.37;16.5;50.6;0.00;0.00;0.00;0.00;0.00;0.24;0.00;0.00;0.00;Matches;53af52f3
2374;Jonathan Schmid;fr FRA;MFDF;Freiburg;de Bundesliga;30;1990;26.6;37.4;50.1;74.6;681.7;285.4;16.2;19.2;84.7;16.4;20.9;78.4;4.14;7.44;55.6;0.08;0.09;0.11;-0.02;0.90;3.08;1.35;0.68;4.89;Matches;088ca1bd
2375;Romano Schmid;at AUT;MFFW;Werder Bremen;de Bundesliga;20;2000;13.1;25.0;36.4;68.8;341.6;120.5;15.6;19.1;82.0;6.87;10.2;67.2;1.22;2.75;44.4;0.23;0.10;0.11;0.13;1.15;2.52;1.15;0.46;4.35;Matches;220ace7e
2376;Benno Schmitz;de GER;DF;Köln;de Bundesliga;25;1994;4.6;37.4;53.7;69.6;661.1;323.3;15.9;18.3;86.9;17.4;23.0;75.5;3.91;10.0;39.1;0.22;0.07;0.07;0.15;1.09;3.70;0.43;0.00;5.65;Matches;ad00b1a8
2377;Morgan Schneiderlin;fr FRA;MF;Nice;fr Ligue 1;30;1989;24.4;58.4;66.2;88.3;988.3;300.9;29.6;31.6;93.8;22.3;24.4;91.6;5.16;7.62;67.7;0.04;0.03;0.04;0.01;0.53;5.37;0.41;0.04;5.29;Matches;51b41c5c
2378;Alessandro Schöpf;at AUT;FWMF;Schalke 04;de Bundesliga;26;1994;10.5;26.6;33.3;79.7;349.6;85.5;16.1;18.9;85.4;7.52;8.67;86.8;0.76;1.24;61.5;0.00;0.02;0.04;-0.02;0.38;1.71;0.38;0.00;2.10;Matches;106bca06
2379;Jerdy Schouten;nl NED;MF;Bologna;it Serie A;23;1997;27.9;43.2;50.0;86.5;750.9;228.5;18.9;21.2;89.2;18.5;20.7;89.3;4.34;5.30;81.8;0.04;0.07;0.06;-0.03;0.82;5.52;0.39;0.04;5.30;Matches;2cfae697
2380;Nico Schulz;de GER;DF;Dortmund;de Bundesliga;27;1993;6.8;55.1;68.7;80.3;828.4;256.2;29.0;32.1;90.4;20.9;24.3;86.1;2.79;5.88;47.5;0.00;0.06;0.07;-0.06;0.88;3.68;0.59;0.15;4.41;Matches;fa274d97
2381;Alexander Schwolow;de GER;GK;Hertha BSC;de Bundesliga;28;1992;26.0;28.0;35.5;79.0;793.5;537.5;3.42;3.42;100.0;15.0;15.1;99.0;9.58;16.6;57.6;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.00;0.04;Matches;0d55d942
2382;Christopher Scott;de GER;MFFW;Bayern Munich;de Bundesliga;18;2002;0.4;17.5;22.5;77.8;175.0;47.5;12.5;12.5;100.0;2.50;2.50;100.0;0.00;2.50;0.0;0.00;0.00;0.00;0.00;0.00;2.50;0.00;0.00;2.50;Matches;2723ce5d
2383;Matteo Scozzarella;it ITA;MF;Parma;it Serie A;32;1988;1.7;49.4;62.4;79.2;1011.2;280.0;15.9;17.6;90.0;24.1;26.5;91.1;9.41;18.2;51.6;0.00;0.29;0.24;-0.29;3.53;4.71;0.00;0.00;5.29;Matches;ea164f99
2384;Simone Scuffet;it ITA;GK;Udinese;it Serie A;24;1996;1.0;19.0;28.0;67.9;707.0;592.0;2.00;2.00;100.0;6.00;6.00;100.0;11.0;20.0;55.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;41bd99ea
2385;Jacopo Segre;it ITA;MF;Torino;it Serie A;23;1997;2.1;44.8;50.5;88.7;809.5;204.3;19.0;20.0;95.2;16.7;19.5;85.4;7.62;8.10;94.1;0.00;0.00;0.00;0.00;0.48;4.29;0.00;0.00;1.90;Matches;3cb132e6
2386;Davie Selke;de GER;FW;Werder Bremen;de Bundesliga;25;1995;9.0;12.4;24.1;51.6;154.3;39.0;7.67;13.1;58.5;3.56;6.22;57.1;0.22;0.78;28.6;0.11;0.04;0.07;0.07;0.89;0.89;0.56;0.11;1.67;Matches;1238a3f9
2387;Malik Sellouki;fr FRA;FWMF;Nice;fr Ligue 1;20;2000;0.7;25.7;42.9;60.0;298.6;85.7;21.4;25.7;83.3;4.29;7.14;60.0;0.00;5.71;0.0;0.00;0.00;0.00;0.00;0.00;4.29;0.00;0.00;4.29;Matches;c0f706f3
2388;Matz Sels;be BEL;GK;Strasbourg;fr Ligue 1;28;1992;6.0;18.0;29.0;62.1;623.0;513.0;2.50;2.50;100.0;6.33;6.33;100.0;9.17;20.2;45.5;0.00;0.00;0.00;0.00;0.00;0.17;0.17;0.00;0.00;Matches;834b5c4c
2389;Nélson Semedo;pt POR;DFMF;Wolves;eng Premier League;26;1993;33.1;47.9;59.7;80.3;690.0;204.9;29.8;32.7;91.0;13.9;17.6;79.0;2.78;5.05;55.1;0.03;0.04;0.08;-0.01;0.63;3.53;0.60;0.30;4.17;Matches;d04b94db
2390;Léo Sena;br BRA;MF;Spezia;it Serie A;24;1995;9.8;55.4;63.7;87.0;1196.3;328.5;17.8;19.7;90.2;24.1;26.6;90.4;12.3;14.7;84.0;0.00;0.01;0.05;-0.01;0.20;11.5;0.51;0.10;9.39;Matches;1de40dae
2391;Stefano Sensi;it ITA;MF;Inter;it Serie A;24;1995;6.7;52.8;64.5;81.9;875.7;236.7;26.0;28.4;91.6;20.0;23.9;83.8;4.93;8.51;57.9;0.00;0.13;0.16;-0.13;1.64;5.97;1.64;0.30;8.66;Matches;b70bde8f
2392;Jaime Seoane;es ESP;MF;Huesca;es La Liga;23;1997;22.9;29.0;38.3;75.6;516.5;118.1;12.8;14.9;85.4;10.6;12.6;84.4;3.93;6.68;58.8;0.04;0.05;0.06;-0.00;0.48;2.88;0.39;0.22;3.80;Matches;a62b4888
2393;Luigi Sepe;it ITA;GK;Parma;it Serie A;29;1991;36.0;31.9;40.1;79.4;950.9;746.4;5.94;6.06;98.2;13.0;13.2;98.7;12.7;20.5;61.8;0.00;0.00;0.00;0.00;0.00;0.92;0.00;0.00;0.03;Matches;343f753a
2394;Suat Serdar;de GER;MF;Schalke 04;de Bundesliga;23;1997;21.7;21.0;28.1;74.7;386.3;99.7;8.57;10.9;78.5;9.03;10.7;84.1;2.72;3.69;73.8;0.14;0.06;0.04;0.08;0.65;2.26;0.51;0.00;3.09;Matches;b3325a30
2395;Jean Seri;ci CIV;MF;Bordeaux;fr Ligue 1;29;1991;7.9;55.7;65.3;85.3;1027.1;256.5;22.7;25.4;89.1;25.3;27.2;93.0;6.20;9.62;64.5;0.00;0.03;0.04;-0.03;0.63;3.04;0.51;0.25;5.82;Matches;10efd0e1
2396;Femi Seriki;eng ENG;MF;Sheffield Utd;eng Premier League;18;2002;0.0;0;0;;0;0;0;0;;0;0;;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;e4e0deaa
2397;Ryan Sessegnon;eng ENG;DFFW;Hoffenheim;de Bundesliga;20;2000;17.5;40.9;53.4;76.7;676.8;238.2;19.6;22.5;87.3;18.1;22.7;79.6;2.57;5.31;48.4;0.17;0.10;0.12;0.07;0.91;2.46;1.43;0.74;3.89;Matches;6aa3e78b
2398;Nils Seufert;de GER;MFFW;Arminia;de Bundesliga;23;1997;3.8;38.4;46.8;82.0;555.8;144.2;19.7;22.1;89.3;13.9;17.1;81.5;1.84;2.89;63.6;0.26;0.08;0.11;0.18;1.32;3.95;0.26;0.00;5.00;Matches;0da32a38
2399;Edgar Sevikyan;ru RUS;MF;Levante;es La Liga;18;2001;0.1;30.0;50.0;60.0;290.0;0.00;30.0;40.0;75.0;0.00;0.00;;0.00;10.0;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;3e8bb8ce
2400;Stephan El Shaarawy;it ITA;MFFW;Roma;it Serie A;27;1992;6.4;29.1;37.5;77.5;469.4;84.8;15.0;18.6;80.7;11.1;13.0;85.5;2.03;2.66;76.5;0.16;0.17;0.16;-0.02;2.66;1.41;1.72;0.47;3.44;Matches;d3aaad90
2401;Jamie Shackleton;eng ENG;MFDF;Leeds United;eng Premier League;20;1999;5.1;37.5;42.0;89.3;520.6;114.9;22.5;24.3;92.7;12.9;13.5;95.7;0.98;1.57;62.5;0.00;0.02;0.06;-0.02;0.39;1.96;0.00;0.00;2.16;Matches;8d03ca5a
2402;Xherdan Shaqiri;ch SUI;MFFW;Liverpool;eng Premier League;28;1991;6.2;58.2;69.0;84.3;834.5;219.7;32.4;35.6;91.0;18.4;21.6;85.1;3.71;5.65;65.7;0.32;0.40;0.29;-0.08;3.06;3.87;4.19;0.65;8.71;Matches;6421ec64
2403;Billy Sharp;eng ENG;FW;Sheffield Utd;eng Premier League;34;1986;8.2;10.4;15.0;69.1;122.3;18.9;6.46;8.41;76.8;2.93;4.02;72.7;0.00;0.12;0.0;0.00;0.06;0.07;-0.06;0.49;0.12;0.37;0.00;1.34;Matches;e8c9f4e9
