;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
93;Miguel Ángel Guerrero;es ESP;FW;Leganés;es La Liga;29;1990;8.8;16.5;22.0;74.7;209.8;37.5;10.9;13.2;82.8;3.98;5.68;70.0;0.45;1.14;40.0;0.00;0.07;0.03;-0.07;0.91;0.91;0.45;0.00;1.93;Matches;b35db3f6
94;José Ángel;es ESP;DF;Eibar;es La Liga;29;1989;26.2;37.8;57.2;66.1;756.2;347.1;15.5;18.3;84.8;15.1;21.1;71.6;6.37;14.8;43.0;0.04;0.11;0.13;-0.07;1.03;4.01;1.37;0.92;5.88;Matches;3024e383
95;Miguel Ángel Moyá;es ESP;GK;Real Sociedad;es La Liga;35;1984;13.0;28.2;35.5;79.4;808.1;567.2;4.08;4.15;98.1;13.5;13.7;98.3;10.5;17.5;60.4;0.00;0.00;0.00;0.00;0.00;0.46;0.00;0.00;0.00;Matches;011d8c56
96;Angeliño;es ESP;DF;Manchester City;eng Premier League;22;1997;4.7;70.9;91.3;77.6;1075.1;270.6;37.9;42.8;88.6;27.9;36.0;77.5;3.40;7.66;44.4;0.00;0.32;0.23;-0.32;1.91;6.38;3.40;1.91;8.72;Matches;3,09E+100
97;Angeliño;es ESP;DFFW;RB Leipzig;de Bundesliga;22;1997;12.2;47.0;62.9;74.8;772.8;268.0;23.1;26.6;87.0;17.0;21.5;79.4;4.59;9.59;47.9;0.16;0.16;0.23;0.00;1.56;3.44;1.80;0.57;4.59;Matches;3,09E+100
98;Faustino Anjorin;eng ENG;FW;Chelsea;eng Premier League;17;2001;0.2;35.0;35.0;100.0;435.0;40.0;20.0;20.0;100.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;5.00;0.00;0.00;5.00;Matches;b105919e
99;Peter Ankersen;dk DEN;DF;Genoa;it Serie A;28;1990;11.8;41.9;51.4;81.5;583.1;208.1;25.1;27.8;90.2;13.6;17.2;78.8;1.44;2.97;48.6;0.08;0.05;0.06;0.03;0.51;1.36;0.93;0.51;3.05;Matches;df525574
100;Cristian Ansaldi;ar ARG;DFMF;Torino;it Serie A;32;1986;19.6;29.1;41.8;69.7;590.9;225.4;12.7;14.2;89.6;10.1;14.2;71.0;5.66;11.0;51.4;0.20;0.17;0.19;0.04;1.68;2.91;2.50;1.99;3.37;Matches;bbafc0c4
101;Janis Antiste;fr FRA;MF;Toulouse;fr Ligue 1;16;2002;0.1;0.00;10.0;0.0;0.00;0.00;0.00;0.00;;0.00;0.00;;0.00;10.0;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;38d9ce53
102;Michail Antonio;jm JAM;FW;West Ham;eng Premier League;29;1990;19.6;16.8;26.7;62.8;237.9;57.6;9.64;12.8;75.6;4.34;6.99;62.0;1.33;2.65;50.0;0.15;0.19;0.18;-0.04;1.28;0.92;0.87;0.36;1.99;Matches;ac05f970
103;Antoñito;es ESP;DFMF;Valladolid;es La Liga;31;1987;11.4;28.6;40.7;70.3;456.2;201.8;15.3;18.0;84.9;10.9;15.0;72.5;1.93;5.53;34.9;0.00;0.08;0.12;-0.08;0.79;2.72;0.70;0.44;2.63;Matches;dbe519cf
104;Mirko Antonucci;it ITA;FWMF;Roma;it Serie A;20;1999;0.9;17.8;23.3;76.2;233.3;30.0;12.2;15.6;78.6;5.56;5.56;100.0;0.00;1.11;0.0;0.00;0.00;0.11;0.00;1.11;1.11;0.00;0.00;1.11;Matches;91976866
105;Vitorino Antunes;pt POR;MF;Getafe;es La Liga;32;1987;0.1;0.00;10.0;0.0;0.00;0.00;0.00;0.00;;0.00;10.0;0.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;3e4f735d
106;Christopher Antwi-Adjei;gh GHA;MFFW;Paderborn 07;de Bundesliga;25;1994;27.4;21.6;31.2;69.4;338.6;109.9;11.9;14.4;82.5;6.72;9.78;68.7;1.90;3.50;54.2;0.07;0.15;0.11;-0.08;1.53;1.24;1.02;0.29;2.48;Matches;0a3f6cde
107;Anuar;ma MAR;MFFW;Valladolid;es La Liga;24;1995;2.1;42.4;50.0;84.8;666.7;111.9;20.0;23.8;84.0;19.0;20.5;93.0;1.90;3.81;50.0;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;4.76;Matches;c93231dc
108;Houssem Aouar;fr FRA;MFFW;Lyon;fr Ligue 1;21;1998;21.7;41.9;49.9;84.1;644.6;150.3;23.6;26.3;90.0;13.5;15.7;86.5;3.27;4.38;74.7;0.18;0.11;0.11;0.08;1.11;4.65;1.15;0.00;6.18;Matches;a5db0bec
109;Adil Aouchiche;fr FRA;MF;Paris S-G;fr Ligue 1;17;2002;0.7;31.4;44.3;71.0;434.3;40.0;22.9;30.0;76.2;4.29;5.71;75.0;4.29;5.71;75.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;b94b8be1
110;Dennis Appiah;fr FRA;DF;Nantes;fr Ligue 1;27;1992;17.8;41.2;55.2;74.7;580.5;273.9;26.6;30.8;86.3;12.3;16.5;74.7;1.46;4.89;29.9;0.00;0.02;0.02;-0.02;0.45;2.53;0.11;0.11;3.76;Matches;feb5d3ab
111;Mauro Arambarri;uy URU;MF;Getafe;es La Liga;23;1995;34.1;18.2;27.8;65.6;370.4;98.7;6.51;9.27;70.3;7.39;10.1;73.0;3.58;6.25;57.3;0.03;0.06;0.05;-0.03;0.44;2.70;0.50;0.21;3.31;Matches;58afe001
112;Guilherme Arana;br BRA;DF;Atalanta;it Serie A;22;1997;0.9;46.7;62.2;75.0;608.9;203.3;33.3;37.8;88.2;12.2;13.3;91.7;1.11;4.44;25.0;0.00;0.00;0.00;0.00;1.11;2.22;3.33;1.11;4.44;Matches;2b15a82a
113;Charles Aránguiz;cl CHI;MF;Leverkusen;de Bundesliga;30;1989;23.5;58.9;69.3;85.1;950.6;323.9;30.3;32.9;92.2;21.7;24.6;88.3;4.94;7.23;68.2;0.13;0.11;0.11;0.02;0.98;5.36;0.34;0.00;6.60;Matches;56413b1f
114;Luiz Araújo;br BRA;FWMF;Lille;fr Ligue 1;23;1996;9.2;24.1;33.8;71.4;338.7;80.3;12.8;15.7;81.9;7.07;9.35;75.6;1.63;3.15;51.7;0.11;0.20;0.16;-0.09;1.30;1.52;1.52;0.54;3.15;Matches;fa18c72e
115;Néstor Araujo;mx MEX;DF;Celta Vigo;es La Liga;27;1991;32.1;41.1;48.6;84.7;810.9;293.3;11.8;13.3;88.8;25.1;27.6;91.2;3.71;6.45;57.5;0.06;0.02;0.03;0.04;0.12;1.34;0.00;0.00;2.59;Matches;27a013f7
116;Ronald Araújo;uy URU;DF;Barcelona;es La Liga;20;1999;2.6;75.0;80.0;93.8;1381.5;389.6;25.8;26.2;98.5;41.5;44.2;93.9;6.92;8.08;85.7;0.00;0.00;0.00;0.00;0.00;3.85;0.00;0.00;1.92;Matches;2bef2bca
117;Anaitz Arbilla;es ESP;DF;Eibar;es La Liga;32;1987;22.3;39.1;54.5;71.8;889.8;320.6;12.3;14.4;85.1;17.9;22.5;79.8;8.52;15.7;54.4;0.00;0.01;0.03;-0.01;0.27;4.08;0.45;0.13;4.66;Matches;850c0a0d
118;Alphonse Areola;fr FRA;GK;Real Madrid;es La Liga;26;1993;4.0;28.3;33.5;84.3;722.5;471.8;4.25;4.25;100.0;16.3;16.3;100.0;7.75;13.0;59.6;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2f965a72
119;Alphonse Areola;fr FRA;GK;Paris S-G;fr Ligue 1;26;1993;3.0;19.0;19.3;98.3;357.7;281.0;7.67;7.67;100.0;9.00;9.00;100.0;2.00;2.00;100.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;2f965a72
120;Santiago Arias;co COL;DF;Atlético Madrid;es La Liga;27;1992;12.0;40.2;53.9;74.5;575.6;260.9;22.6;25.5;88.6;12.8;17.8;72.3;2.33;5.83;40.0;0.08;0.18;0.16;-0.09;0.92;1.67;1.58;0.25;3.75;Matches;fdd60087
121;Nicolò Armini;it ITA;DF;Lazio;it Serie A;18;2001;0.0;3;3;100.0;43;28;0;0;;2;2;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;2f7407fa
122;Stuart Armstrong;sct SCO;MF;Southampton;eng Premier League;27;1992;19.1;24.3;32.3;75.3;346.1;113.7;13.9;16.9;82.0;8.06;10.0;80.6;1.15;1.83;62.9;0.16;0.10;0.07;0.05;0.94;1.88;1.15;0.21;3.72;Matches;97333cf5
123;José Arnaiz;es ESP;FWMF;Osasuna;es La Liga;24;1995;8.8;14.8;19.5;75.6;208.0;48.4;9.09;11.0;82.5;3.64;4.77;76.2;1.02;1.48;69.2;0.11;0.05;0.06;0.07;0.80;1.25;0.23;0.11;2.05;Matches;46e07328
124;José Arnaiz;es ESP;MF;Leganés;es La Liga;24;1995;3.7;19.5;25.7;75.8;303.0;86.8;10.0;11.9;84.1;7.30;9.19;79.4;1.35;2.97;45.5;0.00;0.14;0.16;-0.14;2.16;1.08;1.08;0.81;2.43;Matches;46e07328
125;Maximilian Arnold;de GER;MF;Wolfsburg;de Bundesliga;25;1994;31.3;37.1;49.5;74.8;749.9;258.1;13.6;15.5;87.8;15.0;17.9;83.8;7.16;13.3;53.8;0.26;0.18;0.19;0.08;2.24;3.80;0.93;0.19;4.82;Matches;86e119e0
126;Kepa Arrizabalaga;es ESP;GK;Chelsea;eng Premier League;24;1994;33.0;27.2;33.2;81.8;652.1;403.1;4.82;4.82;100.0;16.3;16.5;98.5;6.03;11.6;52.0;0.00;0.00;0.00;0.00;0.00;0.06;0.00;0.00;0.00;Matches;28d596a0
127;Kwadwo Asamoah;gh GHA;DFFW;Inter;it Serie A;30;1988;7.1;42.0;52.4;80.1;626.3;183.2;22.4;23.9;93.5;16.5;21.0;78.5;1.69;3.80;44.4;0.14;0.06;0.04;0.08;1.55;2.11;0.42;0.14;3.66;Matches;089550f5
128;Santiago Ascacíbar;ar ARG;MF;Hertha BSC;de Bundesliga;22;1997;7.0;37.3;44.4;83.9;602.3;148.9;18.1;20.6;88.2;13.9;15.3;90.7;3.14;4.29;73.3;0.14;0.01;0.03;0.13;0.29;2.14;0.14;0.14;3.71;Matches;e26fcca3
129;Sergio Asenjo;es ESP;GK;Villarreal;es La Liga;30;1989;34.0;21.8;30.4;71.7;600.0;414.4;4.06;4.09;99.3;11.1;11.3;98.2;6.50;14.8;43.9;0.00;0.00;0.00;0.00;0.00;0.24;0.00;0.00;0.00;Matches;9f0ea33f
130;Marco Asensio;es ESP;FW;Real Madrid;es La Liga;23;1996;3.7;35.4;42.7;82.9;530.3;109.2;21.4;23.8;89.8;8.38;10.8;77.5;3.24;4.59;70.6;0.27;0.38;0.32;-0.11;2.16;1.08;2.16;0.54;3.51;Matches;45af8a54
131;Kristoffer Askildsen;no NOR;MF;Sampdoria;it Serie A;18;2001;0.8;35.0;40.0;87.5;522.5;143.8;22.5;23.8;94.7;7.50;8.75;85.7;3.75;6.25;60.0;0.00;0.13;0.00;-0.13;2.50;2.50;1.25;0.00;2.50;Matches;a69cc629
132;Iago Aspas;es ESP;FW;Celta Vigo;es La Liga;31;1987;36.2;27.4;36.2;75.6;379.6;77.4;15.2;18.5;82.5;6.88;8.59;80.1;1.93;2.93;66.0;0.08;0.12;0.10;-0.04;1.49;1.96;1.24;0.08;3.45;Matches;7dcf86f6
133;Roger Assalé;ci CIV;FWMF;Leganés;es La Liga;25;1993;5.9;16.9;21.0;80.6;239.5;55.9;10.2;11.5;88.2;5.08;6.10;83.3;0.85;1.19;71.4;0.17;0.19;0.12;-0.02;1.02;1.19;0.85;0.17;2.20;Matches;5d5219b1
134;Youcef Atal;dz ALG;FWDF;Nice;fr Ligue 1;23;1996;11.1;35.9;45.9;78.4;522.3;142.3;22.8;25.8;88.5;10.2;13.5;75.3;2.16;3.51;61.5;0.09;0.09;0.08;0.00;0.90;2.16;1.08;0.27;3.60;Matches;6a827d8e
135;Miguel Atienza;es ESP;MF;Eibar;es La Liga;20;1999;0.3;30.0;46.7;64.3;510.0;60.0;13.3;20.0;66.7;16.7;20.0;83.3;0.00;3.33;0.0;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;3.33;Matches;12eda7be
136;Christian Atsu;gh GHA;MFFW;Newcastle Utd;eng Premier League;27;1992;8.3;20.1;26.3;76.6;268.1;65.1;11.4;13.1;87.2;4.82;6.14;78.4;1.20;2.53;47.6;0.36;0.16;0.11;0.20;1.57;0.60;1.20;0.60;1.93;Matches;8816329f
137;Pierre-Emerick Aubameyang;ga GAB;FW;Arsenal;eng Premier League;30;1989;34.8;17.6;26.2;67.3;237.4;59.2;10.7;13.2;80.9;4.86;7.96;61.0;0.72;1.55;46.3;0.09;0.09;0.12;-0.01;0.75;0.72;1.35;0.46;2.33;Matches;d5dd5f1f
138;Emil Audero;it ITA;GK;Sampdoria;it Serie A;22;1997;36.0;18.7;28.9;64.9;578.5;452.8;2.69;2.72;99.0;8.31;8.53;97.4;7.67;17.4;44.1;0.00;0.00;0.00;0.00;0.00;0.22;0.00;0.00;0.00;Matches;649b01d8
139;Tommaso Augello;it ITA;DF;Sampdoria;it Serie A;24;1994;12.6;50.2;65.3;76.8;789.9;343.8;27.4;30.9;88.7;19.2;25.2;76.3;3.02;6.43;46.9;0.16;0.10;0.07;0.06;1.43;4.29;1.98;1.11;6.11;Matches;3cd3b384
140;Jean-Kévin Augustin;fr FRA;FW;Monaco;fr Ligue 1;22;1997;3.0;11.0;13.3;82.5;140.7;10.7;7.33;9.33;78.6;2.67;2.67;100.0;0.33;0.67;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;97bfa797
141;Ludwig Augustinsson;se SWE;DFMF;Werder Bremen;de Bundesliga;25;1994;10.3;37.5;53.0;70.7;569.4;250.9;22.2;25.6;86.7;11.2;15.1;73.7;2.52;7.38;34.2;0.10;0.17;0.19;-0.08;1.75;1.94;0.78;0.58;2.82;Matches;9fec8860
142;Serge Aurier;ci CIV;DF;Tottenham;eng Premier League;26;1992;30.0;42.1;55.9;75.4;594.3;204.5;25.6;29.1;87.9;12.7;17.8;71.7;1.80;4.13;43.5;0.17;0.11;0.09;0.05;1.10;2.07;1.23;0.53;3.10;Matches;5c2b4f07
143;Mathias Autret;fr FRA;MFFW;Brest;fr Ligue 1;28;1991;13.6;27.4;41.5;66.0;483.5;154.9;13.1;15.9;82.4;10.4;14.4;72.4;3.16;8.01;39.4;0.22;0.21;0.22;0.01;2.21;2.87;1.69;0.51;4.63;Matches;7dfbba27
144;Ezequiel Ávila;ar ARG;FW;Osasuna;es La Liga;25;1994;17.7;9.60;17.9;53.8;170.3;40.3;4.69;7.85;59.7;3.22;5.54;58.2;1.30;2.66;48.9;0.11;0.20;0.12;-0.09;1.24;1.02;0.73;0.17;2.26;Matches;253a06b9
145;Javier Avilés;es ESP;MFFW;Leganés;es La Liga;21;1997;2.0;23.5;34.5;68.1;374.0;148.0;12.5;17.0;73.5;5.00;6.00;83.3;3.50;5.50;63.6;0.50;0.40;0.35;0.10;2.50;0.50;3.50;2.50;2.00;Matches;53ddba36
146;Chidozie Awaziem;ng NGA;DF;Leganés;es La Liga;22;1997;22.2;27.2;37.0;73.6;524.7;227.7;10.9;12.5;87.4;11.4;14.4;79.1;4.23;8.56;49.5;0.00;0.01;0.02;-0.01;0.23;2.52;0.32;0.09;2.66;Matches;70d8e84c
147;Taiwo Awoniyi;ng NGA;FWMF;Mainz 05;de Bundesliga;21;1997;5.4;13.5;20.2;67.0;178.9;52.4;8.33;10.2;81.8;2.59;5.19;50.0;0.93;1.48;62.5;0.00;0.15;0.26;-0.15;0.93;1.11;0.93;0.56;1.30;Matches;e5478b87
148;Florian Ayé;fr FRA;FWMF;Brescia;it Serie A;22;1997;15.3;13.5;20.3;66.8;166.9;30.3;7.97;10.3;77.7;3.14;4.71;66.7;0.65;1.44;45.5;0.00;0.07;0.04;-0.07;0.59;0.65;0.52;0.13;1.05;Matches;718b8afd
149;Jordan Ayew;gh GHA;FW;Crystal Palace;eng Premier League;27;1991;35.0;19.2;24.4;78.9;242.6;50.5;12.1;13.9;87.1;4.29;5.43;78.9;1.03;1.49;69.2;0.06;0.07;0.06;-0.01;0.86;1.09;0.60;0.00;1.71;Matches;da052c14
150;Kaan Ayhan;tr TUR;DF;Düsseldorf;de Bundesliga;24;1994;30.3;49.6;59.9;82.7;1042.0;403.4;17.7;19.1;92.4;22.3;25.2;88.6;8.75;13.6;64.2;0.10;0.08;0.06;0.02;0.59;4.09;0.46;0.10;5.31;Matches;2200181e
151;Ramon Azeez;ng NGA;MF;Granada;es La Liga;26;1992;15.1;20.1;25.7;78.1;319.2;77.5;11.6;13.2;87.5;5.83;7.75;75.2;2.12;2.85;74.4;0.00;0.02;0.02;-0.02;0.40;2.32;0.20;0.00;2.85;Matches;0cc474e7
152;César Azpilicueta;es ESP;DF;Chelsea;eng Premier League;29;1989;35.9;64.5;82.0;78.7;973.4;357.2;35.2;39.2;89.8;23.9;30.6;78.1;3.45;6.88;50.2;0.17;0.17;0.14;0.00;1.25;4.12;1.62;0.72;5.38;Matches;53cad200
153;Ludovic Baal;gf GUF;DF;Brest;fr Ligue 1;33;1986;9.2;53.4;67.5;79.1;888.6;397.8;28.5;32.1;88.8;19.8;24.5;80.9;4.78;8.70;55.0;0.00;0.09;0.09;-0.09;1.52;4.67;1.63;1.09;5.22;Matches;d3ce9f1f
154;Iddrisu Baba;gh GHA;MF;Mallorca;es La Liga;23;1996;32.3;31.9;39.5;80.6;536.7;175.3;15.0;17.6;85.3;13.1;15.1;86.5;2.63;4.18;63.0;0.00;0.01;0.02;-0.01;0.19;3.10;0.12;0.00;3.93;Matches;bfd381b3
155;Khouma Babacar;sn SEN;FW;Lecce;it Serie A;26;1993;15.8;13.5;18.5;72.9;193.9;37.0;8.35;10.8;77.6;3.67;4.62;79.5;0.89;1.20;73.7;0.00;0.10;0.04;-0.10;1.01;0.82;0.63;0.00;1.77;Matches;422ec08a
156;Carlos Bacca;co COL;FW;Villarreal;es La Liga;32;1986;7.6;13.0;17.6;73.9;172.1;17.2;7.89;9.47;83.3;3.82;5.39;70.7;0.39;0.66;60.0;0.13;0.12;0.04;0.01;0.66;0.66;0.13;0.00;0.79;Matches;09a9e921
157;Milan Badelj;hr CRO;MF;Fiorentina;it Serie A;30;1989;17.6;43.6;53.7;81.3;797.0;254.6;18.9;21.5;87.6;19.0;22.0;86.3;4.89;7.39;66.2;0.00;0.04;0.06;-0.04;1.14;6.53;0.51;0.00;5.85;Matches;e8c930bb
158;Matthias Bader;de GER;DF;Köln;de Bundesliga;22;1997;0.1;60.0;80.0;75.0;890.0;350.0;10.0;10.0;100.0;30.0;50.0;60.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;3489184e
159;Benoît Badiashile;fr FRA;DF;Monaco;fr Ligue 1;18;2001;15.7;51.1;60.1;85.0;1005.4;373.9;17.9;20.5;87.3;26.8;29.2;91.7;5.92;8.85;66.9;0.00;0.01;0.01;-0.01;0.13;4.27;0.13;0.00;5.54;Matches;06df8256
160;Bastian Badu;fr FRA;FW;Montpellier;fr Ligue 1;19;2000;0.1;60.0;60.0;100.0;740.0;110.0;40.0;40.0;100.0;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;3deb2342
161;Alex Baena;es ESP;MF;Villarreal;es La Liga;18;2001;0.2;20.0;20.0;100.0;230.0;0.00;15.0;15.0;100.0;5.00;5.00;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;518f2234
162;Stéphane Bahoken;cm CMR;FW;Angers;fr Ligue 1;27;1992;10.1;14.2;19.2;73.7;183.4;26.2;8.32;9.90;84.0;3.47;5.05;68.6;0.50;1.39;35.7;0.00;0.06;0.06;-0.06;1.09;0.50;0.40;0.20;0.79;Matches;5046b7d4
163;Daniel Baier;de GER;MF;Augsburg;de Bundesliga;35;1984;21.6;30.9;41.5;74.4;549.6;189.8;13.8;17.2;80.6;12.2;15.2;79.9;3.80;6.20;61.2;0.00;0.04;0.02;-0.04;0.46;2.59;0.28;0.00;3.56;Matches;f261abcb
164;Leon Bailey;jm JAM;FWMF;Leverkusen;de Bundesliga;21;1997;12.1;26.1;39.6;66.0;432.1;124.7;14.0;18.1;77.6;9.17;12.9;71.2;2.31;5.62;41.2;0.25;0.18;0.23;0.07;1.74;1.40;1.82;0.58;2.98;Matches;3a233281
165;Eric Bailly;ci CIV;DF;Manchester Utd;eng Premier League;25;1994;1.7;41.2;45.9;89.7;703.5;276.5;15.9;17.1;93.1;22.4;23.5;95.0;2.94;4.12;71.4;0.00;0.00;0.00;0.00;0.00;1.18;0.00;0.00;2.35;Matches;a1232f4e
166;Dénys Bain;fr FRA;DF;Brest;fr Ligue 1;26;1993;14.1;44.8;49.1;91.1;886.3;297.8;12.6;13.8;91.3;27.6;29.4;94.0;4.18;4.96;84.3;0.00;0.00;0.00;0.00;0.00;0.50;0.00;0.00;1.63;Matches;5065d67d
167;Leighton Baines;eng ENG;DF;Everton;eng Premier League;34;1984;4.5;39.1;48.4;80.7;593.6;220.2;23.6;25.1;93.8;12.0;14.4;83.1;2.89;5.78;50.0;0.00;0.18;0.16;-0.18;1.56;1.56;1.11;0.89;2.22;Matches;b18095b6
168;Stefan Bajic;fr FRA;GK;Saint-Étienne;fr Ligue 1;17;2001;1.0;18.0;19.0;94.7;364.0;271.0;5.00;5.00;100.0;12.0;12.0;100.0;1.00;2.00;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;be13e5a8
169;Tiemoué Bakayoko;fr FRA;MF;Monaco;fr Ligue 1;24;1994;19.1;42.5;50.3;84.4;677.6;195.3;22.3;25.7;86.7;15.7;17.8;87.9;3.35;4.29;78.0;0.10;0.06;0.05;0.04;0.52;3.87;0.63;0.00;5.86;Matches;59bf127b
170;Lewis Baker;eng ENG;MF;Düsseldorf;de Bundesliga;24;1995;6.1;29.8;36.4;82.0;595.6;150.7;11.5;13.1;87.5;12.3;13.8;89.3;5.25;7.05;74.4;0.00;0.08;0.08;-0.08;1.31;2.79;0.66;0.00;3.77;Matches;1b278bf5
171;Mitchel Bakker;nl NED;DF;Paris S-G;fr Ligue 1;19;2000;1.0;92.0;95.0;96.8;1317.0;416.0;63.0;65.0;96.9;23.0;23.0;100.0;4.00;4.00;100.0;0.00;0.00;0.00;0.00;0.00;8.00;0.00;0.00;5.00;Matches;a8567629
172;Ridle Baku;de GER;DFMF;Mainz 05;de Bundesliga;21;1998;26.1;31.7;44.7;70.9;554.7;197.1;14.9;18.2;82.1;12.3;16.7;73.5;3.49;6.82;51.1;0.11;0.13;0.16;-0.02;1.03;3.10;1.38;0.61;4.18;Matches;442b56fa
173;Fabián Balbuena;py PAR;DF;West Ham;eng Premier League;27;1991;13.1;27.9;39.1;71.3;575.7;245.9;9.24;11.8;78.1;14.2;16.9;84.2;4.20;9.08;46.2;0.00;0.04;0.02;-0.04;0.08;1.91;0.15;0.00;2.67;Matches;3626f7d9
174;Keita Baldé;sn SEN;FWMF;Monaco;fr Ligue 1;24;1995;9.5;20.1;30.0;67.0;259.2;52.1;12.7;16.6;76.6;5.79;8.32;69.6;0.53;2.00;26.3;0.11;0.07;0.05;0.03;0.63;0.95;0.63;0.11;2.42;Matches;509a4ccb
175;George Baldock;gr GRE;DF;Sheffield Utd;eng Premier League;26;1993;38.0;30.1;40.1;75.1;418.8;143.3;18.9;20.9;90.4;8.50;11.0;77.5;1.45;4.26;34.0;0.08;0.04;0.06;0.03;0.61;1.74;1.21;0.79;2.71;Matches;394854c4
176;Gareth Bale;wls WAL;FWMF;Real Madrid;es La Liga;30;1989;12.1;30.0;41.3;72.6;484.4;111.1;17.0;19.7;86.6;9.34;12.6;74.3;3.06;6.78;45.1;0.17;0.14;0.13;0.02;0.99;1.82;1.32;0.66;2.89;Matches;a58bb1e1
177;Mikel Balenziaga;es ESP;DF;Athletic Club;es La Liga;31;1988;6.3;29.0;41.6;69.8;447.0;187.1;17.3;20.2;85.8;8.89;12.9;69.1;2.38;5.08;46.9;0.00;0.00;0.05;0.00;0.00;1.59;0.32;0.16;2.38;Matches;1fe67e86
178;Leonardo Balerdi;ar ARG;DFMF;Dortmund;de Bundesliga;20;1999;1.5;76.7;88.0;87.1;1395.3;436.7;35.3;40.0;88.3;30.0;31.3;95.7;10.0;11.3;88.2;0.00;0.00;0.00;0.00;0.00;2.67;0.00;0.00;3.33;Matches;7c3ed041
179;Marco Ballarini;it ITA;MF;Udinese;it Serie A;18;2001;0.0;5;5;100.0;82;43;2;2;100.0;3;3;100.0;0;0;;0;0.0;0.0;0.0;0;0;0;0;0;Matches;8cb494c9
180;Fodé Ballo-Touré;sn SEN;DF;Monaco;fr Ligue 1;22;1997;18.7;36.4;46.7;77.9;581.2;189.9;20.1;22.7;88.4;12.8;16.4;78.2;2.83;5.19;54.6;0.00;0.08;0.10;-0.08;0.91;3.16;0.80;0.43;4.06;Matches;f449640d
181;Florent Balmont;fr FRA;MF;Dijon;fr Ligue 1;39;1980;4.5;47.3;58.4;81.0;794.0;230.0;24.0;27.3;87.8;19.3;23.3;82.9;3.33;6.44;51.7;0.00;0.02;0.02;-0.02;0.44;5.11;0.44;0.22;6.89;Matches;4e7bfc23
182;Mario Balotelli;it ITA;FW;Brescia;it Serie A;28;1990;15.6;14.8;23.1;64.2;273.5;68.7;7.18;10.0;71.8;4.81;6.99;68.8;2.50;4.17;60.0;0.00;0.04;0.08;-0.04;0.58;1.41;0.64;0.06;2.69;Matches;8ff07990
183;Abdoulaye Bamba;ci CIV;DF;Angers;fr Ligue 1;29;1990;6.2;32.9;44.7;73.6;524.5;261.3;17.3;19.2;89.9;12.1;15.3;78.9;2.58;7.58;34.0;0.00;0.03;0.05;-0.03;0.48;1.94;0.32;0.32;2.42;Matches;7fecbcdb
184;Jonathan Bamba;fr FRA;FWMF;Lille;fr Ligue 1;23;1996;21.5;30.8;38.8;79.3;440.0;126.8;17.0;19.2;88.4;8.00;9.86;81.1;2.65;4.42;60.0;0.19;0.13;0.10;0.06;1.67;3.16;0.79;0.00;3.72;Matches;b2bd0f6c
185;Éver Banega;ar ARG;MF;Sevilla;es La Liga;31;1988;27.5;71.2;87.3;81.6;1408.9;453.7;27.7;30.7;90.5;28.5;32.7;87.3;12.4;18.2;68.0;0.25;0.22;0.20;0.03;2.15;9.53;1.02;0.18;13.2;Matches;fa937f7a
186;Mattia Bani;it ITA;DF;Bologna;it Serie A;25;1993;24.5;38.2;47.7;80.1;760.5;298.1;12.6;14.6;86.0;20.4;23.7;86.2;4.73;8.04;58.9;0.00;0.00;0.01;-0.00;0.08;1.88;0.04;0.04;2.94;Matches;0821331c
187;Antonín Barák;cz CZE;MFFW;Udinese;it Serie A;24;1994;2.2;34.1;45.9;74.3;488.2;135.9;18.6;20.9;89.1;11.4;14.1;80.6;1.82;4.09;44.4;0.00;0.09;0.05;-0.09;1.82;2.73;0.91;0.00;5.00;Matches;01efac19
188;Antonín Barák;cz CZE;MF;Lecce;it Serie A;24;1994;15.2;36.3;44.7;81.3;560.8;164.7;19.8;22.0;89.9;12.7;15.2;83.5;2.50;4.28;58.5;0.07;0.11;0.10;-0.04;1.12;3.75;0.86;0.07;5.33;Matches;01efac19
