;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
1380;Robin Le Normand;fr FRA;DF;Real Sociedad;es La Liga;22;1996;26.6;57.3;65.2;87.8;1101.7;334.3;17.9;19.4;92.1;34.3;37.1;92.3;4.70;7.44;63.1;0.00;0.01;0.02;-0.01;0.19;2.18;0.11;0.00;3.72;Matches;9a64e67e
1381;Damien Le Tallec;fr FRA;MFDF;Montpellier;fr Ligue 1;29;1990;27.3;28.9;36.3;79.6;510.9;179.4;12.9;15.2;84.6;11.8;13.9;85.2;3.33;5.35;62.3;0.00;0.02;0.04;-0.02;0.22;3.04;0.22;0.04;3.44;Matches;8f4d116f
1382;James Lea Siliki;cm CMR;MF;Rennes;fr Ligue 1;23;1996;12.0;25.3;33.8;74.8;404.6;88.3;13.0;15.1;86.2;9.25;11.9;77.6;1.92;4.50;42.6;0.00;0.09;0.06;-0.09;0.67;2.17;0.58;0.17;2.67;Matches;7cf431a5
1383;Rafael Leão;pt POR;FW;Milan;it Serie A;20;1999;15.6;22.4;29.8;75.1;338.9;71.7;12.6;16.0;79.1;7.24;8.91;81.3;1.54;2.31;66.7;0.06;0.17;0.15;-0.10;1.99;0.77;1.67;0.64;2.50;Matches;20730eae
1384;Adrien Lebeau;fr FRA;MFFW;Strasbourg;fr Ligue 1;20;1999;0.1;30.0;50.0;60.0;380.0;80.0;20.0;20.0;100.0;10.0;10.0;100.0;0.00;10.0;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;ca122e29
1385;Mathew Leckie;au AUS;DFFW;Hertha BSC;de Bundesliga;28;1991;2.2;26.8;39.5;67.8;394.1;90.0;15.5;19.5;79.1;9.09;12.3;74.1;1.36;1.82;75.0;0.00;0.00;0.05;0.00;0.00;0.91;0.00;0.00;1.36;Matches;b93b7882
1386;Benjamin Lecomte;fr FRA;GK;Monaco;fr Ligue 1;28;1991;28.0;22.6;30.4;74.5;656.7;510.9;3.61;3.64;99.0;10.3;10.4;98.6;8.71;16.2;53.7;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;Matches;2fa2a875
1387;Pierre Lees-Melou;fr FRA;MF;Nice;fr Ligue 1;26;1993;25.0;40.8;48.8;83.5;699.2;195.0;20.0;22.0;90.7;15.7;18.0;86.9;3.92;5.76;68.1;0.24;0.16;0.14;0.08;1.32;3.92;1.08;0.24;6.28;Matches;f5044e54
1388;Jordan Lefort;fr FRA;DF;Amiens;fr Ligue 1;25;1993;9.4;43.3;53.5;80.9;797.4;383.3;18.7;20.0;93.6;18.1;21.9;82.5;5.43;9.89;54.8;0.11;0.02;0.02;0.09;0.32;2.23;0.11;0.11;2.98;Matches;c3e4ecbb
1389;Wu Lei;cn CHN;FWMF;Espanyol;es La Liga;27;1991;19.1;10.5;16.3;64.4;138.7;31.1;6.07;8.43;72.0;3.51;5.18;67.7;0.16;0.68;23.1;0.00;0.10;0.08;-0.10;0.89;0.73;0.37;0.16;1.10;Matches;e3fabb0a
1390;Toni Leistner;de GER;DF;Köln;de Bundesliga;28;1990;11.2;46.6;57.7;80.8;1055.2;416.5;12.0;14.4;83.2;25.0;28.8;87.0;9.46;13.3;71.1;0.00;0.01;0.04;-0.01;0.18;4.02;0.45;0.18;3.48;Matches;364445b2
1391;Moritz Leitner;de GER;MF;Norwich City;eng Premier League;26;1992;7.6;65.5;76.2;86.0;944.6;227.9;38.6;41.3;93.3;18.8;21.2;88.8;4.08;6.84;59.6;0.00;0.04;0.07;-0.04;0.92;5.13;1.97;0.13;8.16;Matches;9460aaed
1392;Lucas Leiva;br BRA;MF;Lazio;it Serie A;32;1987;20.1;48.7;56.8;85.6;872.0;294.7;21.1;23.5;89.9;20.2;22.9;88.3;6.17;7.36;83.8;0.05;0.08;0.05;-0.03;0.95;4.73;0.50;0.00;6.17;Matches;4c78b5ed
1393;Florian Lejeune;fr FRA;DF;Newcastle Utd;eng Premier League;28;1991;4.9;30.2;44.1;68.5;539.0;219.2;13.5;16.7;80.5;13.7;16.5;82.7;2.45;8.37;29.3;0.00;0.00;0.00;0.00;0.20;0.61;0.00;0.00;1.43;Matches;6eaed4eb
1394;Iñigo Lekue;es ESP;FWDF;Athletic Club;es La Liga;26;1993;6.9;28.0;40.4;69.2;398.6;125.7;17.7;20.4;86.5;6.67;9.28;71.9;1.74;6.23;27.9;0.14;0.12;0.06;0.03;1.16;1.16;0.58;0.58;1.45;Matches;59b7d823
1395;Nicolas Lemaître;fr FRA;GK;Reims;fr Ligue 1;22;1997;1.0;22.0;27.0;81.5;563.0;345.0;2.00;2.00;100.0;17.0;17.0;100.0;3.00;8.00;37.5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;586ef3a3
1396;Thomas Lemar;fr FRA;MF;Atlético Madrid;es La Liga;23;1995;10.3;30.5;38.8;78.5;494.3;148.9;15.1;17.6;86.2;11.4;13.1;86.7;2.33;4.56;51.1;0.00;0.05;0.12;-0.05;0.78;1.84;0.97;0.10;4.76;Matches;4dbd0916
1397;Tim Lemperle;de GER;MF;Köln;de Bundesliga;17;2002;0.2;10.0;10.0;100.0;90.0;25.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;792ffa71
1398;Clément Lenglet;fr FRA;DF;Barcelona;es La Liga;24;1995;26.9;73.8;80.0;92.2;1371.9;479.2;27.6;29.3;94.3;38.2;40.1;95.3;6.95;9.00;77.3;0.04;0.02;0.01;0.02;0.22;5.43;0.04;0.00;4.65;Matches;4f28a6ff
1399;Aaron Lennon;eng ENG;MF;Burnley;eng Premier League;32;1987;5.5;15.3;23.1;66.1;190.2;49.1;10.0;12.0;83.3;4.18;5.45;76.7;0.36;2.00;18.2;0.00;0.02;0.04;-0.02;0.36;0.91;0.36;0.18;1.27;Matches;2ff964a0
1400;Bernd Leno;de GER;GK;Arsenal;eng Premier League;27;1992;29.4;25.9;33.7;77.0;562.9;354.3;7.28;7.31;99.5;14.6;14.7;99.3;3.81;11.2;33.9;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;Matches;2628fd2b
1401;Christopher Lenz;de GER;DFMF;Union Berlin;de Bundesliga;24;1994;25.2;33.2;46.7;71.0;537.8;240.5;17.2;19.8;86.9;11.4;15.8;72.4;3.25;7.14;45.6;0.12;0.12;0.13;0.00;0.95;2.10;0.79;0.40;3.13;Matches;bbd86530
1402;Donovan Léon;gf GUF;GK;Brest;fr Ligue 1;26;1992;1.4;20.7;30.0;69.0;632.9;430.7;2.86;2.86;100.0;9.29;9.29;100.0;8.57;17.9;48.0;0.00;0.00;0.00;0.00;0.00;0.71;0.00;0.00;0.00;Matches;51c83a90
1403;Pedro León;es ESP;MFFW;Eibar;es La Liga;32;1986;21.1;19.0;33.7;56.2;309.8;107.8;10.3;13.5;76.1;5.17;9.62;53.7;2.37;7.58;31.3;0.09;0.18;0.22;-0.08;1.94;1.23;1.00;0.57;1.71;Matches;d66b9872
1404;Sergio León;es ESP;FW;Levante;es La Liga;30;1989;7.5;7.07;12.8;55.2;114.7;18.3;3.60;5.07;71.1;2.13;4.27;50.0;0.67;1.20;55.6;0.00;0.01;0.04;-0.01;0.27;0.40;0.27;0.00;1.20;Matches;0a0cc13c
1405;Lukas Lerager;dk DEN;MF;Genoa;it Serie A;26;1993;15.4;32.3;39.3;82.1;454.4;134.0;18.8;21.4;87.9;10.3;12.1;84.5;1.49;2.27;65.7;0.06;0.10;0.11;-0.03;0.71;2.66;0.65;0.26;3.64;Matches;1b82f8df
1406;Mehdi Léris;dz ALG;MFFW;Sampdoria;it Serie A;21;1998;5.7;29.1;40.0;72.8;453.7;116.7;17.5;19.5;90.1;8.77;13.0;67.6;2.11;4.39;48.0;0.18;0.12;0.09;0.05;1.58;2.46;1.40;0.53;4.04;Matches;7d3cbc67
1407;Jefferson Lerma;co COL;MF;Bournemouth;eng Premier League;24;1994;30.0;36.8;47.2;78.0;658.2;223.7;16.6;19.7;84.3;14.8;17.6;84.3;4.40;7.33;60.0;0.07;0.05;0.05;0.02;0.40;4.53;0.50;0.00;4.57;Matches;9b5ce51a
1408;Karlo Letica;hr CRO;GK;SPAL;it Serie A;22;1997;10.0;20.3;31.6;64.2;603.5;498.4;4.60;4.60;100.0;7.60;7.70;98.7;7.60;18.6;40.9;0.00;0.01;0.00;-0.01;0.10;0.20;0.00;0.00;0.00;Matches;4a6914ff
1409;Robert Lewandowski;pl POL;FW;Bayern Munich;de Bundesliga;30;1988;30.7;18.6;25.9;71.7;251.1;53.0;11.0;13.5;81.9;4.76;6.87;69.2;0.98;1.37;71.4;0.13;0.21;0.23;-0.08;1.17;1.11;1.47;0.26;2.96;Matches;8d78e732
1410;Jamal Lewis;nir NIR;DF;Norwich City;eng Premier League;21;1998;25.6;41.1;52.1;78.9;603.5;211.6;24.0;27.4;87.6;14.4;17.3;83.5;1.72;4.06;42.3;0.00;0.04;0.05;-0.04;0.59;1.99;0.78;0.27;2.89;Matches;efb9215a
1411;Aaron Leya Iseka;be BEL;FW;Toulouse;fr Ligue 1;21;1997;8.6;15.5;20.7;74.7;177.3;24.0;10.1;12.8;79.1;3.37;4.77;70.7;0.35;0.70;50.0;0.00;0.02;0.01;-0.02;0.47;1.16;0.23;0.00;1.40;Matches;29ef0f49
1412;Stephan Lichtsteiner;ch SUI;DF;Augsburg;de Bundesliga;35;1984;14.9;26.4;40.3;65.7;422.0;237.9;13.3;16.4;81.1;11.3;15.9;70.9;1.28;4.77;26.8;0.07;0.03;0.05;0.03;0.54;2.01;0.54;0.34;3.49;Matches;99b1d0e6
1413;Dimitri Liénard;fr FRA;MF;Strasbourg;fr Ligue 1;31;1988;16.5;47.9;62.8;76.3;1023.3;256.8;17.0;19.2;88.3;17.9;21.9;81.7;11.3;18.7;60.7;0.18;0.21;0.20;-0.02;2.00;5.33;1.27;0.67;5.94;Matches;f7691f63
1414;Philipp Lienhart;at AUT;DF;Freiburg;de Bundesliga;23;1996;20.2;44.2;51.7;85.4;911.3;285.1;11.6;12.6;92.5;27.4;29.3;93.4;5.05;8.91;56.7;0.05;0.02;0.01;0.02;0.10;2.03;0.15;0.00;2.72;Matches;302527b2
1415;Matthijs de Ligt;nl NED;DF;Juventus;it Serie A;19;1999;27.2;51.8;57.5;90.0;992.4;336.8;16.6;18.1;91.9;28.1;30.2;92.9;5.48;6.84;80.1;0.00;0.01;0.02;-0.01;0.11;2.90;0.00;0.00;3.24;Matches;d6e53a3a
1416;Isaac Lihadji;fr FRA;MF;Marseille;fr Ligue 1;17;2002;0.3;36.7;46.7;78.6;433.3;133.3;26.7;26.7;100.0;6.67;6.67;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;3.33;0.00;3.33;Matches;57a46f3f
1417;Lillo;es ESP;DF;Osasuna;es La Liga;30;1989;2.2;43.2;57.3;75.4;882.3;316.8;15.5;18.6;82.9;21.8;26.4;82.8;5.91;10.5;56.5;0.00;0.14;0.09;-0.14;0.45;2.73;1.36;0.45;5.00;Matches;476ca810
1418;Anderson Lima;br BRA;MFDF;Lazio;it Serie A;19;1999;0.7;28.6;37.1;76.9;394.3;131.4;18.6;21.4;86.7;4.29;5.71;75.0;2.86;5.71;50.0;0.00;0.29;0.14;-0.29;2.86;4.29;0.00;0.00;4.29;Matches;59be3a74
1419;Lucas Lima;br BRA;FWDF;Nantes;fr Ligue 1;27;1991;3.0;41.7;60.3;69.1;724.3;272.0;19.7;22.0;89.4;15.3;22.3;68.7;5.00;11.3;44.1;0.00;0.10;0.13;-0.10;1.67;4.33;0.33;0.33;6.33;Matches;0f52f925
1420;Anthony Limbombe;be BEL;FWMF;Nantes;fr Ligue 1;25;1994;1.7;20.0;31.8;63.0;265.9;67.1;13.5;18.8;71.9;2.35;5.88;40.0;2.35;4.12;57.1;0.00;0.12;0.06;-0.12;1.18;0.00;0.00;0.00;1.18;Matches;ccee698e
1421;Victor Lindelöf;se SWE;DF;Manchester Utd;eng Premier League;25;1994;34.4;53.0;61.5;86.3;962.7;346.8;20.1;21.9;92.0;27.7;30.2;91.9;4.22;7.44;56.6;0.00;0.01;0.01;-0.01;0.12;2.44;0.06;0.00;3.23;Matches;f5deef4c
1422;Karol Linetty;pl POL;MF;Sampdoria;it Serie A;24;1995;22.4;26.3;34.0;77.3;400.4;126.3;14.6;17.0;86.3;8.57;10.9;78.4;1.92;3.21;59.7;0.13;0.10;0.08;0.04;1.21;2.95;0.85;0.27;3.75;Matches;d023d70f
1423;Jesse Lingard;eng ENG;MFFW;Manchester Utd;eng Premier League;26;1992;10.4;33.7;39.2;85.8;446.7;86.8;19.5;21.5;90.6;10.5;12.0;87.2;1.15;1.63;70.6;0.00;0.10;0.06;-0.10;1.92;3.65;0.67;0.00;4.33;Matches;810e3c74
1424;Pol Lirola;es ESP;DF;Fiorentina;it Serie A;21;1997;29.4;32.5;44.2;73.5;518.4;193.3;17.0;19.7;86.4;11.4;14.8;76.8;2.79;6.53;42.7;0.07;0.11;0.12;-0.04;1.19;2.52;0.92;0.27;3.54;Matches;ff800ed8
1425;Diego Llorente;es ESP;DF;Real Sociedad;es La Liga;25;1993;25.9;55.1;63.3;87.0;1109.8;317.5;15.4;16.9;90.7;33.6;35.9;93.6;5.87;9.07;64.7;0.04;0.01;0.01;0.03;0.19;2.93;0.04;0.00;3.47;Matches;bba30585
1426;Fernando Llorente;es ESP;FW;Napoli;it Serie A;34;1985;5.6;22.1;27.5;80.5;268.6;25.5;12.5;14.3;87.5;5.00;6.79;73.7;1.07;1.25;85.7;0.18;0.14;0.09;0.04;1.79;0.71;0.54;0.00;1.25;Matches;82dbf623
1427;Marcos Llorente;es ESP;MFFW;Atlético Madrid;es La Liga;24;1995;15.2;25.1;32.4;77.5;353.9;90.3;13.6;15.9;85.9;8.29;9.80;84.6;1.05;2.37;44.4;0.20;0.15;0.14;0.05;1.05;1.58;0.46;0.07;3.03;Matches;02c15616
1428;Gautier Lloris;fr FRA;DF;Nice;fr Ligue 1;24;1995;3.0;54.3;59.3;91.6;956.3;327.7;20.7;21.0;98.4;28.0;30.7;91.3;4.33;5.67;76.5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.67;Matches;ac89503b
1429;Hugo Lloris;fr FRA;GK;Tottenham;eng Premier League;32;1986;20.1;20.6;28.5;72.3;577.1;434.1;5.27;5.37;98.1;7.61;7.71;98.7;7.41;15.0;49.3;0.00;0.00;0.00;0.00;0.00;0.25;0.00;0.00;0.00;Matches;8f62b6ee
1430;Giovani Lo Celso;ar ARG;MFFW;Tottenham;eng Premier League;23;1996;16.6;50.5;62.3;81.1;796.1;219.8;25.8;28.9;89.4;17.3;20.5;84.2;4.34;7.41;58.5;0.12;0.10;0.09;0.02;1.75;4.88;1.33;0.00;6.75;Matches;d7553721
1431;Stanislav Lobotka;sk SVK;MF;Napoli;it Serie A;24;1994;8.4;72.0;76.1;94.7;1129.5;304.0;40.7;43.1;94.5;22.5;23.5;95.9;6.19;6.19;100.0;0.00;0.02;0.05;-0.02;0.71;6.67;0.24;0.00;5.00;Matches;e1cbb531
1432;Stanislav Lobotka;sk SVK;MF;Celta Vigo;es La Liga;24;1994;15.4;44.5;50.4;88.3;727.4;200.8;21.6;23.4;92.2;16.4;18.4;89.4;4.29;5.19;82.5;0.00;0.02;0.03;-0.02;0.58;4.22;0.32;0.00;5.45;Matches;e1cbb531
1433;Jürgen Locadia;nl NED;FWMF;Brighton;eng Premier League;25;1993;1.0;10.0;21.0;47.6;126.0;1.00;7.00;10.0;70.0;3.00;6.00;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;6cc47ae1
1434;Jürgen Locadia;nl NED;FW;Hoffenheim;de Bundesliga;25;1993;5.9;16.3;23.1;70.6;229.8;31.7;9.15;11.5;79.4;4.58;6.10;75.0;1.36;1.86;72.7;0.00;0.02;0.03;-0.02;0.51;1.86;0.51;0.17;1.19;Matches;6cc47ae1
1435;Manuel Locatelli;it ITA;MF;Sassuolo;it Serie A;21;1998;28.7;65.6;76.3;85.9;1110.8;296.3;34.2;36.8;92.9;23.7;26.4;89.6;6.20;9.58;64.7;0.17;0.16;0.16;0.01;1.78;8.01;0.87;0.07;7.98;Matches;a8a874f1
1436;Renan Lodi;br BRA;DF;Atlético Madrid;es La Liga;21;1998;26.6;34.4;46.7;73.7;496.5;163.5;19.5;21.7;89.8;10.3;15.4;67.0;2.26;4.81;46.9;0.08;0.06;0.08;0.02;0.71;1.32;1.17;0.49;2.29;Matches;ed9f7cfe
1437;Ruben Loftus-Cheek;eng ENG;MFFW;Chelsea;eng Premier League;23;1996;2.3;51.7;57.8;89.5;759.1;144.8;32.2;35.7;90.2;14.8;16.1;91.9;3.04;3.48;87.5;0.43;0.17;0.22;0.26;0.43;3.91;1.30;0.00;6.52;Matches;e97fd090
1438;Enzo Loiodice;fr FRA;MF;Dijon;fr Ligue 1;18;2000;2.1;44.8;56.2;79.7;814.3;180.5;20.0;25.2;79.2;20.5;22.4;91.5;4.29;7.14;60.0;0.00;0.00;0.05;0.00;0.00;3.81;0.48;0.00;4.29;Matches;6bca20fe
1439;Kevin Long;ie IRL;DF;Burnley;eng Premier League;28;1990;6.3;23.7;31.9;74.1;457.6;164.6;9.05;11.4;79.2;11.0;13.0;84.1;3.17;5.87;54.1;0.00;0.00;0.00;0.00;0.00;0.79;0.00;0.00;1.27;Matches;5a4280b1
1440;Shane Long;ie IRL;FW;Southampton;eng Premier League;32;1987;15.5;13.5;25.9;52.2;159.4;42.1;9.81;15.5;63.1;2.26;5.29;42.7;0.39;1.23;31.6;0.13;0.15;0.08;-0.03;1.29;1.10;0.65;0.13;1.29;Matches;9f472354
1441;Matthew Longstaff;eng ENG;MF;Newcastle Utd;eng Premier League;19;2000;6.4;32.2;40.3;79.8;488.4;102.2;17.5;19.5;89.6;10.5;13.0;80.7;2.03;3.59;56.5;0.00;0.06;0.05;-0.06;0.47;2.03;0.78;0.16;2.66;Matches;c0027d2d
1442;Sean Longstaff;eng ENG;MF;Newcastle Utd;eng Premier League;21;1997;15.3;33.3;43.5;76.4;565.6;148.0;15.6;18.4;84.8;12.2;14.4;84.2;3.66;6.93;52.8;0.07;0.08;0.05;-0.01;0.98;2.42;0.33;0.07;2.16;Matches;a2b105e0
1443;Ademola Lookman;ng NGA;FWMF;RB Leipzig;de Bundesliga;21;1997;3.4;32.4;43.8;73.8;397.6;117.1;21.8;24.4;89.2;6.47;10.3;62.9;0.59;2.94;20.0;0.00;0.29;0.12;-0.29;2.06;2.65;2.06;0.00;6.47;Matches;7c104bb7
1444;Anthony Lopes;pt POR;GK;Lyon;fr Ligue 1;28;1990;26.0;26.4;31.6;83.7;665.6;457.0;5.00;5.00;100.0;14.3;14.3;99.5;7.08;12.2;58.2;0.00;0.01;0.00;-0.01;0.04;0.08;0.04;0.00;0.08;Matches;f00de885
1445;Rony Lopes;pt POR;FW;Sevilla;es La Liga;23;1995;1.5;26.7;32.7;81.6;348.0;66.0;17.3;18.7;92.9;5.33;7.33;72.7;2.00;3.33;60.0;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;1.33;Matches;7c2965bb
1446;Rony Lopes;pt POR;FW;Monaco;fr Ligue 1;23;1995;0.9;26.7;28.9;92.3;303.3;53.3;20.0;20.0;100.0;5.56;7.78;71.4;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;1.11;0.00;0.00;2.22;Matches;7c2965bb
1447;Adrián López;es ESP;FW;Osasuna;es La Liga;31;1988;16.0;21.9;31.6;69.3;267.4;56.3;14.4;18.4;78.6;4.94;7.81;63.2;0.56;1.19;47.4;0.00;0.19;0.11;-0.19;1.63;1.94;0.44;0.13;3.13;Matches;88a359d4
1448;David López;es ESP;DFMF;Espanyol;es La Liga;29;1989;27.3;40.8;51.3;79.4;739.9;275.8;16.3;19.2;85.1;19.0;21.4;89.0;4.29;8.39;51.1;0.07;0.04;0.04;0.03;0.51;3.33;0.33;0.15;3.96;Matches;f03f284b
1449;Diego López;es ESP;GK;Espanyol;es La Liga;37;1981;35.9;18.6;31.8;58.4;611.8;486.0;2.84;2.84;100.0;7.60;7.80;97.5;7.99;20.9;38.3;0.00;0.00;0.00;0.00;0.03;0.81;0.00;0.00;0.00;Matches;73683fa9
1450;Javi López;es ESP;DF;Alavés;es La Liga;17;2002;1.0;18.0;30.0;60.0;251.0;106.0;12.0;15.0;80.0;5.00;8.00;62.5;1.00;4.00;25.0;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;2.00;Matches;e9ada8cf
1451;Javi López;es ESP;DF;Espanyol;es La Liga;33;1986;15.4;32.6;45.5;71.6;558.2;201.6;15.8;19.0;83.6;13.1;17.8;73.7;3.05;6.36;48.0;0.00;0.06;0.08;-0.06;0.65;2.01;0.91;0.52;2.79;Matches;ffad706e
1452;Lluis López;es ESP;DF;Espanyol;es La Liga;22;1997;3.3;65.8;74.2;88.6;1333.6;372.1;14.5;16.7;87.3;43.3;45.5;95.3;6.97;9.09;76.7;0.00;0.00;0.00;0.00;0.00;3.33;0.00;0.00;3.03;Matches;a685f013
1453;Maxime Lopez;fr FRA;MFFW;Marseille;fr Ligue 1;21;1997;12.3;64.1;73.1;87.8;863.3;262.0;38.9;42.0;92.6;19.0;21.5;88.6;2.44;3.98;61.2;0.24;0.07;0.09;0.17;1.46;6.50;0.57;0.08;8.46;Matches;20094685
1454;Pau López;es ESP;GK;Roma;it Serie A;24;1994;32.0;26.2;32.9;79.6;711.7;501.7;4.91;4.91;100.0;11.7;12.0;97.7;9.47;15.7;60.4;0.00;0.00;0.00;0.00;0.00;0.22;0.00;0.00;0.03;Matches;20b9f052
1455;Roberto López;es ESP;FWMF;Real Sociedad;es La Liga;19;2000;0.6;56.7;73.3;77.3;921.7;235.0;28.3;35.0;81.0;23.3;26.7;87.5;5.00;6.67;75.0;1.67;0.17;0.17;1.50;1.67;8.33;3.33;1.67;8.33;Matches;2a8c9f98
1456;Unai López;es ESP;MF;Athletic Club;es La Liga;23;1995;19.9;50.7;61.4;82.6;946.6;208.1;21.9;23.4;93.3;18.5;21.3;87.0;8.04;13.1;61.5;0.20;0.16;0.16;0.05;1.71;4.47;1.06;0.50;5.63;Matches;88050721
1457;Losada;es ESP;MFFW;Celta Vigo;es La Liga;17;2001;0.1;70.0;120.0;58.3;1220.0;390.0;30.0;40.0;75.0;30.0;50.0;60.0;10.0;20.0;50.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;41521385
1458;Albert Lottin;fr FRA;MF;Bordeaux;fr Ligue 1;17;2001;0.5;42.0;44.0;95.5;736.0;464.0;18.0;18.0;100.0;20.0;22.0;90.9;4.00;4.00;100.0;0.00;0.00;0.00;0.00;0.00;4.00;0.00;0.00;10.0;Matches;934a0957
1459;Imran Louza;ma MAR;MFFW;Nantes;fr Ligue 1;20;1999;22.3;39.4;51.8;76.0;642.4;169.5;20.9;24.0;87.3;13.2;16.4;80.5;3.86;8.34;46.2;0.09;0.19;0.12;-0.10;1.57;3.54;0.63;0.13;4.48;Matches;e1df6989
1460;Matteo Lovato;it ITA;DF;Hellas Verona;it Serie A;19;2000;0.1;10.0;20.0;50.0;140.0;60.0;10.0;10.0;100.0;0.00;0.00;;0.00;10.0;0.0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;5fa57166
1461;Dejan Lovren;hr CRO;DF;Liverpool;eng Premier League;30;1989;8.6;66.2;79.4;83.3;1250.7;427.4;23.1;26.6;86.9;37.3;40.5;92.2;5.35;10.9;48.9;0.12;0.03;0.05;0.08;0.12;3.95;0.47;0.00;5.35;Matches;1a2935f6
1462;Eduard Löwen;de GER;MF;Augsburg;de Bundesliga;22;1997;7.5;19.1;31.9;59.8;328.0;80.0;9.33;13.5;69.3;4.93;7.73;63.8;3.07;6.40;47.9;0.13;0.11;0.07;0.03;1.60;1.20;0.13;0.00;2.27;Matches;70678132
1463;Eduard Löwen;de GER;MF;Hertha BSC;de Bundesliga;22;1997;3.5;33.4;42.3;79.1;616.6;199.4;16.0;19.1;83.6;12.0;14.0;85.7;4.57;7.71;59.3;0.00;0.00;0.06;0.00;0.00;3.14;0.57;0.00;3.43;Matches;70678132
1464;Matthew Lowton;eng ENG;DF;Burnley;eng Premier League;30;1989;17.0;29.9;44.4;67.4;522.4;237.4;14.9;16.9;87.8;11.5;16.6;69.5;3.06;9.12;33.5;0.06;0.07;0.06;-0.01;0.65;2.82;1.06;0.47;3.76;Matches;9a9c05db
1465;Hirving Lozano;mx MEX;FWMF;Napoli;it Serie A;24;1995;11.4;21.7;30.1;72.0;259.6;44.7;14.2;16.5;86.2;4.65;7.02;66.3;0.53;1.49;35.3;0.09;0.18;0.09;-0.09;1.75;0.44;1.05;0.09;2.02;Matches;a69e4806
1466;Pol Lozano;es ESP;MF;Espanyol;es La Liga;19;1999;1.9;39.5;44.7;88.2;727.4;171.6;13.7;14.7;92.9;18.9;21.1;90.0;4.74;5.79;81.8;0.00;0.00;0.00;0.00;0.53;5.79;0.53;0.00;4.21;Matches;ea610f00
1467;Jan Luca Rumpf;de GER;DF;Paderborn 07;de Bundesliga;20;1999;1.0;41.0;53.0;77.4;711.0;389.0;15.0;17.0;88.2;23.0;30.0;76.7;2.00;4.00;50.0;0.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;7.00;Matches;3588d4fe
1468;Jean Lucas;br BRA;MF;Lyon;fr Ligue 1;21;1998;2.2;59.5;67.7;87.9;853.2;189.5;30.5;33.2;91.8;21.4;24.1;88.7;2.73;4.09;66.7;0.00;0.05;0.14;-0.05;0.91;3.64;0.00;0.00;4.55;Matches;a99138af
1469;Fabio Lucioni;it ITA;DF;Lecce;it Serie A;31;1987;34.8;38.8;45.9;84.4;899.2;369.1;8.07;9.05;89.2;23.2;25.0;92.8;7.27;11.0;66.1;0.00;0.00;0.01;-0.00;0.09;1.87;0.11;0.00;2.36;Matches;8efa621b
1470;José Luis Gayà;es ESP;DF;Valencia;es La Liga;24;1995;22.1;35.9;47.4;75.8;581.2;160.0;18.8;21.7;86.8;13.2;16.1;81.7;2.94;6.43;45.8;0.05;0.07;0.07;-0.03;0.54;1.63;1.22;0.50;3.12;Matches;b05e2dbd
1471;José Luis Morales;es ESP;FWMF;Levante;es La Liga;32;1987;28.0;15.9;24.6;64.5;241.4;70.9;9.25;11.6;79.7;4.36;6.43;67.8;1.54;3.00;51.2;0.07;0.16;0.14;-0.09;1.21;0.86;1.25;0.25;2.68;Matches;4a478107
1472;José Luis Palomino;ar ARG;DF;Atalanta;it Serie A;29;1990;27.6;42.1;50.1;84.0;782.7;263.5;14.9;16.7;89.0;21.5;23.6;91.1;4.57;7.25;63.0;0.04;0.05;0.04;-0.01;0.22;2.17;0.22;0.11;2.79;Matches;921f6058
1473;José Luis Rodríguez;pa PAN;FW;Alavés;es La Liga;21;1998;0.2;10.0;20.0;50.0;70.0;0.00;5.00;10.0;50.0;0.00;5.00;0.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;b333b014
1474;David Luiz;br BRA;DF;Arsenal;eng Premier League;32;1987;31.2;49.3;58.2;84.6;1068.5;375.7;12.1;13.5;90.0;28.5;30.1;94.8;8.14;13.2;61.5;0.03;0.03;0.04;0.00;0.13;3.21;0.29;0.06;3.40;Matches;c0e27d1a
